station,2014-04-25
US1CAAL0001,4.6
US1CAAL0004,0.8
US1CAAL0006,2.0
US1CAAL0007,0.8
US1CAAL0011,3.3
US1CAAL0012,0.0
US1CAAL0015,2.0
US1CAAL0016,1.3
US1CAAL0017,4.6
US1CAAL0020,5.6
US1CAAL0022,0.5
US1CAAM0002,22.4
US1CAAM0003,23.1
US1CAAM0004,8.1
US1CAAM0005,18.3
US1CAAM0009,14.7
US1CABT0002,0.3
US1CABT0005,0.8
US1CABT0007,0.0
US1CABT0008,0.0
US1CABT0009,0.0
US1CABT0011,0.0
US1CABT0013,0.8
US1CABT0015,0.0
US1CABT0017,11.9
US1CABT0018,0.0
US1CACC0001,0.0
US1CACC0004,0.5
US1CACC0006,0.0
US1CACC0010,0.8
US1CACC0011,0.3
US1CACC0016,0.5
US1CACC0018,0.3
US1CACC0019,3.3
US1CACC0025,0.5
US1CACC0028,6.9
US1CACV0002,6.1
US1CADN0001,14.0
US1CADN0005,21.6
US1CADN0006,11.9
US1CADN0007,16.8
US1CADN0008,20.8
US1CADN0009,27.9
US1CAED0003,11.4
US1CAED0010,9.9
US1CAED0011,12.2
US1CAED0012,19.3
US1CAED0017,19.8
US1CAED0018,21.1
US1CAFR0002,1.8
US1CAFR0003,0.0
US1CAFR0005,0.3
US1CAFR0006,0.0
US1CAFR0007,0.0
US1CAFR0008,0.0
US1CAFR0009,0.8
US1CAFR0013,0.0
US1CAFR0014,0.0
US1CAFR0016,0.0
US1CAHM0002,18.5
US1CAHM0003,14.2
US1CAHM0004,8.9
US1CAHM0005,12.4
US1CAHM0006,9.9
US1CAHM0007,9.4
US1CAHM0009,7.6
US1CAHM0012,3.8
US1CAHM0013,3.0
US1CAHM0014,6.4
US1CAHM0016,5.8
US1CAHM0020,4.1
US1CAHM0021,10.4
US1CAHM0022,5.1
US1CAHM0026,8.1
US1CAHM0029,0.0
US1CAHM0030,5.1
US1CAHM0031,5.3
US1CAHM0034,15.2
US1CAHM0035,5.3
US1CAHM0036,9.9
US1CAHM0038,6.1
US1CAHM0039,14.0
US1CAHM0040,8.4
US1CAHM0041,4.6
US1CAHM0044,7.4
US1CAHM0046,10.4
US1CAHM0047,5.1
US1CAHM0048,4.6
US1CAHM0050,8.4
US1CAHM0051,9.1
US1CAHM0052,5.1
US1CAIN0001,0.0
US1CAIN0002,0.0
US1CAIN0004,0.0
US1CAIN0006,0.0
US1CAKG0001,0.0
US1CAKG0003,0.0
US1CAKG0004,0.0
US1CAKG0005,1.5
US1CAKN0001,0.0
US1CAKN0002,6.4
US1CAKN0005,0.0
US1CAKN0013,0.0
US1CALA0001,0.0
US1CALA0003,0.0
US1CALA0005,0.0
US1CALA0008,0.0
US1CALA0009,0.0
US1CALA0010,0.0
US1CALA0011,0.0
US1CALA0014,0.0
US1CALA0021,0.0
US1CALA0023,0.0
US1CALA0031,0.0
US1CALA0034,0.0
US1CALA0036,0.0
