station,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
US1CAVT0001,93.5,38.8,52.3,19.8,0.0,0.0,0.0,0.0,0.0,18.0,24.1,75.2
US1CAVT0016,78.9,17.0,57.1,9.9,0.5,0.0,0.0,0.0,0.0,15.7,23.7,91.8
US1CAVT0001,93.5,38.8,52.3,19.8,0.0,0.0,0.0,0.0,0.0,18.0,24.1,75.2
US1CAVT0001,93.5,38.8,52.3,19.8,0.0,0.0,0.0,0.0,0.0,18.0,24.1,75.2
USW00093110,15.5,5.6,55.4,12.2,0.0,0.0,0.0,0.0,0.0,12.4,26.5,64.1
US1CAVT0006,134.4,53.4,80.3,12.5,9.7,0.0,0.0,0.0,0.0,14.5,22.4,79.1
US1CAVT0001,93.5,38.8,52.3,19.8,0.0,0.0,0.0,0.0,0.0,18.0,24.1,75.2
US1CAVT0017,44.2,19.6,31.7,6.4,0.0,0.0,0.0,0.0,0.0,7.4,27.9,51.3
US1CAVT0012,69.6,21.6,61.5,9.2,0.0,0.0,0.0,0.0,0.0,11.2,28.0,89.3
US1CAVT0006,134.4,53.4,80.3,12.5,9.7,0.0,0.0,0.0,0.0,14.5,22.4,79.1
US1CAVT0001,93.5,38.8,52.3,19.8,0.0,0.0,0.0,0.0,0.0,18.0,24.1,75.2
US1CAVT0014,68.6,20.1,52.1,15.3,1.1,0.0,0.0,0.0,0.0,16.7,22.3,36.7
USC00048917,178.0,38.3,110.3,33.6,29.2,0.5,0.0,0.0,0.0,35.1,28.7,9.1
US1CATL0016,55.8,36.8,20.3,0.3,1.0,0.8,0.0,0.0,0.0,8.7,13.5,63.1
USC00044957,82.8,38.1,60.2,28.5,2.5,0.0,0.0,0.0,0.0,18.3,10.7,67.0
US1CATH0028,179.7,17.9,139.3,19.1,36.1,23.4,0.0,0.0,0.0,0.0,0.0,0.0
US1CATY0003,342.2,47.2,188.4,4.9,15.4,18.5,0.0,0.0,0.0,196.1,105.0,175.6
US1CASS0001,151.6,14.2,132.5,68.0,7.2,0.0,0.0,0.0,0.0,85.9,32.4,90.7
US1CAMP0003,134.3,13.2,118.1,62.8,4.1,0.0,0.0,0.0,0.0,0.0,46.6,83.3
USC00046174,193.4,20.6,178.2,75.9,3.5,0.0,0.0,0.0,0.3,138.1,88.8,136.5
US1CASJ0001,164.5,22.6,143.2,67.1,5.9,0.0,0.0,0.0,0.0,83.0,58.0,74.5
USC00048353,214.4,32.3,205.5,53.8,1.8,0.0,0.0,0.0,0.0,135.9,84.8,148.5
US1CAMP0003,134.3,13.2,118.1,62.8,4.1,0.0,0.0,0.0,0.0,0.0,46.6,83.3
USC00049582,372.0,42.9,268.2,91.3,19.3,0.0,0.0,0.0,0.0,213.3,118.6,192.8
US1CASJ0001,164.5,22.6,143.2,67.1,5.9,0.0,0.0,0.0,0.0,83.0,58.0,74.5
US1CASS0001,151.6,14.2,132.5,68.0,7.2,0.0,0.0,0.0,0.0,85.9,32.4,90.7
USC00041428,156.0,23.9,148.6,68.7,4.6,0.0,0.0,0.0,0.0,109.5,70.9,270.9
USC00041428,156.0,23.9,148.6,68.7,4.6,0.0,0.0,0.0,0.0,109.5,70.9,270.9
USC00048353,214.4,32.3,205.5,53.8,1.8,0.0,0.0,0.0,0.0,135.9,84.8,148.5
USC00048353,214.4,32.3,205.5,53.8,1.8,0.0,0.0,0.0,0.0,135.9,84.8,148.5
USC00048353,214.4,32.3,205.5,53.8,1.8,0.0,0.0,0.0,0.0,135.9,84.8,148.5
US1CASS0001,151.6,14.2,132.5,68.0,7.2,0.0,0.0,0.0,0.0,85.9,32.4,90.7
US1CAMP0003,134.3,13.2,118.1,62.8,4.1,0.0,0.0,0.0,0.0,0.0,46.6,83.3
USC00049582,372.0,42.9,268.2,91.3,19.3,0.0,0.0,0.0,0.0,213.3,118.6,192.8
USC00047933,245.4,34.6,183.7,10.9,0.5,0.0,0.0,0.0,0.0,106.7,77.8,68.7
USW00093209,51.7,6.6,36.9,4.2,0.0,0.0,0.0,0.0,0.0,35.3,32.1,26.2
USC00045151,58.6,0.8,11.9,3.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,26.2
USW00093209,51.7,6.6,36.9,4.2,0.0,0.0,0.0,0.0,0.0,35.3,32.1,26.2
USC00047933,245.4,34.6,183.7,10.9,0.5,0.0,0.0,0.0,0.0,106.7,77.8,68.7
USC00044534,50.8,12.2,17.8,8.8,8.3,0.0,0.0,0.0,0.0,19.6,49.3,17.5
US1CASL0014,274.7,44.7,192.1,9.2,0.0,0.0,0.0,0.0,0.0,103.7,68.8,133.3
US1CASL0010,209.2,48.0,180.8,9.6,0.0,0.0,0.0,0.0,0.0,42.7,61.5,111.6
US1CASL0001,94.4,38.3,90.4,13.4,0.0,0.0,0.0,0.0,0.0,52.0,47.3,60.9
USC00047933,245.4,34.6,183.7,10.9,0.5,0.0,0.0,0.0,0.0,106.7,77.8,68.7
USC00049111,160.3,17.2,101.0,28.6,2.9,0.0,0.3,0.6,0.0,92.2,45.4,80.7
US1CASL0001,94.4,38.3,90.4,13.4,0.0,0.0,0.0,0.0,0.0,52.0,47.3,60.9
US1CASL0001,94.4,38.3,90.4,13.4,0.0,0.0,0.0,0.0,0.0,52.0,47.3,60.9
US1CASL0022,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,68.5,44.4,77.8
US1CASL0001,94.4,38.3,90.4,13.4,0.0,0.0,0.0,0.0,0.0,52.0,47.3,60.9
USW00093209,51.7,6.6,36.9,4.2,0.0,0.0,0.0,0.0,0.0,35.3,32.1,26.2
USC00047672,170.7,28.2,128.3,5.1,0.3,0.0,0.0,0.0,0.0,61.0,40.5,68.7
USC00049111,160.3,17.2,101.0,28.6,2.9,0.0,0.3,0.6,0.0,92.2,45.4,80.7
USC00043882,262.9,23.9,223.7,24.7,1.5,0.0,0.0,0.0,0.0,62.1,67.3,171.9
USC00047851,174.0,17.8,148.3,6.4,0.0,0.0,0.0,0.0,0.0,72.4,53.4,106.0
USW00093209,51.7,6.6,36.9,4.2,0.0,0.0,0.0,0.0,0.0,35.3,32.1,26.2
USC00045151,58.6,0.8,11.9,3.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,26.2
USC00043882,262.9,23.9,223.7,24.7,1.5,0.0,0.0,0.0,0.0,62.1,67.3,171.9
US1CASL0018,113.7,17.3,42.2,5.1,0.0,0.0,0.0,0.0,0.0,51.3,53.3,33.5
US1CASL0016,99.6,19.8,0.0,3.8,0.0,0.0,0.0,0.0,0.0,40.4,0.0,74.9
USC00044534,50.8,12.2,17.8,8.8,8.3,0.0,0.0,0.0,0.0,19.6,49.3,17.5
USC00049866,138.1,36.2,109.3,34.0,14.0,26.1,2.0,0.0,0.0,140.6,47.1,86.8
USC00046328,90.0,40.0,31.2,12.9,3.5,19.2,3.0,2.5,0.0,79.6,28.0,110.2
US1CASK0011,318.6,83.1,281.8,0.0,19.4,50.3,0.0,0.0,0.0,376.9,106.8,175.5
US1CASK0003,77.1,54.5,97.9,57.8,20.4,8.4,2.3,0.0,2.3,157.2,36.9,46.3
USW00024259,90.7,31.4,62.0,19.9,19.9,30.0,1.3,0.5,4.6,106.2,45.8,56.8
USC00049866,138.1,36.2,109.3,34.0,14.0,26.1,2.0,0.0,0.0,140.6,47.1,86.8
USC00049866,138.1,36.2,109.3,34.0,14.0,26.1,2.0,0.0,0.0,140.6,47.1,86.8
US1CASK0007,79.3,26.4,59.2,20.6,31.8,0.0,1.0,1.0,3.3,91.1,53.5,42.4
USC00041990,134.0,48.8,100.9,20.6,23.0,29.4,4.0,0.0,7.1,177.0,62.2,60.4
USC00041990,134.0,48.8,100.9,20.6,23.0,29.4,4.0,0.0,7.1,177.0,62.2,60.4
USC00045941,27.2,9.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.9,13.7,41.3
USC00049866,138.1,36.2,109.3,34.0,14.0,26.1,2.0,0.0,0.0,140.6,47.1,86.8
USW00024259,90.7,31.4,62.0,19.9,19.9,30.0,1.3,0.5,4.6,106.2,45.8,56.8
US1CASK0010,63.4,17.0,43.7,19.2,17.0,22.4,4.1,7.4,2.0,88.7,33.1,41.4
USC00049866,138.1,36.2,109.3,34.0,14.0,26.1,2.0,0.0,0.0,140.6,47.1,86.8
USC00041316,165.7,34.1,108.0,42.7,46.8,4.1,2.3,0.8,0.3,178.3,50.0,78.3
USC00049866,138.1,36.2,109.3,34.0,14.0,26.1,2.0,0.0,0.0,140.6,47.1,86.8
US1CASK0005,131.6,36.5,53.7,31.7,3.6,0.0,2.8,0.3,0.3,98.4,47.1,76.1
US1CASK0008,320.3,81.7,356.6,60.0,36.1,52.8,0.0,0.0,2.3,244.8,127.6,133.9
