station,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12
USW00023157,0.0,0.0,6.4,0.0,0.0,0.0,4.3,18.3,27.7,0.0,11.7,65.1
US1CABT0026,3.6,0.0,21.3,33.8,6.9,34.6,0.0,0.5,57.8,0.0,48.8,199.7
US1CATH0005,4.4,0.3,15.0,20.1,1.3,18.4,0.0,0.0,28.0,0.0,80.7,160.1
US1CASF0021,14.3,0.8,13.8,44.5,1.1,4.8,4.0,0.8,9.4,0.5,10.8,176.9
USC00048587,3.2,0.0,18.1,9.2,6.9,11.2,0.8,0.5,63.9,0.0,26.7,120.2
USW00093210,2.3,0.0,34.3,32.6,11.0,14.0,0.0,0.0,40.1,0.0,47.0,161.6
US1CABT0026,3.6,0.0,21.3,33.8,6.9,34.6,0.0,0.5,57.8,0.0,48.8,199.7
USW00093210,2.3,0.0,34.3,32.6,11.0,14.0,0.0,0.0,40.1,0.0,47.0,161.6
US1CABT0032,12.2,0.8,52.1,52.1,0.3,28.4,0.0,0.0,32.3,0.0,84.7,229.4
US1CAYB0001,44.7,0.8,43.2,171.9,16.0,58.9,0.0,0.3,0.0,0.0,129.3,489.8
US1CABT0032,12.2,0.8,52.1,52.1,0.3,28.4,0.0,0.0,32.3,0.0,84.7,229.4
US1CABT0033,3.1,0.5,43.2,58.9,10.4,31.7,0.0,0.0,39.2,0.0,65.4,219.6
US1CABT0013,4.9,0.5,32.7,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00045933,5.3,12.4,23.4,55.5,3.1,0.0,0.0,0.0,59.5,0.0,71.8,388.3
US1CASR0084,9.2,58.9,75.6,20.8,0.8,0.0,0.0,0.0,115.9,27.8,179.9,76.6
USC00049001,0.8,0.0,11.8,14.2,0.5,2.0,0.0,0.0,28.9,0.0,22.7,172.5
US1CAAL0004,2.1,3.3,2.8,40.2,0.0,0.0,0.0,0.0,12.2,0.3,63.6,249.9
US1CACC0036,0.5,0.0,9.7,13.9,0.0,1.0,0.0,0.0,19.1,0.0,33.8,130.7
US1CACC0046,2.6,0.8,11.5,21.9,0.0,0.5,0.0,0.0,8.4,0.0,0.0,149.7
USW00023285,0.5,0.8,12.2,26.2,0.0,0.0,0.0,0.0,12.5,0.0,46.6,205.5
USC00049001,0.8,0.0,11.8,14.2,0.5,2.0,0.0,0.0,28.9,0.0,22.7,172.5
USC00049001,0.8,0.0,11.8,14.2,0.5,2.0,0.0,0.0,28.9,0.0,22.7,172.5
USC00044997,0.3,2.5,10.0,34.0,0.0,0.0,0.0,0.0,17.3,0.0,41.6,123.7
US1CACC0050,0.0,1.0,8.4,21.9,0.0,1.3,0.0,0.0,13.9,0.0,34.2,81.8
USC00049001,0.8,0.0,11.8,14.2,0.5,2.0,0.0,0.0,28.9,0.0,22.7,172.5
USC00049001,0.8,0.0,11.8,14.2,0.5,2.0,0.0,0.0,28.9,0.0,22.7,172.5
USC00049001,0.8,0.0,11.8,14.2,0.5,2.0,0.0,0.0,28.9,0.0,22.7,172.5
US1CASO0010,4.4,3.1,12.0,19.8,0.0,1.8,0.0,0.8,3.8,0.0,28.7,159.8
USC00049001,0.8,0.0,11.8,14.2,0.5,2.0,0.0,0.0,28.9,0.0,22.7,172.5
USC00042964,0.0,2.1,9.9,53.3,13.5,13.2,0.0,0.0,13.2,0.0,34.4,35.8
USC00040029,2.6,3.0,18.3,66.9,19.1,23.4,0.0,0.6,24.8,1.8,37.9,94.6
US1CAAL0003,9.8,0.5,33.7,83.8,0.8,3.8,0.0,0.3,12.3,0.5,58.2,303.2
US1CABT0005,9.1,0.8,36.5,72.6,12.0,31.5,0.0,0.0,40.9,0.0,90.2,277.2
US1CASR0084,9.2,58.9,75.6,20.8,0.8,0.0,0.0,0.0,115.9,27.8,179.9,76.6
USW00093210,2.3,0.0,34.3,32.6,11.0,14.0,0.0,0.0,40.1,0.0,47.0,161.6
US1CABT0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00046521,21.1,0.0,31.8,55.2,8.9,20.3,0.0,0.0,54.4,0.0,56.4,245.5
USC00046252,3.6,1.8,97.7,114.6,0.0,0.0,0.0,2.8,8.5,0.0,137.1,272.0
US1CAMP0009,4.3,7.4,37.6,86.7,0.0,0.0,0.0,1.0,36.6,0.0,127.8,435.2
USC00045118,0.0,0.3,22.0,25.1,0.0,0.3,0.0,0.3,2.3,0.0,27.4,67.8
USC00047339,3.9,0.8,13.7,47.1,0.0,0.0,0.0,0.0,2.6,0.0,44.4,265.5
US1CAMP0001,3.3,9.9,40.5,73.1,0.0,0.5,0.0,5.8,40.9,0.0,70.8,292.5
US1CAHM0091,118.3,10.0,59.6,250.6,29.2,83.7,11.7,0.0,60.3,2.3,115.8,463.3
US1CADN0016,197.7,20.3,97.9,311.7,154.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CADN0016,197.7,20.3,97.9,311.7,154.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00049390,18.1,0.0,52.4,64.0,0.0,38.1,0.0,0.0,34.3,0.0,96.7,277.1
US1CATH0005,4.4,0.3,15.0,20.1,1.3,18.4,0.0,0.0,28.0,0.0,80.7,160.1
US1CASZ0021,26.5,5.6,66.8,85.9,0.0,4.3,0.0,0.0,44.5,0.0,13.2,496.6
US1CASO0010,4.4,3.1,12.0,19.8,0.0,1.8,0.0,0.8,3.8,0.0,28.7,159.8
US1CASO0010,4.4,3.1,12.0,19.8,0.0,1.8,0.0,0.8,3.8,0.0,28.7,159.8
US1CABT0033,3.1,0.5,43.2,58.9,10.4,31.7,0.0,0.0,39.2,0.0,65.4,219.6
USC00046521,21.1,0.0,31.8,55.2,8.9,20.3,0.0,0.0,54.4,0.0,56.4,245.5
US1CAIN0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00040010,0.5,1.3,13.4,20.9,0.0,3.6,0.0,0.0,5.1,0.0,36.0,216.7
US1CAED0023,6.6,0.3,33.5,90.2,0.8,5.3,0.0,0.5,0.0,0.0,63.7,301.7
US1CASA0061,2.9,0.5,31.2,52.2,2.3,6.8,0.0,0.0,19.3,0.0,45.4,258.7
US1CAAM0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0
USC00041428,2.3,0.0,29.0,89.4,0.0,6.6,0.0,0.0,13.0,0.3,48.6,304.0
USC00040029,2.6,3.0,18.3,66.9,19.1,23.4,0.0,0.6,24.8,1.8,37.9,94.6
USC00045711,0.0,0.0,0.0,0.0,0.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0
US1CABT0042,0.0,0.0,0.0,5.3,0.5,10.9,0.0,0.0,45.7,0.0,43.7,149.1
USW00093210,2.3,0.0,34.3,32.6,11.0,14.0,0.0,0.0,40.1,0.0,47.0,161.6
USC00042084,0.0,0.0,0.0,0.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0
US1CAMD0018,5.3,0.0,9.6,135.2,17.3,0.0,0.0,0.0,12.4,1.3,18.8,287.5
US1CAMD0022,74.4,7.4,49.4,22.3,0.0,38.4,13.7,0.0,65.4,0.0,82.3,139.2
US1CAMD0040,44.2,0.0,23.7,117.6,0.8,31.8,0.0,0.0,0.0,0.0,0.0,0.0
USC00048917,0.0,0.0,40.4,30.4,0.0,0.0,0.0,0.0,0.0,0.0,47.3,99.6
US1CAFR0030,0.0,0.0,21.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1,133.7
US1CAFR0030,0.0,0.0,21.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1,133.7
US1CAFR0030,0.0,0.0,21.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1,133.7
US1CAFR0025,0.5,8.9,29.1,20.7,0.0,0.0,0.0,0.0,1.1,0.0,57.3,159.3
US1CAFR0021,2.1,18.3,25.9,24.5,0.0,0.5,0.0,0.0,0.0,0.0,49.6,162.4
US1CAFR0021,2.1,18.3,25.9,24.5,0.0,0.5,0.0,0.0,0.0,0.0,49.6,162.4
US1CAFR0030,0.0,0.0,21.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1,133.7
US1CABT0032,12.2,0.8,52.1,52.1,0.3,28.4,0.0,0.0,32.3,0.0,84.7,229.4
US1CASK0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2,250.9
US1CASK0004,33.7,0.0,25.6,57.2,18.1,28.0,0.0,0.0,5.3,0.0,36.3,225.1
US1CASK0003,4.8,1.8,17.3,17.4,5.2,17.1,5.1,2.3,15.4,2.5,36.9,101.6
US1CASK0003,4.8,1.8,17.3,17.4,5.2,17.1,5.1,2.3,15.4,2.5,36.9,101.6
US1CASK0026,16.8,3.8,16.0,38.1,4.8,21.3,21.2,28.4,19.3,0.0,42.8,173.5
US1CASK0003,4.8,1.8,17.3,17.4,5.2,17.1,5.1,2.3,15.4,2.5,36.9,101.6
USC00043182,0.0,0.0,0.0,0.0,0.0,6.3,0.0,5.4,0.0,0.0,10.1,22.9
USC00045449,10.2,6.4,14.0,76.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,82.6
USC00043182,0.0,0.0,0.0,0.0,0.0,6.3,0.0,5.4,0.0,0.0,10.1,22.9
US1CASK0003,4.8,1.8,17.3,17.4,5.2,17.1,5.1,2.3,15.4,2.5,36.9,101.6
USC00046328,29.6,2.4,27.7,0.0,12.7,16.1,3.6,3.1,1.9,2.0,44.1,0.0
USW00024215,24.4,2.4,23.1,62.9,13.9,11.0,8.2,29.2,27.7,2.5,82.1,147.4
US1CASK0010,4.7,4.6,9.9,23.1,5.7,27.4,4.9,4.6,22.5,10.7,31.3,70.2
US1CASK0010,4.7,4.6,9.9,23.1,5.7,27.4,4.9,4.6,22.5,10.7,31.3,70.2
USC00048353,0.0,12.4,14.5,47.8,1.6,0.0,0.0,0.0,34.3,0.5,23.1,264.5
USC00048353,0.0,12.4,14.5,47.8,1.6,0.0,0.0,0.0,34.3,0.5,23.1,264.5
USC00047681,4.1,9.4,46.8,7.4,0.0,0.0,0.0,0.0,66.1,1.8,37.8,158.1
US1CANV0053,45.0,4.3,33.5,69.8,7.1,20.6,0.0,0.0,39.7,0.0,142.1,549.9
US1CABT0032,12.2,0.8,52.1,52.1,0.3,28.4,0.0,0.0,32.3,0.0,84.7,229.4
US1CAYB0004,10.7,0.0,32.8,15.8,0.0,0.0,0.0,0.0,14.7,0.0,54.9,238.9
US1CAYB0004,10.7,0.0,32.8,15.8,0.0,0.0,0.0,0.0,14.7,0.0,54.9,238.9
US1CAPC0007,4.9,0.0,0.5,35.8,1.8,10.7,0.0,0.0,14.8,0.0,39.0,176.8
USC00041916,23.9,2.0,41.3,132.1,7.2,26.7,0.0,0.0,24.9,0.0,88.7,368.5
USC00049040,7.9,31.0,8.3,83.6,14.3,2.3,0.0,11.7,23.9,0.0,51.8,257.1
US1CABT0032,12.2,0.8,52.1,52.1,0.3,28.4,0.0,0.0,32.3,0.0,84.7,229.4
US1CAYB0004,10.7,0.0,32.8,15.8,0.0,0.0,0.0,0.0,14.7,0.0,54.9,238.9
US1CAYB0004,10.7,0.0,32.8,15.8,0.0,0.0,0.0,0.0,14.7,0.0,54.9,238.9
USC00043800,19.2,0.0,37.7,71.0,3.3,19.1,0.0,0.0,26.8,0.0,82.9,359.8
USC00043800,19.2,0.0,37.7,71.0,3.3,19.1,0.0,0.0,26.8,0.0,82.9,359.8
USC00041912,32.0,9.7,25.7,143.6,6.1,24.9,0.0,0.0,44.4,0.0,120.4,493.0
USC00041912,32.0,9.7,25.7,143.6,6.1,24.9,0.0,0.0,44.4,0.0,120.4,493.0
US1CANV0022,24.4,1.8,30.0,168.7,3.5,22.2,0.0,0.0,0.0,0.0,0.0,0.0
US1CANV0014,15.7,0.5,29.8,137.1,3.8,17.2,0.0,0.0,30.0,0.0,107.4,379.1
