station,2019-01-20
US1CAAL0001,1.8
US1CAAL0003,1.3
US1CAAL0004,0.5
US1CAAL0006,1.8
US1CAAL0011,0.0
US1CAAL0012,0.0
US1CAAL0018,2.0
US1CAAL0024,0.3
US1CAAL0025,1.8
US1CAAL0030,3.0
US1CAAL0039,2.3
US1CAAL0045,5.1
US1CAAM0002,0.0
US1CAAM0005,0.0
US1CAAM0009,0.3
US1CAAM0011,0.0
US1CAAM0013,0.0
US1CABT0002,0.8
US1CABT0005,2.3
US1CABT0009,3.3
US1CABT0012,3.3
US1CABT0015,3.0
US1CABT0017,1.5
US1CABT0019,1.5
US1CABT0026,0.3
US1CABT0032,5.1
US1CABT0033,0.0
US1CACC0001,0.8
US1CACC0004,1.0
US1CACC0006,1.0
US1CACC0010,4.6
US1CACC0011,1.8
US1CACC0012,0.0
US1CACC0016,0.8
US1CACC0018,1.3
US1CACC0025,1.3
US1CACC0027,0.8
US1CACC0028,4.8
US1CACC0031,0.5
US1CACC0035,2.3
US1CACC0036,0.8
US1CACC0037,1.0
US1CACC0040,3.3
US1CACC0041,0.8
US1CACL0001,4.6
US1CADN0001,116.8
US1CADN0006,137.2
US1CADN0007,130.0
US1CADN0008,128.8
US1CADN0011,119.1
US1CAED0003,0.0
US1CAED0010,0.0
US1CAED0011,0.0
US1CAED0017,0.0
US1CAED0020,0.0
US1CAED0021,0.0
US1CAED0023,0.8
US1CAED0027,0.0
US1CAED0029,3.0
US1CAFR0002,0.0
US1CAFR0006,0.0
US1CAFR0014,0.0
US1CAFR0026,0.0
US1CAFR0031,0.0
US1CAHM0001,39.9
US1CAHM0004,48.0
US1CAHM0005,39.1
US1CAHM0006,51.3
US1CAHM0007,83.3
US1CAHM0009,53.1
US1CAHM0012,25.9
US1CAHM0016,40.1
US1CAHM0020,28.2
US1CAHM0022,43.9
US1CAHM0026,38.4
US1CAHM0029,21.8
US1CAHM0030,37.1
US1CAHM0031,40.1
US1CAHM0034,35.6
US1CAHM0035,38.9
US1CAHM0037,54.6
US1CAHM0038,41.1
US1CAHM0039,29.7
US1CAHM0041,43.9
US1CAHM0044,49.0
US1CAHM0046,62.5
US1CAHM0048,41.4
US1CAHM0051,48.8
US1CAHM0052,34.3
US1CAHM0060,57.2
US1CAHM0063,34.0
US1CAHM0065,69.9
US1CAHM0066,76.2
US1CAHM0073,63.8
US1CAHM0074,23.9
US1CAHM0075,41.7
US1CAHM0077,23.6
US1CAHM0078,32.8
US1CAHM0079,45.5
US1CAIN0004,0.0
US1CAIN0005,0.0
US1CAIN0008,0.0
US1CAIN0009,0.0
US1CAIN0012,0.0
US1CAIN0013,0.0
US1CAKG0001,0.0
US1CAKG0003,0.0
US1CAKG0004,0.0
US1CAKG0005,0.0
US1CAKN0001,0.0
US1CAKN0013,0.0
US1CAKN0022,0.0
US1CAKN0026,0.0
US1CALA0001,0.0
US1CALA0002,0.0
US1CALA0003,0.0
