station,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12
US1CAIN0008,2.5,8.1,22.2,32.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,22.9
USC00045941,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00049053,38.0,6.1,17.5,2.7,27.2,4.3,0.0,0.0,0.0,1.3,23.4,19.9
US1CASZ0048,111.6,0.0,126.1,116.9,69.8,0.0,0.0,1.5,0.0,0.0,88.2,127.6
US1CASZ0057,61.5,0.0,151.7,88.9,31.8,0.0,0.0,0.0,0.0,0.0,36.1,56.1
US1CASZ0036,71.0,1.6,73.9,0.0,8.4,0.0,0.5,2.8,0.0,0.0,0.0,0.0
US1CASZ0021,87.2,0.5,100.6,101.2,39.0,0.0,0.3,0.5,0.0,0.0,52.6,90.4
US1CASZ0036,71.0,1.6,73.9,0.0,8.4,0.0,0.5,2.8,0.0,0.0,0.0,0.0
US1CASZ0021,87.2,0.5,100.6,101.2,39.0,0.0,0.3,0.5,0.0,0.0,52.6,90.4
US1CABT0009,53.3,0.0,29.5,25.9,60.5,7.4,0.0,0.0,0.0,0.0,10.2,39.6
US1CASR0049,0.0,0.0,71.2,79.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00049124,151.1,0.0,52.0,42.4,53.3,0.5,0.0,3.3,0.0,0.5,70.7,131.9
US1CAMD0014,147.6,0.3,57.6,20.9,44.1,0.0,0.0,4.1,0.0,0.0,57.0,103.2
US1CAMD0037,117.9,0.0,48.9,40.4,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00048702,17.1,0.0,13.3,0.0,7.7,2.3,0.3,0.0,0.0,0.0,2.8,47.3
US1CALS0001,36.9,0.5,65.5,18.1,37.5,9.1,6.4,1.6,0.0,0.0,64.5,66.6
USW00094299,45.8,3.6,53.2,28.0,32.1,12.2,0.0,3.0,0.0,3.6,11.1,21.4
USC00041990,75.3,6.6,14.5,5.9,57.2,7.0,0.0,32.8,0.0,1.5,70.3,62.7
US1CASK0010,46.3,6.9,17.3,2.4,44.3,9.3,0.0,17.8,0.6,0.5,37.0,28.8
USW00024259,44.2,1.1,10.3,2.0,51.5,18.4,9.4,45.0,0.0,0.0,37.3,43.8
US1CASK0004,82.8,0.0,18.0,14.7,42.9,10.4,0.0,0.0,0.0,0.0,87.2,90.4
USC00043182,60.1,0.0,0.0,0.0,4.8,0.0,14.9,3.8,0.0,0.0,29.5,38.0
USC00045983,97.1,0.0,18.3,0.0,0.0,0.0,0.0,2.8,0.0,0.0,31.8,55.8
USC00046168,12.2,0.0,36.7,13.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,19.1
US1CASC0006,36.6,0.0,73.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
USC00049001,26.9,0.0,46.8,23.2,4.8,0.0,0.0,2.0,0.0,0.0,1.8,37.6
US1CASC0004,38.3,0.0,99.9,47.5,12.5,0.0,0.0,0.0,0.0,0.0,11.2,38.8
US1CACC0037,32.5,0.0,57.1,24.4,17.4,0.0,0.0,3.5,0.0,0.0,7.4,29.4
