acq_date,frp,bright_ti5,bright_ti4,latitude,longitude
2019-01-01,0.75,272.29,301.91,39.38981,-121.12111
2019-01-01,3.39,276.07,327.22,40.50067,-124.25305
2019-01-01,8.3,271.11,327.46,40.70188,-121.84412
2019-01-01,0.49,270.24,296.96,35.70742,-120.66297
2019-01-01,9.32,271.64,302.05,36.12289,-114.92377
2019-01-01,9.32,278.65,336.82,36.12388,-114.92841
2019-01-01,0.97,271.01,300.66,36.3566,-114.91315
2019-01-01,0.91,272.47,298.47,36.4987,-119.60537
2019-01-01,1.59,271.77,313.06,37.26014,-120.29026
2019-01-01,0.52,273.15,297.69,37.75552,-121.66034
2019-01-01,0.55,271.47,303.25,37.88278,-121.18672
2019-01-01,1.05,283.41,295.5,37.94936,-122.40047
2019-01-01,0.6,273.53,300.11,38.00354,-121.93559
2019-01-01,0.77,283.21,297.51,38.01571,-122.11094
2019-01-01,0.98,281.81,295.19,38.02249,-122.06362
2019-01-01,1.49,288.48,305.91,38.07141,-122.13904
2019-01-01,0.68,270.97,298.92,38.32057,-120.79156
2019-01-01,1.66,274.39,315.35,38.50407,-120.68475
2019-01-01,0.52,273.93,296.3,33.09447,-116.12513
2019-01-01,0.76,277.62,307.8,33.61366,-117.82078
2019-01-01,1.32,282.35,312.71,33.74433,-118.19
2019-01-01,0.65,275.31,299.15,33.79308,-117.47523
2019-01-01,0.75,283.38,295.45,33.80381,-118.24291
2019-01-01,1.46,282.54,297.46,33.81918,-118.24397
2019-01-01,0.88,282.52,298.23,33.85147,-118.33359
2019-01-01,0.88,282.69,295.69,33.85506,-118.3326
2019-01-01,1.45,276.1,307.34,34.15281,-118.19054
2019-01-01,1.15,275.52,310.54,34.1532,-118.19418
2019-01-01,0.66,276.98,300.17,34.29102,-118.80299
2019-01-01,0.48,275.65,296.96,34.31855,-118.5136
2019-01-01,0.7,274.4,303.34,34.33249,-118.51817
2019-01-01,0.7,276.38,316.15,34.33603,-118.51725
2019-01-01,0.82,275.0,304.47,34.42998,-118.64321
2019-01-01,1.47,272.05,303.63,34.60778,-117.33626
2019-01-01,4.77,276.14,339.72,35.53429,-115.45486
2019-01-01,6.02,276.72,336.92,35.53527,-115.45633
2019-01-01,5.28,277.25,328.99,35.55288,-115.4715
2019-01-01,15.07,294.91,341.9,34.01057,-117.38095
2019-01-01,4.12,278.57,333.1,35.53504,-115.45238
2019-01-01,3.08,278.4,334.25,35.55764,-115.46774
2019-01-01,2.36,284.78,328.41,35.83408,-120.62804
2019-01-01,5.66,280.95,328.62,39.32755,-121.70829
2019-01-01,2.31,280.42,325.52,39.70538,-121.86838
2019-01-01,4.49,281.53,332.29,40.70107,-121.84393
2019-01-02,1.34,267.73,301.63,36.35646,-114.91273
2019-01-02,0.53,272.69,298.15,36.39724,-119.27275
2019-01-02,1.4,271.02,312.47,36.44632,-120.30276
2019-01-02,0.66,271.45,303.48,36.72842,-119.37999
2019-01-02,2.1,277.87,301.47,37.94738,-122.39624
2019-01-02,1.44,280.34,298.03,38.01645,-122.11426
2019-01-02,1.33,281.76,298.43,38.07132,-122.13743
2019-01-02,0.76,271.39,299.36,33.61364,-117.8234
2019-01-02,1.12,278.7,301.84,33.77762,-118.22935
2019-01-02,1.01,283.08,299.0,33.77888,-118.23766
2019-01-02,0.69,280.84,299.41,33.81494,-118.23597
2019-01-02,1.49,281.89,302.27,33.8195,-118.24358
2019-01-02,1.17,284.11,303.79,33.85314,-118.33094
2019-01-02,0.47,275.46,297.95,34.03581,-118.10449
2019-01-02,0.56,274.7,304.58,34.15416,-118.19202
2019-01-02,0.48,272.77,304.87,34.2924,-118.80301
2019-01-02,1.68,274.64,322.29,34.33484,-118.51925
2019-01-02,0.56,274.12,299.34,34.43078,-118.64544
2019-01-02,6.87,295.21,331.75,32.64411,-115.01736
2019-01-02,7.28,298.07,338.69,32.656,-115.06937
2019-01-02,7.28,294.24,341.22,32.6596,-115.07
2019-01-02,8.05,293.45,337.33,32.69091,-115.00323
2019-01-02,47.21,298.19,338.22,32.70924,-114.72659
2019-01-02,1.8,292.39,330.48,34.09337,-117.52773
2019-01-02,2.44,293.3,330.22,34.334,-118.519
2019-01-02,2.7,289.26,329.09,36.21321,-120.69786
2019-01-02,3.15,288.17,333.72,37.36944,-121.14021
2019-01-02,1.92,286.77,327.07,37.45091,-121.43703
2019-01-02,4.11,285.71,337.4,37.45827,-121.43423
2019-01-02,2.81,285.66,330.56,37.55577,-120.56754
2019-01-02,2.07,287.34,326.81,37.60204,-120.87537
