latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
39.61858,-119.2615,297.03,0.46,0.39,2013-01-10,1005,N,VIIRS,n,2,271.95,1.09,N,0
37.75409,-121.65887,295.78,0.41,0.37,2013-01-10,1006,N,VIIRS,n,2,272.94,0.53,N,0
37.94192,-122.39431,297.12,0.4,0.37,2013-01-10,1006,N,VIIRS,n,2,275.55,0.59,N,0
37.94374,-122.39612,298.39,0.4,0.37,2013-01-10,1006,N,VIIRS,n,2,275.38,0.8,N,2
38.00396,-121.93448,306.41,0.4,0.37,2013-01-10,1006,N,VIIRS,n,2,275.31,0.83,N,0
38.01394,-122.11171,300.32,0.4,0.37,2013-01-10,1006,N,VIIRS,n,2,279.31,0.77,N,2
38.07106,-122.13843,299.99,0.4,0.37,2013-01-10,1006,N,VIIRS,n,2,279.1,1.35,N,2
36.02397,-119.32228,333.57,0.73,0.76,2013-01-10,1946,N,VIIRS,n,2,278.73,4.92,D,0
36.66149,-120.37266,340.85,0.44,0.46,2013-01-10,2127,N,VIIRS,n,2,283.48,7.12,D,0
36.68549,-119.45463,342.43,0.49,0.49,2013-01-10,2127,N,VIIRS,n,2,284.92,6.32,D,0
36.81985,-120.0881,336.9,0.46,0.47,2013-01-10,2127,N,VIIRS,n,2,283.6,3.49,D,0
36.82032,-120.08289,333.66,0.46,0.47,2013-01-10,2127,N,VIIRS,n,2,283.76,7.59,D,0
36.87471,-120.06567,339.37,0.46,0.47,2013-01-10,2127,N,VIIRS,n,2,284.07,7.46,D,0
36.87512,-120.064,343.31,0.46,0.47,2013-01-10,2127,N,VIIRS,n,2,283.55,9.57,D,0
36.87516,-120.06046,347.2,0.46,0.47,2013-01-10,2127,N,VIIRS,n,2,282.51,7.46,D,0
36.8756,-120.05878,339.11,0.46,0.47,2013-01-10,2127,N,VIIRS,n,2,283.35,5.33,D,0
36.98032,-120.1773,335.01,0.45,0.47,2013-01-10,2127,N,VIIRS,n,2,281.99,3.21,D,0
40.62154,-122.47924,328.34,0.38,0.43,2013-01-10,2128,N,VIIRS,n,2,282.55,2.72,D,0
36.35831,-114.90852,300.56,0.5,0.41,2013-01-11,947,N,VIIRS,n,2,272.4,1.21,N,0
36.98221,-120.1786,315.97,0.39,0.36,2013-01-11,947,N,VIIRS,n,2,272.21,1.6,N,0
37.18442,-121.67755,301.49,0.41,0.37,2013-01-11,947,N,VIIRS,n,2,273.36,0.36,N,0
38.00272,-121.93446,299.57,0.42,0.38,2013-01-11,947,N,VIIRS,n,2,273.54,0.81,N,2
38.07241,-122.1381,297.8,0.43,0.38,2013-01-11,947,N,VIIRS,n,2,279.41,0.87,N,2
38.51525,-121.19369,297.08,0.41,0.37,2013-01-11,947,N,VIIRS,n,2,270.9,0.51,N,2
32.59678,-117.00962,296.37,0.47,0.39,2013-01-11,948,N,VIIRS,n,2,276.7,0.7,N,0
32.85741,-117.14893,297.13,0.46,0.39,2013-01-11,948,N,VIIRS,n,2,273.64,0.58,N,2
33.71538,-117.71062,315.16,0.43,0.38,2013-01-11,948,N,VIIRS,n,2,273.84,1.4,N,0
33.71706,-117.71182,311.27,0.43,0.38,2013-01-11,948,N,VIIRS,n,2,274.1,0.81,N,2
33.7749,-118.22764,296.7,0.41,0.37,2013-01-11,948,N,VIIRS,n,2,278.68,0.51,N,2
33.79348,-117.47442,299.51,0.43,0.38,2013-01-11,948,N,VIIRS,n,2,273.22,0.87,N,0
33.81597,-118.24157,301.36,0.41,0.37,2013-01-11,948,N,VIIRS,n,2,279.33,1.2,N,0
33.8533,-118.33288,304.27,0.41,0.37,2013-01-11,948,N,VIIRS,n,2,285.16,1.56,N,2
33.93153,-117.83881,310.72,0.42,0.38,2013-01-11,948,N,VIIRS,n,2,273.74,1.57,N,2
34.03465,-118.10348,298.08,0.41,0.37,2013-01-11,948,N,VIIRS,n,2,276.26,0.56,N,2
34.09484,-117.53098,338.09,0.43,0.38,2013-01-11,948,N,VIIRS,n,2,275.08,3.45,N,2
34.14255,-117.42913,295.67,0.43,0.38,2013-01-11,948,N,VIIRS,n,2,270.51,0.38,N,2
34.31395,-119.26608,299.33,0.39,0.36,2013-01-11,948,N,VIIRS,n,2,276.37,0.43,N,0
34.32383,-118.5277,302.0,0.4,0.37,2013-01-11,948,N,VIIRS,n,2,273.37,0.9,N,0
34.33645,-118.51987,310.4,0.4,0.37,2013-01-11,948,N,VIIRS,n,2,273.38,2.04,N,2
34.09433,-117.53474,330.6,0.5,0.41,2013-01-11,2107,N,VIIRS,n,2,291.61,2.3,D,2
34.09494,-117.52932,332.76,0.5,0.41,2013-01-11,2107,N,VIIRS,n,2,290.72,3.52,D,2
35.68751,-119.16151,329.23,0.44,0.39,2013-01-11,2108,N,VIIRS,n,2,284.87,1.55,D,0
36.41459,-119.79356,344.61,0.43,0.38,2013-01-11,2108,N,VIIRS,n,2,286.4,5.93,D,0
36.6256,-119.8556,331.22,0.43,0.38,2013-01-11,2108,N,VIIRS,n,2,285.23,3.42,D,0
36.92137,-120.12337,326.66,0.42,0.38,2013-01-11,2108,N,VIIRS,n,2,283.96,2.5,D,0
37.28261,-120.68566,325.77,0.41,0.37,2013-01-11,2108,N,VIIRS,n,2,284.41,1.12,D,0
37.39848,-120.62667,327.74,0.41,0.37,2013-01-11,2108,N,VIIRS,n,2,284.71,2.88,D,0
38.30765,-121.55849,331.74,0.4,0.37,2013-01-11,2108,N,VIIRS,n,2,283.64,2.71,D,0
37.08009,-120.09044,309.43,0.53,0.42,2013-01-12,928,N,VIIRS,n,2,269.36,0.73,N,0
37.08395,-120.08977,299.31,0.53,0.42,2013-01-12,928,N,VIIRS,n,2,270.49,0.73,N,0
32.59881,-117.01314,303.8,0.39,0.36,2013-01-12,929,N,VIIRS,n,2,274.62,0.81,N,2
33.79352,-117.47475,302.77,0.4,0.37,2013-01-12,929,N,VIIRS,n,2,271.86,0.79,N,0
34.09441,-117.53079,323.63,0.4,0.37,2013-01-12,929,N,VIIRS,n,2,273.58,1.98,N,2
34.14299,-117.42774,296.12,0.4,0.37,2013-01-12,929,N,VIIRS,n,2,270.43,0.53,N,2
34.24344,-118.38,298.63,0.43,0.38,2013-01-12,929,N,VIIRS,n,2,272.98,0.7,N,0
34.32462,-118.52673,300.61,0.43,0.38,2013-01-12,929,N,VIIRS,n,2,271.87,0.74,N,0
34.3339,-118.51571,295.39,0.43,0.38,2013-01-12,929,N,VIIRS,n,2,271.04,0.58,N,0
34.3345,-118.52026,311.79,0.43,0.38,2013-01-12,929,N,VIIRS,n,2,271.46,1.71,N,0
34.40288,-116.95281,326.39,0.39,0.37,2013-01-12,929,N,VIIRS,n,2,268.34,3.42,N,0
32.5353,-116.88072,318.78,0.39,0.36,2013-01-12,930,N,VIIRS,n,2,275.77,1.38,N,0
32.82681,-115.53654,330.5,0.39,0.37,2013-01-12,2048,N,VIIRS,n,2,292.73,2.22,D,0
32.8274,-115.53233,367.0,0.39,0.37,2013-01-12,2048,N,VIIRS,h,2,300.34,13.49,D,0
34.0948,-117.52837,330.86,0.38,0.36,2013-01-12,2048,N,VIIRS,n,2,291.72,2.9,D,2
36.87341,-120.06687,329.03,0.4,0.37,2013-01-12,2049,N,VIIRS,n,2,285.57,4.97,D,0
36.87752,-120.06328,339.33,0.4,0.37,2013-01-12,2049,N,VIIRS,n,2,284.54,4.97,D,0
40.38421,-122.53313,329.43,0.43,0.38,2013-01-12,2050,N,VIIRS,n,2,277.13,3.42,D,0
38.01552,-122.11362,295.15,0.41,0.61,2013-01-13,909,N,VIIRS,n,2,276.95,0.85,N,2
38.02437,-122.06464,295.79,0.41,0.61,2013-01-13,909,N,VIIRS,n,2,278.68,0.93,N,2
32.69454,-115.38456,297.29,0.48,0.4,2013-01-13,910,N,VIIRS,n,2,269.1,0.56,N,0
32.71315,-114.75898,297.87,0.45,0.39,2013-01-13,910,N,VIIRS,n,2,272.03,0.8,N,0
32.71517,-114.75622,297.98,0.45,0.39,2013-01-13,910,N,VIIRS,n,2,272.85,0.88,N,0
33.77563,-118.23052,300.71,0.46,0.47,2013-01-13,910,N,VIIRS,n,2,276.38,0.8,N,2
33.81626,-118.23984,300.0,0.46,0.47,2013-01-13,910,N,VIIRS,n,2,278.93,1.31,N,0
37.31825,-122.08982,295.12,0.44,0.62,2013-01-13,1050,N,VIIRS,n,2,274.16,0.57,N,2
37.94872,-122.39845,296.08,0.41,0.6,2013-01-13,1050,N,VIIRS,n,2,278.81,0.91,N,2
32.70928,-115.62615,367.0,0.45,0.39,2013-01-13,2029,N,VIIRS,h,2,344.74,114.14,D,0
33.11394,-115.44178,343.64,0.44,0.38,2013-01-13,2029,N,VIIRS,n,2,293.3,6.64,D,0
33.1166,-115.44733,327.69,0.44,0.38,2013-01-13,2029,N,VIIRS,n,2,292.83,3.01,D,0
33.11743,-115.44266,341.83,0.44,0.38,2013-01-13,2029,N,VIIRS,n,2,291.21,3.01,D,0
33.77852,-118.23099,296.22,0.43,0.62,2013-01-14,851,N,VIIRS,n,2,275.92,0.61,N,0
33.81964,-118.2415,298.56,0.43,0.62,2013-01-14,851,N,VIIRS,n,2,277.21,1.84,N,2
33.85401,-118.33349,299.41,0.43,0.62,2013-01-14,851,N,VIIRS,n,2,281.28,1.25,N,2
36.4509,-121.47277,299.84,0.68,0.74,2013-01-14,851,N,VIIRS,n,2,270.57,0.89,N,0
36.77124,-119.47532,314.7,0.53,0.67,2013-01-14,851,N,VIIRS,n,2,270.48,1.88,N,0
36.77016,-119.47141,301.85,0.35,0.57,2013-01-14,1031,N,VIIRS,n,2,270.99,1.18,N,0
36.77116,-119.4753,317.76,0.35,0.57,2013-01-14,1031,N,VIIRS,n,2,270.21,1.18,N,0
33.81463,-118.23673,298.04,0.48,0.65,2013-01-14,1032,N,VIIRS,n,2,278.08,1.49,N,2
38.68405,-121.9064,332.14,0.4,0.6,2013-01-14,2012,N,VIIRS,n,2,281.81,1.57,D,0
39.17468,-121.53165,333.24,0.37,0.58,2013-01-14,2012,N,VIIRS,n,2,282.86,1.86,D,0
39.17983,-121.5339,325.07,0.37,0.58,2013-01-14,2012,N,VIIRS,n,2,281.87,1.86,D,0
39.41975,-121.9476,338.24,0.42,0.61,2013-01-14,2153,N,VIIRS,n,2,283.75,5.31,D,0
39.41998,-121.94254,343.16,0.42,0.61,2013-01-14,2153,N,VIIRS,n,2,283.5,6.82,D,0
39.54958,-122.14531,367.0,0.41,0.61,2013-01-14,2153,N,VIIRS,h,2,294.07,17.63,D,0
39.55089,-122.14952,332.29,0.41,0.61,2013-01-14,2153,N,VIIRS,n,2,283.14,12.45,D,0
39.5511,-122.14453,367.0,0.41,0.61,2013-01-14,2153,N,VIIRS,h,2,291.84,12.45,D,0
33.4919,-114.72836,329.96,0.5,0.66,2013-01-15,832,N,VIIRS,n,2,272.74,3.06,N,0
33.49216,-114.73392,307.04,0.5,0.66,2013-01-15,832,N,VIIRS,n,2,271.68,3.06,N,0
33.49242,-114.72889,340.86,0.5,0.66,2013-01-15,832,N,VIIRS,n,2,273.49,3.87,N,0
34.11597,-116.0284,303.93,0.6,0.71,2013-01-15,832,N,VIIRS,n,2,267.34,1.53,N,0
37.45507,-121.93113,297.72,0.45,0.39,2013-01-15,1012,N,VIIRS,n,2,271.05,0.67,N,2
37.94941,-122.39908,296.72,0.43,0.38,2013-01-15,1012,N,VIIRS,n,2,279.98,0.99,N,2
38.01641,-122.11128,296.87,0.44,0.38,2013-01-15,1012,N,VIIRS,n,2,279.71,1.86,N,2
38.15926,-122.56593,295.32,0.42,0.38,2013-01-15,1012,N,VIIRS,n,2,271.19,0.6,N,2
