latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.73717,-122.32388,295.58,0.36,0.57,2024-01-01,917,N,VIIRS,n,2,277.78,0.41,N,2.0
40.821,-114.25549,303.88,0.45,0.39,2024-01-01,917,N,VIIRS,n,2,268.95,1.42,N,2.0
36.8603,-120.05668,304.27,0.5,0.49,2024-01-01,918,N,VIIRS,n,2,277.51,1.1,N,0.0
37.45568,-121.93289,302.69,0.32,0.55,2024-01-01,918,N,VIIRS,n,2,277.53,0.62,N,2.0
37.46739,-121.87984,298.01,0.32,0.55,2024-01-01,918,N,VIIRS,n,2,278.37,0.4,N,0.0
37.94935,-122.40253,296.05,0.35,0.56,2024-01-01,918,N,VIIRS,n,2,282.51,1.27,N,2.0
37.94966,-122.40082,298.5,0.34,0.56,2024-01-01,918,N,VIIRS,n,2,283.2,1.3,N,2.0
38.06977,-122.14076,296.45,0.33,0.56,2024-01-01,918,N,VIIRS,n,2,281.97,0.8,N,2.0
38.62791,-123.32475,319.39,0.39,0.6,2024-01-01,918,N,VIIRS,n,2,276.79,1.46,N,0.0
38.62914,-123.32625,326.53,0.39,0.6,2024-01-01,918,N,VIIRS,n,2,277.37,2.11,N,0.0
33.10145,-116.13023,302.62,0.44,0.39,2024-01-01,919,N,VIIRS,n,2,277.12,0.59,N,0.0
33.79422,-117.47565,299.09,0.51,0.41,2024-01-01,919,N,VIIRS,n,2,276.65,0.83,N,0.0
34.43169,-118.64555,296.78,0.4,0.44,2024-01-01,919,N,VIIRS,n,2,277.63,0.61,N,2.0
32.5972,-117.01366,298.15,0.47,0.4,2024-01-01,920,N,VIIRS,n,2,279.53,0.93,N,0.0
32.8587,-117.02652,295.89,0.48,0.4,2024-01-01,920,N,VIIRS,n,2,279.66,0.76,N,2.0
32.85872,-117.14769,300.48,0.48,0.4,2024-01-01,920,N,VIIRS,n,2,278.37,0.35,N,2.0
38.07171,-122.13943,296.04,0.51,0.66,2024-01-01,1058,N,VIIRS,n,2,281.65,1.09,N,2.0
38.62509,-123.32201,301.83,0.43,0.62,2024-01-01,1058,N,VIIRS,n,2,276.89,1.49,N,0.0
38.62651,-123.32063,304.59,0.43,0.62,2024-01-01,1058,N,VIIRS,n,2,276.84,2.31,N,0.0
38.62782,-123.32521,328.38,0.43,0.62,2024-01-01,1058,N,VIIRS,n,2,277.33,2.31,N,0.0
38.63058,-123.31975,318.1,0.43,0.62,2024-01-01,1058,N,VIIRS,n,2,277.48,1.49,N,0.0
38.63187,-123.32439,300.06,0.43,0.62,2024-01-01,1058,N,VIIRS,n,2,276.71,3.3,N,0.0
37.9496,-122.40132,295.32,0.49,0.65,2024-01-01,1059,N,VIIRS,n,2,281.52,1.25,N,2.0
37.14936,-119.74312,329.07,0.49,0.4,2024-01-01,2039,N,VIIRS,n,2,287.28,3.46,D,0.0
37.18388,-119.72414,330.29,0.49,0.4,2024-01-01,2039,N,VIIRS,n,2,286.83,2.84,D,0.0
37.59819,-120.78194,332.03,0.53,0.42,2024-01-01,2039,N,VIIRS,n,2,286.71,5.55,D,0.0
37.62398,-121.23031,340.5,0.56,0.43,2024-01-01,2039,N,VIIRS,n,2,288.28,6.94,D,0.0
38.17018,-120.56042,344.06,0.51,0.41,2024-01-01,2040,N,VIIRS,n,2,288.8,5.35,D,0.0
38.64711,-120.51237,327.83,0.5,0.41,2024-01-01,2040,N,VIIRS,n,2,283.9,7.68,D,0.0
41.52052,-120.35744,335.59,0.45,0.39,2024-01-01,2040,N,VIIRS,n,2,281.85,4.57,D,0.0
41.5752,-120.35515,341.3,0.44,0.39,2024-01-01,2040,N,VIIRS,n,2,282.0,5.46,D,0.0
40.82342,-114.25813,295.16,0.49,0.48,2024-01-02,858,N,VIIRS,n,2,267.07,1.35,N,2.0
33.77604,-118.23863,295.61,0.34,0.56,2024-01-02,900,N,VIIRS,n,2,282.98,0.71,N,2.0
33.81281,-118.2383,295.49,0.34,0.56,2024-01-02,900,N,VIIRS,n,2,284.18,1.09,N,2.0
33.81857,-118.24523,301.63,0.34,0.56,2024-01-02,900,N,VIIRS,n,2,285.45,1.21,N,2.0
33.85125,-118.33296,303.78,0.34,0.56,2024-01-02,900,N,VIIRS,n,2,284.87,1.14,N,0.0
33.90879,-118.41152,295.84,0.35,0.57,2024-01-02,900,N,VIIRS,n,2,285.37,0.42,N,0.0
34.03969,-117.82284,295.23,0.32,0.55,2024-01-02,900,N,VIIRS,n,2,278.13,0.2,N,2.0
34.10308,-118.02789,300.14,0.33,0.56,2024-01-02,900,N,VIIRS,n,2,277.7,0.47,N,0.0
34.15175,-118.19539,308.17,0.34,0.56,2024-01-02,900,N,VIIRS,n,2,280.66,0.65,N,2.0
34.29387,-118.803,295.99,0.37,0.58,2024-01-02,900,N,VIIRS,n,2,278.32,0.47,N,0.0
34.33683,-118.52101,303.31,0.36,0.57,2024-01-02,900,N,VIIRS,n,2,278.82,0.65,N,2.0
