latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
39.08822,-121.48266,313.09,0.46,0.64,2016-01-01,907,N,VIIRS,n,2,271.36,1.56,N,0
39.09031,-121.48022,306.62,0.46,0.64,2016-01-01,907,N,VIIRS,n,2,271.5,0.82,N,0
33.71758,-117.70982,299.71,0.51,0.49,2016-01-01,908,N,VIIRS,n,2,279.44,0.45,N,2
33.77719,-118.23194,296.04,0.55,0.51,2016-01-01,908,N,VIIRS,n,2,279.94,1.01,N,2
33.7777,-118.23795,296.88,0.55,0.51,2016-01-01,908,N,VIIRS,n,2,282.92,0.99,N,2
34.60651,-117.33595,301.71,0.5,0.49,2016-01-01,908,N,VIIRS,n,2,268.7,1.3,N,0
34.6073,-117.33959,295.06,0.5,0.49,2016-01-01,908,N,VIIRS,n,2,268.57,0.78,N,0
35.72107,-120.66823,299.23,0.39,0.6,2016-01-01,908,N,VIIRS,n,2,270.13,0.81,N,0
36.35858,-114.91024,311.74,0.39,0.44,2016-01-01,908,N,VIIRS,n,2,272.09,1.0,N,0
32.52069,-116.95213,295.48,0.45,0.47,2016-01-01,909,N,VIIRS,n,2,277.81,0.45,N,0
32.71898,-114.96155,309.67,0.53,0.42,2016-01-01,909,N,VIIRS,n,2,271.86,0.95,N,0
32.93815,-115.81078,299.55,0.39,0.44,2016-01-01,909,N,VIIRS,n,2,276.96,0.75,N,0
33.10015,-116.1283,308.06,0.41,0.45,2016-01-01,909,N,VIIRS,n,2,270.11,0.77,N,0
33.10187,-116.12919,306.36,0.41,0.45,2016-01-01,909,N,VIIRS,n,2,270.05,0.82,N,0
39.74493,-121.82114,315.72,0.33,0.55,2016-01-01,1047,N,VIIRS,n,2,269.84,0.77,N,0
36.03136,-119.00253,297.48,0.58,0.69,2016-01-01,1048,N,VIIRS,n,2,270.03,0.82,N,0
38.06958,-122.13721,297.74,0.35,0.57,2016-01-01,1048,N,VIIRS,n,2,278.23,1.06,N,0
38.1713,-121.44939,306.84,0.38,0.59,2016-01-01,1048,N,VIIRS,n,2,271.5,0.86,N,0
35.55553,-115.47021,326.77,0.46,0.39,2016-01-01,2028,N,VIIRS,n,2,281.69,2.01,D,0
39.06653,-120.43053,338.7,0.45,0.47,2016-01-01,2029,N,VIIRS,n,2,270.86,5.95,D,0
40.41897,-123.8118,296.36,0.47,0.39,2016-01-02,1028,N,VIIRS,n,2,269.07,0.65,N,0
40.42253,-123.81066,308.25,0.47,0.39,2016-01-02,1028,N,VIIRS,n,2,269.34,1.29,N,0
39.06746,-120.44181,315.69,0.47,0.47,2016-01-02,1029,N,VIIRS,n,2,264.16,1.82,N,0
33.71482,-117.71004,300.04,0.43,0.62,2016-01-02,1030,N,VIIRS,n,2,276.02,0.44,N,0
33.77505,-118.22843,304.13,0.41,0.6,2016-01-02,1030,N,VIIRS,n,2,279.97,0.73,N,2
33.77726,-118.23704,295.27,0.41,0.6,2016-01-02,1030,N,VIIRS,n,2,281.84,1.25,N,2
33.77907,-118.22773,295.48,0.41,0.6,2016-01-02,1030,N,VIIRS,n,2,278.32,0.42,N,2
32.65136,-115.00186,339.18,0.57,0.52,2016-01-02,2008,N,VIIRS,n,2,285.9,16.78,D,0
36.15757,-121.18022,326.98,0.51,0.66,2016-01-02,2010,N,VIIRS,n,2,280.02,3.44,D,0
32.54091,-115.47501,326.71,0.38,0.59,2016-01-03,2130,N,VIIRS,n,2,275.52,2.82,D,0
32.54132,-115.47472,333.2,0.38,0.59,2016-01-03,2130,N,VIIRS,n,2,276.6,3.65,D,0
37.48258,-120.93658,326.37,0.43,0.46,2016-01-03,2131,N,VIIRS,n,2,281.67,2.38,D,0
34.60701,-117.33524,300.15,0.4,0.37,2016-01-05,933,N,VIIRS,n,2,276.65,0.55,N,0
34.62175,-117.10059,302.71,0.4,0.37,2016-01-05,933,N,VIIRS,n,2,277.16,1.13,N,0
34.33298,-118.52114,296.21,0.47,0.48,2016-01-06,914,N,VIIRS,n,2,275.74,0.51,N,2
34.60651,-117.33472,299.18,0.41,0.45,2016-01-06,914,N,VIIRS,n,2,276.19,1.17,N,0
33.81453,-118.2365,295.37,0.45,0.47,2016-01-06,915,N,VIIRS,n,2,283.48,1.57,N,0
33.81979,-118.24564,295.07,0.45,0.47,2016-01-06,915,N,VIIRS,n,2,283.1,0.77,N,2
34.09293,-117.52908,322.91,0.41,0.45,2016-01-06,915,N,VIIRS,n,2,279.54,2.09,N,2
34.0934,-117.53361,314.35,0.41,0.45,2016-01-06,915,N,VIIRS,n,2,279.64,2.31,N,2
34.15139,-118.19402,295.75,0.45,0.47,2016-01-06,915,N,VIIRS,n,2,277.54,0.61,N,2
33.81942,-118.24318,295.33,0.49,0.65,2016-01-07,1036,N,VIIRS,n,2,282.13,1.02,N,2
36.65141,-119.59593,326.94,0.34,0.56,2016-01-07,2016,N,VIIRS,n,2,285.01,1.76,D,0
36.65264,-119.59715,327.32,0.34,0.56,2016-01-07,2016,N,VIIRS,n,2,285.1,1.77,D,0
36.687,-120.58848,332.9,0.38,0.59,2016-01-07,2016,N,VIIRS,n,2,280.16,1.91,D,0
35.48988,-119.19348,338.84,0.57,0.69,2016-01-07,2156,N,VIIRS,n,2,284.53,4.93,D,0
35.48995,-119.19198,341.42,0.57,0.69,2016-01-07,2156,N,VIIRS,n,2,284.33,6.38,D,0
35.49636,-119.19385,350.91,0.57,0.69,2016-01-07,2156,N,VIIRS,n,2,283.23,4.93,D,0
35.49644,-119.19229,352.01,0.57,0.69,2016-01-07,2156,N,VIIRS,n,2,283.56,6.38,D,0
36.8065,-119.91715,356.63,0.53,0.67,2016-01-07,2156,N,VIIRS,n,2,284.04,14.8,D,0
