latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
36.35645,-114.91187,305.52,0.58,0.52,2014-01-01,855,N,VIIRS,n,2,274.17,2.54,N,0
36.35843,-114.91093,305.93,0.58,0.52,2014-01-01,855,N,VIIRS,n,2,274.67,1.76,N,0
37.75815,-117.61692,298.79,0.42,0.61,2014-01-01,855,N,VIIRS,n,2,265.12,1.21,N,0
38.06995,-122.14069,295.06,0.74,0.76,2014-01-01,855,N,VIIRS,n,2,280.84,0.74,N,2
33.71624,-117.71215,301.69,0.39,0.59,2014-01-01,856,N,VIIRS,n,2,278.54,0.54,N,2
33.77512,-118.23146,298.4,0.42,0.61,2014-01-01,856,N,VIIRS,n,2,281.42,0.86,N,2
33.85607,-118.33203,296.03,0.43,0.62,2014-01-01,856,N,VIIRS,n,2,282.98,0.76,N,2
33.87941,-117.59389,304.39,0.39,0.59,2014-01-01,856,N,VIIRS,n,2,276.34,0.61,N,0
34.62191,-117.10143,297.38,0.37,0.58,2014-01-01,856,N,VIIRS,n,2,279.07,0.95,N,2
39.62033,-119.26385,297.33,0.62,0.54,2014-01-01,1035,N,VIIRS,n,2,268.14,1.11,N,0
34.33487,-118.51707,298.47,0.46,0.63,2014-01-01,1036,N,VIIRS,n,2,281.26,0.67,N,2
34.61979,-117.09969,299.59,0.54,0.68,2014-01-01,1036,N,VIIRS,n,2,276.91,1.36,N,0
37.94288,-122.39299,296.51,0.47,0.48,2014-01-01,1036,N,VIIRS,n,2,279.92,1.03,N,2
37.94963,-122.4005,296.58,0.47,0.48,2014-01-01,1036,N,VIIRS,n,2,283.18,1.61,N,2
38.01688,-122.11472,296.36,0.48,0.48,2014-01-01,1036,N,VIIRS,n,2,281.57,1.91,N,2
36.3572,-114.91008,326.15,0.39,0.44,2014-01-01,2016,N,VIIRS,n,2,292.13,2.02,D,0
33.77839,-118.23074,295.62,0.78,0.78,2014-01-02,837,N,VIIRS,n,2,282.24,1.16,N,0
33.85411,-118.33423,299.38,0.79,0.78,2014-01-02,837,N,VIIRS,n,2,285.15,1.24,N,2
34.05875,-117.32924,300.37,0.7,0.75,2014-01-02,837,N,VIIRS,n,2,279.13,1.63,N,0
34.06127,-117.32933,296.34,0.7,0.75,2014-01-02,837,N,VIIRS,n,2,279.48,1.19,N,0
39.62029,-119.26234,298.16,0.54,0.42,2014-01-02,1016,N,VIIRS,n,2,267.12,0.92,N,0
