station,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12
US1CAPC0045,33.1,0.0,6.9,2.3,0.6,5.1,0.0,0.0,0.0,0.0,46.5,23.2
US1CAPC0007,42.0,0.0,48.2,48.5,16.2,5.1,0.0,1.3,0.0,0.0,43.0,38.1
US1CAPC0045,33.1,0.0,6.9,2.3,0.6,5.1,0.0,0.0,0.0,0.0,46.5,23.2
US1CAPC0047,35.5,0.0,27.5,43.4,17.1,1.8,0.0,0.0,0.0,0.0,47.5,23.8
US1CAYB0001,172.3,0.0,191.6,93.0,95.6,16.3,0.0,0.0,0.0,0.0,126.5,125.6
US1CAPC0007,42.0,0.0,48.2,48.5,16.2,5.1,0.0,1.3,0.0,0.0,43.0,38.1
US1CAYB0004,22.1,0.0,52.3,37.1,26.2,0.0,0.0,0.0,0.0,0.0,44.5,56.3
USC00043800,71.7,6.6,97.1,54.1,49.8,0.0,0.0,0.0,0.0,0.0,60.1,67.9
US1CAYB0001,172.3,0.0,191.6,93.0,95.6,16.3,0.0,0.0,0.0,0.0,126.5,125.6
US1CABT0032,68.9,0.0,82.7,37.6,51.7,2.5,0.0,0.0,0.0,0.0,72.6,80.6
US1CAPC0007,42.0,0.0,48.2,48.5,16.2,5.1,0.0,1.3,0.0,0.0,43.0,38.1
US1CAPC0007,42.0,0.0,48.2,48.5,16.2,5.1,0.0,1.3,0.0,0.0,43.0,38.1
USW00093205,32.9,0.3,30.0,21.9,21.8,0.5,0.0,2.8,0.0,0.0,17.7,38.6
US1CANV0022,106.6,0.0,163.6,106.5,98.6,2.5,0.0,0.0,0.0,0.0,94.5,84.9
USC00043800,71.7,6.6,97.1,54.1,49.8,0.0,0.0,0.0,0.0,0.0,60.1,67.9
US1CAPC0047,35.5,0.0,27.5,43.4,17.1,1.8,0.0,0.0,0.0,0.0,47.5,23.8
USW00093210,48.2,0.0,30.1,21.9,70.9,0.0,0.0,0.0,0.0,0.0,20.6,46.3
USC00046521,78.0,0.0,45.6,21.8,100.1,7.6,0.0,0.0,0.0,0.0,39.7,62.6
USC00048606,235.6,14.0,225.4,132.0,161.5,9.1,0.0,0.0,0.0,0.0,158.6,175.3
US1CABT0032,68.9,0.0,82.7,37.6,51.7,2.5,0.0,0.0,0.0,0.0,72.6,80.6
US1CASZ0055,95.6,0.0,79.6,69.0,44.8,0.0,1.3,0.5,0.0,0.0,24.4,73.2
US1CASZ0049,102.7,0.0,115.0,115.8,65.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
US1CASZ0021,87.2,0.5,100.6,101.2,39.0,0.0,0.3,0.5,0.0,0.0,52.6,90.4
US1CAMD0037,117.9,0.0,48.9,40.4,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CATY0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,61.6
US1CAMD0044,0.0,0.0,0.0,0.0,52.7,0.0,0.0,4.6,0.0,0.0,58.7,109.5
US1CASN0078,101.5,0.0,47.2,26.2,54.9,0.0,0.0,4.6,0.0,0.0,31.4,99.2
US1CATY0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,61.6
US1CAHM0079,318.9,10.7,127.9,59.5,192.0,24.7,0.0,0.0,4.1,9.2,136.2,172.1
US1CAHM0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,22.4,0.0
USC00046506,36.2,0.0,21.8,10.9,25.3,10.4,0.0,6.4,0.0,0.0,2.5,32.1
US1CATY0031,33.9,0.0,32.0,32.5,95.3,17.6,18.8,15.8,0.0,0.0,44.6,72.5
USC00049699,25.6,0.0,13.5,10.6,28.2,0.0,0.0,0.0,0.0,0.0,0.0,18.3
USC00048587,26.0,0.0,18.0,8.4,38.5,1.5,0.0,2.3,0.0,0.0,9.4,18.5
US1CATH0045,34.4,0.0,26.6,6.3,41.9,15.2,0.0,5.1,0.0,0.0,0.0,0.0
US1CAHM0026,309.0,10.4,125.7,59.2,199.2,25.4,0.0,0.8,5.8,7.9,131.4,171.3
US1CABT0032,68.9,0.0,82.7,37.6,51.7,2.5,0.0,0.0,0.0,0.0,72.6,80.6
US1CABT0033,61.7,0.0,47.5,31.2,56.6,1.3,0.0,0.0,0.0,0.0,43.4,73.0
USC00046521,78.0,0.0,45.6,21.8,100.1,7.6,0.0,0.0,0.0,0.0,39.7,62.6
US1CAOR0001,3.3,13.0,68.7,80.8,4.3,3.9,0.0,0.0,0.0,1.5,6.4,44.7
USC00044303,3.0,14.7,95.2,115.6,3.8,5.8,0.0,0.0,0.0,0.0,5.6,29.2
US1CAOR0039,4.1,5.9,123.5,85.7,4.1,2.3,0.0,0.0,0.0,2.0,7.3,43.9
US1CAOR0006,5.1,12.0,155.5,148.6,6.3,3.2,0.0,0.0,0.0,0.8,19.6,41.1
US1CAOR0037,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0
USC00046685,126.2,0.0,106.2,59.0,78.7,5.1,0.0,0.0,0.0,0.0,58.4,136.0
US1CAPC0035,48.1,0.0,62.1,78.8,35.5,0.8,0.0,1.8,0.0,0.0,44.0,40.4
US1CAYB0004,22.1,0.0,52.3,37.1,26.2,0.0,0.0,0.0,0.0,0.0,44.5,56.3
USW00093205,32.9,0.3,30.0,21.9,21.8,0.5,0.0,2.8,0.0,0.0,17.7,38.6
US1CAPC0007,42.0,0.0,48.2,48.5,16.2,5.1,0.0,1.3,0.0,0.0,43.0,38.1
US1CAPC0007,42.0,0.0,48.2,48.5,16.2,5.1,0.0,1.3,0.0,0.0,43.0,38.1
USC00046521,78.0,0.0,45.6,21.8,100.1,7.6,0.0,0.0,0.0,0.0,39.7,62.6
USW00093210,48.2,0.0,30.1,21.9,70.9,0.0,0.0,0.0,0.0,0.0,20.6,46.3
US1CASK0005,30.5,1.7,5.0,0.6,23.7,5.8,2.3,25.9,0.0,0.5,45.8,57.8
US1CASK0026,0.0,0.0,0.0,0.0,19.3,5.7,8.9,1.8,0.0,0.8,46.7,48.4
USC00041990,75.3,6.6,14.5,5.9,57.2,7.0,0.0,32.8,0.0,1.5,70.3,62.7
USC00043182,60.1,0.0,0.0,0.0,4.8,0.0,14.9,3.8,0.0,0.0,29.5,38.0
USW00024259,44.2,1.1,10.3,2.0,51.5,18.4,9.4,45.0,0.0,0.0,37.3,43.8
US1CASK0004,82.8,0.0,18.0,14.7,42.9,10.4,0.0,0.0,0.0,0.0,87.2,90.4
USC00043669,76.2,0.0,166.0,82.9,33.5,0.0,0.0,0.3,0.8,0.0,55.0,87.9
US1CACV0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,82.4
US1CACV0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,82.4
USC00040332,0.0,12.7,22.3,28.7,0.0,0.0,0.0,0.0,0.0,0.0,31.8,2.6
US1CAKN0026,10.0,1.3,48.3,79.0,4.6,1.8,0.0,0.0,0.0,0.0,20.3,15.3
US1CAKN0031,10.7,2.8,78.7,51.4,2.5,4.1,0.0,3.3,0.0,0.0,11.9,19.6
USC00040332,0.0,12.7,22.3,28.7,0.0,0.0,0.0,0.0,0.0,0.0,31.8,2.6
USC00040332,0.0,12.7,22.3,28.7,0.0,0.0,0.0,0.0,0.0,0.0,31.8,2.6
USC00041244,8.2,0.0,31.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3
US1CAKN0031,10.7,2.8,78.7,51.4,2.5,4.1,0.0,3.3,0.0,0.0,11.9,19.6
USC00046154,5.9,0.8,72.6,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8
USC00048122,7.6,0.0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CAVT0002,6.4,2.8,105.8,115.6,0.0,0.0,0.0,0.0,0.0,0.0,10.2,28.5
USC00048122,7.6,0.0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CAKN0031,10.7,2.8,78.7,51.4,2.5,4.1,0.0,3.3,0.0,0.0,11.9,19.6
USC00042346,7.4,0.0,51.7,76.9,1.8,0.0,0.0,0.0,0.0,0.0,4.1,10.2
US1CAKN0003,0.5,2.0,79.1,50.0,3.0,3.8,0.0,4.3,0.0,0.0,6.1,19.3
USC00044863,5.1,0.0,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CAKN0026,10.0,1.3,48.3,79.0,4.6,1.8,0.0,0.0,0.0,0.0,20.3,15.3
USC00042920,30.1,0.0,99.6,45.9,35.1,0.0,0.0,0.0,0.0,0.0,32.1,55.8
US1CAST0008,29.8,0.0,58.9,37.3,13.1,0.0,0.0,0.0,0.0,0.0,11.7,26.3
USC00046252,23.9,10.7,151.1,100.9,37.4,3.3,0.0,2.3,0.0,0.0,42.6,35.2
US1CAMP0008,30.7,2.3,161.8,85.1,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CAMA0009,20.8,0.5,62.0,62.5,24.7,0.0,0.0,0.0,0.0,0.0,10.2,34.7
US1CASH0068,100.3,0.0,103.1,51.1,149.0,7.6,0.0,1.3,0.0,0.0,57.4,81.1
USC00049490,89.9,0.0,43.3,5.6,71.4,15.8,2.6,0.0,0.0,0.0,0.0,0.0
US1CASH0068,100.3,0.0,103.1,51.1,149.0,7.6,0.0,1.3,0.0,0.0,57.4,81.1
US1CASB0007,17.5,0.0,135.5,63.0,0.0,0.0,0.0,5.1,0.0,0.0,7.6,44.5
USC00049111,18.9,0.0,132.1,88.5,8.6,5.9,0.5,1.3,0.3,1.1,17.0,29.0
US1CASB0007,17.5,0.0,135.5,63.0,0.0,0.0,0.0,5.1,0.0,0.0,7.6,44.5
USW00023273,16.0,0.0,96.8,45.5,3.6,2.0,0.0,1.6,0.0,0.0,6.4,38.8
US1CASH0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,63.0
USC00041149,331.0,0.5,231.3,47.2,215.6,11.7,0.0,48.3,0.0,0.0,101.9,134.7
US1CASH0067,228.6,0.8,134.8,122.6,171.8,46.4,0.0,3.8,0.0,0.0,88.3,146.1
US1CASH0074,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00047306,2.8,9.6,123.5,111.0,0.0,0.5,0.0,0.0,0.0,0.0,17.5,34.8
US1CASB0007,17.5,0.0,135.5,63.0,0.0,0.0,0.0,5.1,0.0,0.0,7.6,44.5
USC00046154,5.9,0.8,72.6,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8
USC00041253,12.2,1.5,206.7,91.0,1.8,0.0,0.0,0.0,0.0,0.0,7.9,50.9
USW00023273,16.0,0.0,96.8,45.5,3.6,2.0,0.0,1.6,0.0,0.0,6.4,38.8
USC00047681,21.9,0.0,79.5,73.9,0.0,0.0,0.0,0.0,0.0,0.0,7.6,49.8
USW00023273,16.0,0.0,96.8,45.5,3.6,2.0,0.0,1.6,0.0,0.0,6.4,38.8
USW00023273,16.0,0.0,96.8,45.5,3.6,2.0,0.0,1.6,0.0,0.0,6.4,38.8
USC00049111,18.9,0.0,132.1,88.5,8.6,5.9,0.5,1.3,0.3,1.1,17.0,29.0
USC00045151,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CASL0026,16.8,0.0,170.9,35.0,6.6,0.5,0.0,0.0,0.0,0.8,9.4,30.0
USC00043882,27.3,0.0,148.7,84.5,31.8,3.8,0.0,0.0,0.0,0.0,21.1,73.9
USC00045151,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00046154,5.9,0.8,72.6,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8
USC00047672,17.6,0.0,141.6,73.2,5.5,0.0,0.0,3.8,0.0,0.0,20.4,30.4
US1CASL0025,15.8,0.0,48.0,40.1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00049111,18.9,0.0,132.1,88.5,8.6,5.9,0.5,1.3,0.3,1.1,17.0,29.0
US1CASB0005,13.3,0.0,111.1,47.2,4.9,0.8,0.0,2.8,0.0,0.0,0.8,43.0
USC00045151,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00047672,17.6,0.0,141.6,73.2,5.5,0.0,0.0,3.8,0.0,0.0,20.4,30.4
USC00047672,17.6,0.0,141.6,73.2,5.5,0.0,0.0,3.8,0.0,0.0,20.4,30.4
US1CASB0005,13.3,0.0,111.1,47.2,4.9,0.8,0.0,2.8,0.0,0.0,0.8,43.0
USC00046154,5.9,0.8,72.6,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8
USC00047672,17.6,0.0,141.6,73.2,5.5,0.0,0.0,3.8,0.0,0.0,20.4,30.4
USC00044534,10.8,0.0,35.4,25.1,0.0,0.0,0.0,0.0,0.0,0.0,7.8,4.1
US1CASL0010,24.2,0.0,139.6,90.7,16.7,0.0,0.0,3.8,0.0,0.0,11.5,34.1
US1CASL0010,24.2,0.0,139.6,90.7,16.7,0.0,0.0,3.8,0.0,0.0,11.5,34.1
USC00047672,17.6,0.0,141.6,73.2,5.5,0.0,0.0,3.8,0.0,0.0,20.4,30.4
US1CASH0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,63.0
US1CASH0057,64.8,0.0,130.4,23.1,133.3,0.0,0.0,1.8,0.0,0.0,12.9,53.7
US1CAFR0022,20.9,6.1,103.9,90.4,2.5,0.0,0.0,0.0,0.0,0.0,2.3,49.3
USC00048917,0.5,9.1,85.8,107.5,18.3,0.0,0.0,0.0,0.0,0.0,21.8,28.0
USC00043463,17.4,8.7,96.8,84.8,24.9,0.8,0.0,0.0,0.0,0.0,14.2,32.8
US1CASR0052,0.0,2.0,48.3,43.9,0.0,0.0,0.0,0.5,0.0,0.0,8.1,9.4
US1CASR0044,3.1,24.4,147.8,110.7,0.0,2.3,0.0,0.0,0.0,0.3,27.9,35.4
US1CASH0069,191.4,0.0,231.9,34.5,134.1,25.9,0.0,2.5,0.0,0.0,53.3,130.6
US1CASH0068,100.3,0.0,103.1,51.1,149.0,7.6,0.0,1.3,0.0,0.0,57.4,81.1
US1CASA0061,39.5,0.0,61.9,63.8,17.2,0.3,0.0,0.3,0.0,0.0,19.5,50.5
US1CAED0029,110.1,0.0,165.7,115.6,51.8,1.5,0.0,0.0,0.0,0.0,95.6,79.1
USC00049390,125.9,0.8,164.1,28.2,92.7,16.5,0.0,2.3,0.0,0.0,36.3,91.4
US1CASA0061,39.5,0.0,61.9,63.8,17.2,0.3,0.0,0.3,0.0,0.0,19.5,50.5
US1CASA0061,39.5,0.0,61.9,63.8,17.2,0.3,0.0,0.3,0.0,0.0,19.5,50.5
USC00044534,10.8,0.0,35.4,25.1,0.0,0.0,0.0,0.0,0.0,0.0,7.8,4.1
USC00043261,15.4,0.3,46.5,43.6,7.1,2.8,0.0,0.0,0.0,0.0,22.3,29.7
USC00041864,7.1,0.0,8.9,6.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CAFR0025,19.4,6.1,100.7,63.0,16.5,0.0,0.0,0.0,0.0,0.0,12.2,43.7
USC00041864,7.1,0.0,8.9,6.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CAFR0022,20.9,6.1,103.9,90.4,2.5,0.0,0.0,0.0,0.0,0.0,2.3,49.3
USC00041864,7.1,0.0,8.9,6.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00041864,7.1,0.0,8.9,6.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CAFR0009,28.2,7.6,126.8,80.6,24.2,0.0,0.0,0.0,0.0,0.0,14.8,48.8
US1CAFR0025,19.4,6.1,100.7,63.0,16.5,0.0,0.0,0.0,0.0,0.0,12.2,43.7
USC00043551,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00044534,10.8,0.0,35.4,25.1,0.0,0.0,0.0,0.0,0.0,0.0,7.8,4.1
USC00044484,91.0,0.0,54.0,92.2,52.2,4.6,0.0,0.0,0.0,0.0,64.0,83.4
US1CAAM0013,50.7,0.5,22.6,83.0,50.4,0.0,0.0,0.0,0.0,0.0,37.5,49.1
US1CAED0003,70.6,0.3,172.3,82.9,38.1,0.8,0.0,0.0,0.0,0.0,51.0,71.7
US1CASJ0017,23.6,0.0,75.8,48.2,14.5,0.0,0.0,0.0,0.0,0.0,10.4,46.0
US1CAAM0013,50.7,0.5,22.6,83.0,50.4,0.0,0.0,0.0,0.0,0.0,37.5,49.1
US1CAMT0003,19.5,0.0,99.4,69.1,3.8,0.0,0.0,0.0,0.0,0.0,2.5,26.7
USC00044025,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.3
US1CAMT0033,28.4,0.3,88.4,52.6,14.0,0.8,1.3,0.3,1.2,2.6,17.5,25.9
US1CAMT0003,19.5,0.0,99.4,69.1,3.8,0.0,0.0,0.0,0.0,0.0,2.5,26.7
US1CAMT0019,34.7,0.3,99.0,38.8,2.9,0.3,0.0,0.0,0.0,0.0,11.7,17.4
US1CAMT0003,19.5,0.0,99.4,69.1,3.8,0.0,0.0,0.0,0.0,0.0,2.5,26.7
USC00044555,15.6,0.8,76.0,45.8,5.1,0.0,0.0,0.6,0.3,0.0,2.1,26.0
USC00046675,19.8,0.0,65.7,30.2,0.8,0.0,0.0,0.0,0.0,0.0,6.6,8.8
US1CAMT0003,19.5,0.0,99.4,69.1,3.8,0.0,0.0,0.0,0.0,0.0,2.5,26.7
