station,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
US1CAPC0045,127.1,219.5,41.0,12.7,69.8,0.3,0.0,0.0,15.0,0.0,15.7,146.0
US1CAPC0007,143.8,242.7,90.0,11.7,44.2,0.0,0.0,0.0,16.8,0.0,13.5,164.6
US1CAPC0045,127.1,219.5,41.0,12.7,69.8,0.3,0.0,0.0,15.0,0.0,15.7,146.0
US1CAPC0047,0.0,0.0,0.0,4.4,77.3,0.0,0.0,0.0,8.7,0.0,8.9,49.9
US1CAYB0001,340.0,656.2,226.4,50.3,158.4,1.9,0.0,0.0,17.8,3.3,61.0,312.7
US1CAPC0007,143.8,242.7,90.0,11.7,44.2,0.0,0.0,0.0,16.8,0.0,13.5,164.6
USC00043800,193.7,421.2,173.3,40.9,104.9,0.0,0.0,0.0,34.3,0.6,39.1,176.9
USC00043800,193.7,421.2,173.3,40.9,104.9,0.0,0.0,0.0,34.3,0.6,39.1,176.9
US1CAYB0001,340.0,656.2,226.4,50.3,158.4,1.9,0.0,0.0,17.8,3.3,61.0,312.7
US1CABT0032,179.7,170.8,164.8,39.4,88.9,1.3,0.0,0.0,16.8,0.5,20.8,183.4
US1CAPC0007,143.8,242.7,90.0,11.7,44.2,0.0,0.0,0.0,16.8,0.0,13.5,164.6
US1CAPC0007,143.8,242.7,90.0,11.7,44.2,0.0,0.0,0.0,16.8,0.0,13.5,164.6
USW00093205,137.1,209.9,99.9,25.0,83.2,0.0,0.0,0.0,7.1,0.0,19.1,125.5
US1CANV0022,265.6,562.0,149.6,26.2,126.9,0.0,0.0,0.0,79.7,1.3,30.8,235.6
USC00043800,193.7,421.2,173.3,40.9,104.9,0.0,0.0,0.0,34.3,0.6,39.1,176.9
US1CAPC0047,0.0,0.0,0.0,4.4,77.3,0.0,0.0,0.0,8.7,0.0,8.9,49.9
USW00093210,176.0,261.4,132.4,27.5,79.3,0.3,0.0,0.0,18.5,0.0,22.3,148.1
US1CABT0013,88.4,268.1,74.3,6.6,29.2,0.0,0.0,0.0,9.9,0.0,0.0,33.2
USC00048606,504.8,933.4,388.2,125.8,246.6,13.2,0.0,0.0,68.5,6.9,144.7,433.5
US1CABT0032,179.7,170.8,164.8,39.4,88.9,1.3,0.0,0.0,16.8,0.5,20.8,183.4
US1CASZ0055,0.0,0.0,0.0,0.0,7.6,3.9,0.0,2.8,0.3,0.0,0.0,136.6
US1CASZ0049,423.5,587.0,171.2,56.4,151.3,0.3,0.0,0.8,7.9,0.5,53.4,438.7
US1CASZ0021,383.9,609.3,245.1,8.1,0.8,0.0,0.3,0.0,7.3,0.3,46.8,345.1
US1CASZ0049,423.5,587.0,171.2,56.4,151.3,0.3,0.0,0.8,7.9,0.5,53.4,438.7
US1CASZ0021,383.9,609.3,245.1,8.1,0.8,0.0,0.3,0.0,7.3,0.3,46.8,345.1
US1CAMD0037,243.4,466.1,184.5,49.4,153.5,0.0,0.5,4.3,15.2,0.8,51.6,113.5
US1CAMD0022,379.2,532.2,249.3,77.5,197.5,0.0,0.0,10.2,24.2,15.4,55.6,232.4
US1CALK0009,294.3,495.2,223.1,28.9,131.5,1.3,0.0,0.0,9.7,2.8,34.8,256.6
US1CASN0078,345.0,558.7,175.4,33.2,127.8,0.0,0.0,0.0,5.8,0.0,36.9,231.4
US1CAMD0022,379.2,532.2,249.3,77.5,197.5,0.0,0.0,10.2,24.2,15.4,55.6,232.4
US1CAHM0079,340.4,597.7,193.7,126.7,170.8,1.8,0.0,23.4,81.5,20.6,73.8,236.0
US1CAHM0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,59.8,127.4
USC00046506,160.2,271.0,111.2,5.3,88.7,0.0,0.0,0.5,22.4,0.5,15.3,125.4
US1CATY0003,203.1,313.5,144.3,62.5,63.3,14.5,0.0,8.1,1.5,0.0,0.0,0.0
USC00049699,160.6,288.0,101.2,5.1,59.6,0.0,0.0,2.1,5.1,0.0,64.0,68.0
USC00048587,171.1,294.3,151.7,7.9,45.1,0.0,0.0,0.5,2.6,0.0,16.8,122.3
US1CATH0045,194.3,289.5,209.6,14.0,64.7,0.0,0.0,0.0,0.3,0.0,22.9,135.9
US1CAHM0026,342.1,565.7,164.0,112.1,183.9,1.7,0.0,14.3,86.2,35.3,51.6,314.5
US1CABT0032,179.7,170.8,164.8,39.4,88.9,1.3,0.0,0.0,16.8,0.5,20.8,183.4
US1CABT0033,163.3,351.7,166.0,49.1,113.0,1.1,0.0,0.0,14.6,0.5,21.4,176.1
USC00046521,230.8,397.5,358.7,40.7,98.2,0.3,0.0,0.0,45.2,0.0,40.6,165.6
US1CAOR0001,134.6,194.1,49.0,0.5,19.3,1.8,0.0,0.0,0.3,0.0,64.9,110.6
USC00044303,118.2,195.0,53.6,3.0,20.9,0.0,0.0,0.0,0.0,0.0,66.1,121.0
US1CAOR0039,162.2,227.8,69.6,0.8,25.3,1.1,0.0,0.0,1.8,0.0,72.2,115.5
US1CAOR0006,172.5,324.5,109.5,3.1,30.9,1.3,0.3,0.0,2.8,0.0,90.4,134.0
US1CAOR0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CAOR0006,172.5,324.5,109.5,3.1,30.9,1.3,0.3,0.0,2.8,0.0,90.4,134.0
US1CAOR0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USC00046685,0.0,0.0,160.6,94.7,113.8,0.0,0.0,0.0,50.8,0.3,3.8,263.1
US1CAPC0035,150.6,256.6,106.9,17.8,84.9,0.0,0.0,0.0,25.4,0.0,12.0,166.0
US1CAPC0047,0.0,0.0,0.0,4.4,77.3,0.0,0.0,0.0,8.7,0.0,8.9,49.9
USW00093205,137.1,209.9,99.9,25.0,83.2,0.0,0.0,0.0,7.1,0.0,19.1,125.5
US1CAPC0007,143.8,242.7,90.0,11.7,44.2,0.0,0.0,0.0,16.8,0.0,13.5,164.6
US1CAPC0007,143.8,242.7,90.0,11.7,44.2,0.0,0.0,0.0,16.8,0.0,13.5,164.6
USC00046521,230.8,397.5,358.7,40.7,98.2,0.3,0.0,0.0,45.2,0.0,40.6,165.6
USW00093210,176.0,261.4,132.4,27.5,79.3,0.3,0.0,0.0,18.5,0.0,22.3,148.1
US1CASK0005,62.5,21.4,34.3,40.7,30.2,0.0,0.0,19.1,26.2,9.9,21.2,44.7
US1CASK0004,29.2,215.4,38.8,40.8,36.9,13.5,0.0,10.9,23.8,0.0,21.8,51.7
USC00041990,72.6,164.5,28.0,64.6,28.7,0.0,0.0,27.5,57.3,19.6,11.4,54.3
USC00043182,0.0,134.6,24.1,24.2,13.5,0.0,0.0,0.0,12.2,3.3,16.5,17.8
USW00024259,34.1,95.2,24.9,33.0,24.5,1.5,0.0,10.6,14.3,9.2,1.3,41.7
US1CASK0004,29.2,215.4,38.8,40.8,36.9,13.5,0.0,10.9,23.8,0.0,21.8,51.7
USC00043669,206.3,315.2,211.5,20.7,200.8,1.0,0.5,0.0,9.1,0.0,51.1,254.5
US1CASS0001,75.0,123.0,101.0,12.1,90.5,0.0,0.0,0.0,6.9,0.0,19.8,165.3
USC00046174,160.3,329.0,209.4,28.9,110.5,0.0,0.0,0.0,11.9,0.0,48.3,223.5
USC00040332,12.3,37.4,43.3,0.0,55.4,12.7,0.0,0.0,0.0,0.0,22.9,6.4
US1CAKN0026,56.5,88.3,79.8,1.8,65.5,4.9,0.0,0.0,0.0,0.0,40.9,51.5
US1CAKN0031,89.0,117.7,74.6,3.3,100.8,7.9,0.0,0.0,0.5,0.0,51.6,68.4
USC00040332,12.3,37.4,43.3,0.0,55.4,12.7,0.0,0.0,0.0,0.0,22.9,6.4
USC00040332,12.3,37.4,43.3,0.0,55.4,12.7,0.0,0.0,0.0,0.0,22.9,6.4
USC00041244,13.4,16.5,21.7,3.8,4.3,0.0,0.0,0.0,0.0,0.0,21.1,39.1
US1CAKN0031,89.0,117.7,74.6,3.3,100.8,7.9,0.0,0.0,0.5,0.0,51.6,68.4
USC00046154,4.8,45.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,64.9
USC00048122,33.6,49.0,62.1,1.3,39.7,0.0,0.0,0.0,0.0,0.0,30.9,49.9
US1CAVT0002,126.0,148.8,64.2,1.0,39.4,22.6,0.0,0.0,0.0,0.0,49.5,117.3
USC00048122,33.6,49.0,62.1,1.3,39.7,0.0,0.0,0.0,0.0,0.0,30.9,49.9
US1CAKN0031,89.0,117.7,74.6,3.3,100.8,7.9,0.0,0.0,0.5,0.0,51.6,68.4
USC00042346,9.4,49.4,51.7,4.3,33.9,0.0,0.0,0.0,0.0,0.0,22.6,55.8
US1CAKN0003,82.6,98.2,64.6,2.5,95.8,10.2,0.0,0.0,0.0,0.0,48.3,70.5
USC00044863,128.9,117.5,55.2,11.2,83.7,0.0,0.0,0.0,0.0,0.0,72.9,209.1
US1CAKN0026,56.5,88.3,79.8,1.8,65.5,4.9,0.0,0.0,0.0,0.0,40.9,51.5
USC00042920,89.1,162.2,94.7,4.6,110.6,0.0,0.0,0.0,10.4,0.0,32.7,182.0
US1CAST0007,66.0,143.4,59.6,5.4,49.5,0.0,0.0,0.0,0.8,0.0,0.0,0.0
USC00040379,138.8,244.3,113.1,17.5,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CAMP0008,209.0,362.8,148.8,14.0,123.4,0.8,0.0,0.0,0.0,0.0,48.3,202.3
US1CAMA0009,64.9,99.6,74.8,4.6,62.9,0.0,0.0,0.0,0.0,0.0,12.0,90.3
US1CASH0068,226.8,271.3,222.7,83.9,94.0,0.0,0.0,19.8,7.6,3.6,39.9,194.5
US1CATY0003,203.1,313.5,144.3,62.5,63.3,14.5,0.0,8.1,1.5,0.0,0.0,0.0
US1CASH0068,226.8,271.3,222.7,83.9,94.0,0.0,0.0,19.8,7.6,3.6,39.9,194.5
US1CASB0007,175.5,179.9,77.4,4.8,44.2,0.0,0.0,0.0,0.0,0.0,0.0,127.4
USC00049111,149.1,141.6,94.0,9.7,45.0,0.8,0.0,0.6,0.0,0.0,60.3,93.7
