station,2015-12-23
US1CAAL0001,2.0
US1CAAL0003,2.3
US1CAAL0006,1.5
US1CAAL0007,2.0
US1CAAL0011,0.0
US1CAAL0012,1.0
US1CAAL0018,1.8
US1CAAL0022,0.0
US1CAAL0025,0.3
US1CAAL0030,1.8
US1CAAM0002,21.8
US1CAAM0003,19.8
US1CAAM0005,17.8
US1CAAM0006,33.0
US1CAAM0009,11.9
US1CABT0002,0.0
US1CABT0005,0.0
US1CABT0007,0.0
US1CABT0008,0.0
US1CABT0009,0.0
US1CABT0013,0.0
US1CABT0016,0.0
US1CABT0017,0.3
US1CABT0018,0.0
US1CABT0026,0.3
US1CABT0032,0.0
US1CACC0001,0.0
US1CACC0004,0.0
US1CACC0010,0.5
US1CACC0011,0.0
US1CACC0016,0.0
US1CACC0018,0.3
US1CACC0025,0.5
US1CACC0027,0.3
US1CACC0028,0.3
US1CACC0031,1.0
US1CACC0033,0.5
US1CACC0035,0.5
US1CACV0006,27.9
US1CADN0001,7.9
US1CADN0005,16.5
US1CADN0006,12.7
US1CADN0007,17.0
US1CADN0008,13.5
US1CADN0009,18.8
US1CADN0011,11.7
US1CAED0003,5.6
US1CAED0010,8.4
US1CAED0011,46.0
US1CAED0012,17.0
US1CAED0017,21.8
US1CAED0018,28.7
US1CAED0020,2.5
US1CAED0021,0.0
US1CAED0023,0.0
US1CAFR0002,14.0
US1CAFR0005,9.7
US1CAFR0006,1.3
US1CAFR0008,0.5
US1CAFR0009,4.8
US1CAFR0013,4.3
US1CAFR0014,1.5
US1CAFR0020,3.0
US1CAFR0021,7.6
US1CAFR0022,7.4
US1CAHM0001,10.4
US1CAHM0004,9.4
US1CAHM0005,18.5
US1CAHM0006,7.9
US1CAHM0007,6.4
US1CAHM0009,10.7
US1CAHM0012,6.4
US1CAHM0016,7.1
US1CAHM0020,5.6
US1CAHM0021,10.7
US1CAHM0022,10.4
US1CAHM0026,11.4
US1CAHM0029,7.6
US1CAHM0030,2.8
US1CAHM0031,3.6
US1CAHM0033,8.6
US1CAHM0034,10.2
US1CAHM0035,8.4
US1CAHM0037,15.2
US1CAHM0038,33.3
US1CAHM0039,12.4
US1CAHM0041,7.1
US1CAHM0044,1.3
US1CAHM0046,9.7
US1CAHM0047,14.5
US1CAHM0048,12.2
US1CAHM0051,9.1
US1CAHM0052,28.2
US1CAHM0056,12.7
US1CAHM0060,5.1
US1CAIN0002,0.0
US1CAIN0008,0.0
US1CAIN0009,0.0
US1CAKG0001,0.8
US1CAKG0003,0.3
US1CAKG0004,0.5
US1CAKG0005,0.0
US1CAKN0001,0.0
US1CAKN0003,41.9
US1CAKN0005,12.4
US1CAKN0013,0.8
US1CAKN0017,0.5
US1CAKN0021,0.0
US1CAKN0022,0.3
US1CAKN0026,17.0
US1CALA0001,2.0
US1CALA0003,0.0
US1CALA0008,0.0
US1CALA0009,3.8
US1CALA0010,0.0
US1CALA0011,0.0
US1CALA0014,0.0
US1CALA0015,3.8
US1CALA0023,0.0
US1CALA0031,0.0
US1CALA0036,0.0
US1CALA0038,3.6
US1CALA0043,2.0
US1CALA0044,0.0
US1CALA0046,4.8
US1CALA0049,0.3
US1CALA0051,0.0
US1CALA0054,0.3
US1CALA0057,2.0
US1CALA0059,0.5
US1CALA0060,0.0
US1CALK0009,1.8
US1CALS0001,0.5
US1CALS0002,0.0
US1CALS0004,0.3
US1CAMA0001,19.8
US1CAMA0002,9.9
US1CAMA0003,2.8
US1CAMA0004,9.1
US1CAMA0005,4.3
US1CAMA0007,0.0
US1CAMA0008,0.0
US1CAMD0001,11.7
US1CAMD0003,3.0
US1CAMD0005,1.3
US1CAMD0007,10.2
US1CAMD0009,0.8
US1CAMD0014,0.5
US1CAMD0016,3.6
US1CAMD0017,1.0
US1CAMD0021,4.1
US1CAMD0025,1.0
US1CAMD0026,3.6
US1CAMD0030,3.0
US1CAMN0001,0.0
US1CAMP0001,3.0
US1CAMP0002,13.2
US1CAMP0003,3.3
US1CAMP0004,4.3
US1CAMP0006,11.4
US1CAMR0002,0.0
US1CAMR0005,1.0
US1CAMR0009,0.0
US1CAMR0011,1.3
US1CAMR0013,1.0
US1CAMR0015,1.5
US1CAMR0018,1.3
US1CAMR0024,1.0
US1CAMR0025,0.8
US1CAMR0026,0.3
US1CAMR0029,1.5
US1CAMR0031,1.8
US1CAMR0032,0.5
US1CAMR0037,0.8
US1CAMR0038,1.5
US1CAMR0040,31.0
US1CAMT0003,0.0
US1CAMT0005,0.0
US1CAMT0006,1.0
US1CAMT0014,8.6
US1CAMT0019,13.7
US1CAMT0020,0.5
US1CAMT0023,16.3
US1CAMT0025,3.3
US1CAMT0036,2.5
US1CAMT0038,0.0
US1CAMT0041,0.0
US1CANP0003,0.3
US1CANP0010,0.3
US1CANV0001,3.6
US1CANV0011,1.0
US1CANV0014,1.0
US1CANV0016,1.5
US1CANV0023,2.3
US1CANV0034,11.4
US1CANV0035,4.6
US1CANV0036,6.1
US1CANV0041,8.4
US1CANV0042,4.6
US1CANV0044,4.1
US1CAOR0001,6.1
US1CAOR0006,22.4
US1CAOR0009,6.9
US1CAOR0016,2.8
US1CAOR0017,13.2
US1CAOR0019,13.0
US1CAOR0021,1.5
US1CAOR0023,20.3
US1CAOR0026,9.1
US1CAOR0027,5.6
US1CAOR0029,5.3
US1CAOR0031,5.3
US1CAOR0034,6.1
US1CAOR0035,21.3
US1CAOR0039,2.3
US1CAOR0041,20.8
US1CAOR0042,4.8
US1CAOR0043,7.6
US1CAOR0047,5.6
US1CAPC0001,16.3
US1CAPC0007,0.0
US1CAPC0010,0.0
US1CAPC0011,7.1
US1CAPC0013,0.0
US1CAPC0014,0.0
US1CAPC0021,0.0
US1CAPC0024,6.6
US1CAPC0032,1.0
US1CAPC0034,0.5
US1CAPC0035,0.0
US1CAPM0002,0.0
US1CAPM0006,0.0
US1CARV0002,60.2
US1CARV0005,0.0
US1CARV0008,0.0
US1CARV0012,4.6
US1CARV0015,0.0
US1CARV0018,1.8
US1CARV0019,1.3
US1CARV0020,0.5
US1CARV0021,2.0
US1CARV0027,0.0
US1CARV0028,0.3
US1CARV0033,0.0
US1CARV0034,0.5
US1CARV0035,1.3
US1CARV0036,2.8
US1CARV0037,3.3
US1CARV0038,1.8
US1CARV0039,9.1
US1CARV0043,1.0
US1CASA0002,0.0
US1CASA0005,0.3
US1CASA0006,0.3
US1CASA0007,0.3
US1CASA0012,0.0
US1CASA0029,0.3
US1CASA0030,0.0
US1CASA0031,0.0
US1CASA0036,0.0
US1CASA0039,0.0
US1CASA0047,0.0
US1CASA0048,0.0
US1CASA0051,0.0
US1CASB0001,0.8
US1CASB0007,13.5
US1CASB0011,0.0
US1CASC0001,1.8
US1CASC0003,4.3
US1CASC0005,3.6
US1CASC0007,2.5
US1CASC0008,2.8
US1CASC0011,7.4
US1CASC0013,1.8
US1CASC0015,2.0
US1CASC0017,4.3
US1CASC0040,5.1
US1CASC0041,2.5
US1CASC0042,4.6
US1CASC0045,3.0
US1CASC0052,4.1
US1CASC0053,6.6
US1CASC0054,2.0
US1CASC0057,1.3
US1CASC0061,5.6
US1CASC0063,1.3
US1CASD0001,13.7
US1CASD0003,4.1
US1CASD0004,8.9
US1CASD0006,23.6
US1CASD0007,3.6
US1CASD0009,3.6
US1CASD0010,10.9
US1CASD0011,4.3
US1CASD0012,22.6
US1CASD0013,60.5
US1CASD0014,0.0
US1CASD0015,0.0
US1CASD0019,7.1
US1CASD0022,16.8
US1CASD0023,2.0
US1CASD0024,6.1
US1CASD0025,23.9
US1CASD0028,13.5
US1CASD0030,4.8
US1CASD0034,3.3
US1CASD0035,23.6
US1CASD0039,0.0
US1CASD0040,20.8
US1CASD0047,1.8
US1CASD0049,2.0
US1CASD0052,21.8
US1CASD0053,17.3
US1CASD0054,40.6
US1CASD0055,1.3
US1CASD0056,10.9
US1CASD0057,11.4
US1CASD0059,12.7
US1CASD0060,7.1
US1CASD0061,16.3
US1CASD0062,4.3
US1CASD0063,19.3
US1CASD0072,0.0
US1CASD0074,15.5
US1CASD0076,10.2
US1CASD0080,9.1
US1CASD0082,11.7
US1CASD0086,10.4
US1CASD0090,22.6
US1CASD0097,5.6
US1CASD0098,3.3
US1CASD0099,17.0
US1CASD0101,22.1
US1CASD0103,39.6
US1CASD0104,47.2
US1CASD0105,24.4
US1CASD0110,12.2
US1CASD0113,20.8
US1CASD0114,17.5
US1CASD0115,0.0
US1CASD0116,20.1
US1CASD0117,6.1
US1CASD0120,6.6
US1CASD0122,17.5
US1CASD0123,21.8
US1CASD0125,15.7
US1CASF0003,3.3
US1CASF0004,0.5
US1CASF0008,1.3
US1CASH0006,0.3
US1CASH0010,0.5
US1CASH0018,0.0
US1CASH0024,0.0
US1CASH0030,0.5
US1CASH0050,0.5
US1CASH0051,0.0
US1CASH0056,0.3
US1CASH0059,0.0
US1CASH0061,0.5
US1CASH0068,0.0
US1CASJ0001,0.3
US1CASJ0004,0.0
US1CASJ0005,0.0
US1CASJ0006,0.0
US1CASJ0007,0.0
US1CASJ0011,0.0
US1CASK0005,2.8
US1CASK0008,1.8
US1CASK0009,8.4
US1CASK0010,7.6
US1CASL0008,0.0
US1CASL0010,1.3
US1CASL0014,1.5
US1CASL0016,15.5
US1CASL0018,0.0
US1CASM0001,4.3
US1CASM0005,0.0
US1CASM0006,4.3
US1CASM0007,4.6
US1CASM0013,4.6
US1CASM0015,1.8
US1CASM0016,3.8
US1CASM0018,3.8
US1CASM0022,2.5
US1CASM0025,2.5
US1CASM0032,2.5
US1CASN0001,0.5
US1CASN0004,0.5
US1CASN0006,0.5
US1CASN0013,0.5
US1CASN0016,0.0
US1CASN0021,0.8
US1CASN0023,0.0
US1CASN0025,0.5
US1CASN0028,0.5
US1CASN0029,0.5
US1CASN0030,0.3
US1CASN0031,0.0
US1CASN0049,0.0
US1CASN0051,0.0
US1CASN0053,0.5
US1CASN0061,0.8
US1CASN0063,0.5
US1CASN0070,2.3
US1CASN0071,0.5
US1CASN0074,0.0
US1CASN0078,0.3
US1CASN0079,0.0
US1CASN0080,2.3
US1CASN0084,0.5
US1CASN0088,0.0
US1CASN0089,0.3
US1CASN0090,0.0
US1CASN0096,0.5
US1CASN0098,1.3
US1CASN0100,1.0
US1CASN0106,0.8
US1CASN0110,0.5
US1CASN0112,0.5
US1CASN0115,0.5
US1CASN0116,0.3
US1CASN0117,0.0
US1CASN0118,0.5
US1CASN0121,0.0
US1CASO0001,0.3
US1CASO0006,0.0
US1CASO0007,0.0
US1CASR0003,0.0
US1CASR0004,6.1
US1CASR0010,22.4
US1CASR0014,0.0
US1CASR0019,8.9
US1CASR0020,0.0
US1CASR0027,0.0
US1CASR0029,14.2
US1CASR0034,11.4
US1CASR0036,0.0
US1CASR0039,0.0
US1CASR0043,0.0
US1CASR0044,11.4
US1CASR0046,0.0
US1CASR0051,3.8
US1CASR0052,0.0
US1CASR0053,8.4
US1CASR0055,8.6
US1CASR0056,0.8
US1CASS0001,0.0
US1CAST0002,0.0
US1CAST0004,7.9
US1CAST0005,0.0
US1CAST0006,0.5
US1CASZ0003,8.9
US1CASZ0021,9.4
US1CASZ0024,6.9
US1CASZ0027,6.4
US1CASZ0028,0.0
US1CASZ0029,10.2
US1CASZ0033,1.5
US1CASZ0036,7.6
US1CASZ0037,7.6
US1CASZ0040,1.8
US1CASZ0041,0.8
US1CASZ0042,0.5
US1CATH0005,0.5
US1CATH0009,0.0
US1CATH0011,0.3
US1CATH0012,0.8
US1CATH0014,0.3
US1CATH0018,0.0
US1CATH0019,0.5
US1CATH0020,0.3
US1CATH0029,0.0
US1CATH0030,0.3
US1CATH0031,0.0
US1CATH0037,0.3
US1CATH0039,2.5
US1CATH0040,0.3
US1CATH0042,0.5
US1CATH0050,0.0
US1CATL0004,8.6
US1CATL0005,1.3
US1CATL0011,4.8
US1CATL0016,1.3
US1CATL0017,26.4
US1CATM0003,19.3
US1CATM0004,13.0
US1CATM0007,21.6
US1CATY0003,2.3
US1CATY0005,9.1
US1CATY0011,1.0
US1CATY0026,8.9
US1CAVT0001,0.0
US1CAVT0002,0.0
US1CAVT0003,0.0
US1CAVT0012,0.0
US1CAVT0014,0.5
US1CAVT0016,0.0
US1CAVT0017,0.0
US1CAVT0018,0.0
US1CAVT0019,0.0
US1CAYB0001,0.0
US1CAYB0003,0.0
US1CAYL0001,0.0
US1CAYL0002,0.0
US1CAYL0006,0.0
US1CAYL0010,0.0
US1CAYL0013,0.3
US1CAYL0014,0.0
US1CAYL0019,0.0
US1CAYL0021,0.0
US1CAYL0023,0.0
USC00040010,0.0
USC00040029,2.8
USC00040136,41.4
USC00040144,0.0
USC00040176,0.0
USC00040192,0.0
USC00040212,1.3
USC00040232,0.0
USC00040332,0.5
USC00040343,10.2
USC00040379,0.0
USC00040383,0.8
USC00040444,1.3
USC00040449,0.8
USC00040503,5.3
USC00040521,0.0
USC00040673,0.0
USC00040693,0.0
USC00040738,3.0
USC00040741,0.0
USC00040790,0.5
USC00040798,0.5
USC00040931,2.5
USC00040943,1.0
USC00040983,0.0
USC00041018,22.9
USC00041072,0.5
USC00041149,0.8
USC00041159,9.4
USC00041194,0.0
USC00041244,0.0
USC00041253,2.3
USC00041277,1.5
USC00041312,0.5
USC00041316,0.0
USC00041424,11.2
USC00041428,0.0
USC00041497,0.0
USC00041534,2.3
USC00041614,0.0
USC00041697,3.6
USC00041700,0.0
USC00041738,0.0
USC00041758,4.3
USC00041838,0.0
USC00041864,0.0
USC00041879,5.1
USC00041907,0.0
USC00041912,8.1
USC00041916,0.0
USC00041948,0.3
USC00041967,0.0
USC00041990,3.3
USC00042012,0.5
USC00042090,1.3
USC00042214,0.3
USC00042239,5.1
USC00042294,0.0
USC00042319,0.0
USC00042327,0.0
USC00042346,1.0
USC00042402,0.0
USC00042410,0.0
USC00042500,12.4
USC00042504,0.0
USC00042574,1.3
USC00042598,0.0
USC00042706,11.2
USC00042709,36.8
USC00042713,0.0
USC00042805,0.0
USC00042863,4.8
USC00042920,0.0
USC00042934,0.0
USC00042941,0.3
USC00042964,1.8
USC00043038,14.2
USC00043083,0.0
USC00043134,9.1
USC00043157,7.6
USC00043161,2.3
USC00043182,0.8
USC00043191,0.0
USC00043244,0.0
USC00043251,3.3
USC00043256,0.0
USC00043261,3.8
USC00043384,24.4
USC00043392,0.0
USC00043402,0.3
USC00043417,2.5
USC00043463,14.0
USC00043491,18.0
USC00043551,5.1
USC00043573,9.9
USC00043578,0.0
USC00043669,11.7
USC00043710,0.0
USC00043714,1.0
USC00043747,0.0
USC00043800,20.3
USC00043824,0.0
USC00043882,0.0
USC00043896,0.8
USC00043914,22.1
USC00043937,0.0
USC00043939,3.8
USC00044025,0.5
USC00044211,24.6
USC00044223,0.0
USC00044232,0.0
USC00044259,0.0
USC00044297,0.0
USC00044303,0.0
USC00044374,0.0
USC00044394,0.0
USC00044405,0.0
USC00044412,27.7
USC00044422,0.0
USC00044484,5.1
USC00044500,0.0
USC00044534,0.3
USC00044555,0.0
USC00044710,14.7
USC00044712,0.0
USC00044838,3.0
USC00044863,3.3
USC00044881,0.0
USC00044890,7.4
USC00044957,4.1
USC00044997,0.0
USC00045064,0.0
USC00045100,0.3
USC00045118,0.0
USC00045119,0.0
USC00045123,0.0
USC00045151,0.0
USC00045280,1.0
USC00045360,0.0
USC00045378,0.0
USC00045449,2.0
USC00045502,0.0
USC00045532,43.2
USC00045598,0.0
USC00045795,0.0
USC00045802,0.0
USC00045860,0.0
USC00045866,0.0
USC00045915,0.0
USC00045933,0.0
