Year,Alarm Date,Containment Date,Cause #,GIS Calculated Acres,Cause
2022,8/5/2022,9/6/2022,14,11464.9,Unknown / Unidentified
2022,8/5/2022,9/9/2022,14,30132.85,Unknown / Unidentified
2022,5/24/2022,5/24/2022,14,29.84678,Unknown / Unidentified
2022,6/13/2022,6/19/2022,14,589.8671,Unknown / Unidentified
2022,6/3/2022,6/3/2022,7,28.68488,Arson
2022,6/28/2022,6/29/2022,18,309.4793,Escaped Prescribed Burn
2022,7/18/2022,7/18/2022,14,5.888545,Unknown / Unidentified
2022,6/22/2022,6/22/2022,14,65.67123,Unknown / Unidentified
2022,6/30/2022,6/30/2022,14,371.4677,Unknown / Unidentified
2022,7/9/2022,7/9/2022,14,56.33854,Unknown / Unidentified
2022,6/30/2022,6/30/2022,2,34.40428,Equipment Use
2022,7/4/2022,7/4/2022,14,30.50697,Unknown / Unidentified
2022,5/8/2022,5/8/2022,9,9.837949,Miscellaneous
2022,6/23/2022,6/23/2022,14,9.554518,Unknown / Unidentified
2022,6/13/2022,6/13/2022,9,16.40938,Miscellaneous
2022,7/29/2022,7/31/2022,7,28.10259,Arson
2022,5/24/2022,5/24/2022,2,12.17408,Equipment Use
2022,6/23/2022,6/23/2022,9,50.373,Miscellaneous
2022,7/18/2022,7/18/2022,7,14.51391,Arson
2022,5/20/2022,5/20/2022,2,28.56241,Equipment Use
2022,5/23/2022,5/23/2022,9,91.53281,Miscellaneous
2022,5/18/2022,5/18/2022,10,65.37904,Vehicle
2022,6/21/2022,6/21/2022,10,13.50571,Vehicle
2022,6/23/2022,6/23/2022,10,551.7821,Vehicle
2022,6/24/2022,6/24/2022,10,84.79446,Vehicle
2022,7/19/2022,7/19/2022,10,173.7565,Vehicle
2022,7/29/2022,7/29/2022,14,38.44807,Unknown / Unidentified
2022,5/15/2022,5/15/2022,14,131.9128,Unknown / Unidentified
2022,6/23/2022,6/23/2022,10,120.4983,Vehicle
2022,8/3/2022,8/3/2022,14,19.18303,Unknown / Unidentified
2022,8/8/2022,8/9/2022,1,11.36938,Lightning
2022,7/16/2022,7/18/2022,10,129.1635,Vehicle
2022,8/15/2022,8/15/2022,10,58.31763,Vehicle
2022,8/9/2022,8/9/2022,14,6.635188,Unknown / Unidentified
2022,6/6/2022,6/9/2022,2,96.88597,Equipment Use
2022,8/4/2022,8/4/2022,2,15.77412,Equipment Use
2022,6/23/2022,6/23/2022,2,16.90405,Equipment Use
2022,6/13/2022,6/13/2022,7,14.32328,Arson
2022,9/7/2022,9/13/2022,10,818.4309,Vehicle
2022,7/22/2022,8/10/2022,14,18957.5,Unknown / Unidentified
2022,6/23/2022,6/24/2022,14,344.1595,Unknown / Unidentified
2022,6/21/2022,6/22/2022,11,20.54839,Powerline
2022,7/18/2022,7/23/2022,10,396.7744,Vehicle
2022,9/4/2022,9/5/2022,14,17.09855,Unknown / Unidentified
2022,8/29/2022,9/4/2022,14,28.42003,Unknown / Unidentified
2022,8/29/2022,9/4/2022,14,26.31805,Unknown / Unidentified
2022,9/9/2022,9/22/2022,10,159.9855,Vehicle
2022,7/16/2022,7/23/2022,7,66.32885,Arson
2022,9/26/2022,9/26/2022,9,14.82357,Miscellaneous
2022,9/6/2022,9/6/2022,9,40.30602,Miscellaneous
2022,9/5/2022,9/5/2022,10,50.12971,Vehicle
