acq_date,frp,bright_ti5,bright_ti4,latitude,longitude
2024-01-01,0.41,277.78,295.58,40.73717,-122.32388
2024-01-01,1.42,268.95,303.88,40.821,-114.25549
2024-01-01,1.1,277.51,304.27,36.8603,-120.05668
2024-01-01,0.62,277.53,302.69,37.45568,-121.93289
2024-01-01,0.4,278.37,298.01,37.46739,-121.87984
2024-01-01,1.27,282.51,296.05,37.94935,-122.40253
2024-01-01,1.3,283.2,298.5,37.94966,-122.40082
2024-01-01,0.8,281.97,296.45,38.06977,-122.14076
2024-01-01,1.46,276.79,319.39,38.62791,-123.32475
2024-01-01,2.11,277.37,326.53,38.62914,-123.32625
2024-01-01,0.59,277.12,302.62,33.10145,-116.13023
2024-01-01,0.83,276.65,299.09,33.79422,-117.47565
2024-01-01,0.61,277.63,296.78,34.43169,-118.64555
2024-01-01,0.93,279.53,298.15,32.5972,-117.01366
2024-01-01,0.76,279.66,295.89,32.8587,-117.02652
2024-01-01,0.35,278.37,300.48,32.85872,-117.14769
2024-01-01,1.09,281.65,296.04,38.07171,-122.13943
2024-01-01,1.49,276.89,301.83,38.62509,-123.32201
2024-01-01,2.31,276.84,304.59,38.62651,-123.32063
2024-01-01,2.31,277.33,328.38,38.62782,-123.32521
2024-01-01,1.49,277.48,318.1,38.63058,-123.31975
2024-01-01,3.3,276.71,300.06,38.63187,-123.32439
2024-01-01,1.25,281.52,295.32,37.9496,-122.40132
2024-01-01,3.46,287.28,329.07,37.14936,-119.74312
2024-01-01,2.84,286.83,330.29,37.18388,-119.72414
2024-01-01,5.55,286.71,332.03,37.59819,-120.78194
2024-01-01,6.94,288.28,340.5,37.62398,-121.23031
2024-01-01,5.35,288.8,344.06,38.17018,-120.56042
2024-01-01,7.68,283.9,327.83,38.64711,-120.51237
2024-01-01,4.57,281.85,335.59,41.52052,-120.35744
2024-01-01,5.46,282.0,341.3,41.5752,-120.35515
2024-01-02,1.35,267.07,295.16,40.82342,-114.25813
2024-01-02,0.71,282.98,295.61,33.77604,-118.23863
2024-01-02,1.09,284.18,295.49,33.81281,-118.2383
2024-01-02,1.21,285.45,301.63,33.81857,-118.24523
2024-01-02,1.14,284.87,303.78,33.85125,-118.33296
2024-01-02,0.42,285.37,295.84,33.90879,-118.41152
2024-01-02,0.2,278.13,295.23,34.03969,-117.82284
2024-01-02,0.47,277.7,300.14,34.10308,-118.02789
2024-01-02,0.65,280.66,308.17,34.15175,-118.19539
2024-01-02,0.47,278.32,295.99,34.29387,-118.803
2024-01-02,0.65,278.82,303.31,34.33683,-118.52101
2024-01-02,0.97,276.62,299.25,34.82081,-118.75072
2024-01-02,0.71,274.78,295.43,36.356,-114.91341
2024-01-02,1.48,274.91,298.87,36.35709,-114.91
2024-01-02,0.61,279.76,297.99,32.59806,-117.01114
2024-01-02,1.79,266.88,301.48,40.82044,-114.25552
2024-01-02,1.3,273.31,298.97,34.6054,-117.33505
2024-01-02,0.68,274.84,296.71,37.939,-120.60316
2024-01-02,0.52,274.7,300.58,38.1404,-120.7111
2024-01-02,1.85,282.96,295.39,33.81898,-118.24501
2024-01-02,1.49,283.47,297.3,33.8193,-118.24399
2024-01-02,0.94,280.1,298.21,34.15189,-118.19142
2024-01-02,2.62,297.14,332.48,32.59032,-115.22312
2024-01-02,20.1,309.32,356.35,32.65585,-115.06532
2024-01-02,20.1,296.62,350.72,32.65669,-115.0612
2024-01-02,20.1,299.18,367.0,32.65982,-115.06642
2024-01-02,2.76,298.54,335.69,32.66295,-115.07164
2024-01-02,32.26,311.94,344.14,33.06898,-115.4813
2024-01-02,32.26,309.35,342.13,33.06986,-115.47704
2024-01-02,32.26,309.59,343.87,33.07301,-115.48248
2024-01-02,32.26,299.06,341.19,33.07388,-115.47821
2024-01-02,4.3,278.01,326.89,37.16507,-120.12675
2024-01-02,21.01,278.89,338.6,37.88855,-120.05772
2024-01-02,21.01,276.46,341.38,37.89008,-120.05132
2024-01-03,0.9,268.55,295.39,36.35835,-114.91188
2024-01-03,0.65,268.13,299.18,40.82409,-114.25455
2024-01-03,0.74,278.28,296.09,38.21554,-121.98442
2024-01-03,1.95,288.77,333.02,32.54224,-115.22974
2024-01-03,1.79,281.31,325.13,36.35384,-119.2034
2024-01-03,7.21,271.72,353.66,36.93914,-120.45609
2024-01-03,4.76,269.39,335.65,36.93939,-120.45229
2024-01-03,4.76,272.78,329.84,36.93964,-120.4485
2024-01-03,3.24,282.54,339.66,36.98457,-120.41173
2024-01-03,3.24,281.37,326.01,36.98481,-120.40789
2024-01-03,2.86,283.08,329.85,38.40235,-122.59399
