station,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12
US1CAIN0008,5.1,8.1,0.0,0.0,0.5,1.3,5.1,0.0,0.0,8.2,3.0,76.7
USC00045941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.3,0.0
USC00049053,11.0,20.0,9.5,18.0,6.7,1.4,4.3,0.0,35.6,44.9,14.5,31.6
US1CASZ0048,256.2,90.5,126.6,5.8,1.3,4.8,0.0,0.0,0.0,296.2,127.8,365.1
US1CASZ0057,203.4,28.2,55.6,6.9,0.3,1.0,2.8,1.5,0.3,150.0,37.0,205.7
US1CASZ0036,201.9,47.0,45.9,6.6,2.3,0.0,0.0,0.0,0.8,23.6,17.8,451.8
US1CASZ0021,253.9,63.7,78.2,4.1,1.0,0.8,0.0,0.0,0.5,303.8,66.9,489.9
US1CASZ0036,201.9,47.0,45.9,6.6,2.3,0.0,0.0,0.0,0.8,23.6,17.8,451.8
US1CASZ0021,253.9,63.7,78.2,4.1,1.0,0.8,0.0,0.0,0.5,303.8,66.9,489.9
US1CABT0009,77.4,29.5,41.2,11.7,0.0,0.0,0.0,0.0,4.1,167.7,36.5,185.0
US1CASR0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.9
USC00049124,154.3,114.0,80.3,13.9,0.3,0.3,0.0,0.0,9.9,282.0,64.5,280.6
US1CAMD0014,143.7,88.5,67.2,9.7,0.0,2.3,0.0,0.0,8.9,234.5,57.3,198.1
US1CAMD0037,7.6,105.1,88.8,10.9,11.9,2.5,0.0,0.0,20.4,127.5,89.0,259.8
USC00048702,74.7,25.9,40.4,3.0,3.0,6.6,24.2,0.0,4.6,78.3,7.4,107.4
US1CALS0001,93.4,23.3,28.5,3.4,11.2,9.9,2.3,1.8,10.1,237.6,20.2,194.5
USW00094299,22.7,35.8,23.8,12.2,5.1,6.6,1.8,0.0,32.1,47.5,1.4,45.6
USC00041990,50.0,52.6,24.9,19.1,4.8,10.9,0.0,0.0,39.4,81.0,26.3,68.0
US1CASK0010,18.2,29.4,10.6,15.3,3.8,4.6,9.9,0.0,26.0,73.0,17.9,26.8
USW00024259,26.5,32.9,6.9,9.6,0.9,8.9,0.3,0.0,7.1,44.0,5.1,24.5
US1CASK0004,100.1,66.3,35.8,3.0,6.9,5.4,0.0,0.0,24.1,80.3,37.4,153.1
USC00043182,44.0,0.0,11.5,0.0,0.0,0.0,0.5,0.0,0.0,19.6,2.0,0.0
USC00045983,53.1,0.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,151.9,65.3,76.6
USC00046168,63.7,8.9,26.7,0.0,0.0,0.0,0.0,0.0,1.8,40.4,5.1,99.1
US1CASC0070,143.6,9.7,42.8,2.8,0.0,0.0,0.0,0.0,0.0,84.1,15.8,122.1
USC00049001,49.6,9.5,16.5,0.0,0.0,0.0,0.0,0.0,0.5,68.6,17.8,98.5
US1CASC0004,110.3,20.6,44.2,5.3,0.0,0.0,0.0,0.0,0.0,78.8,9.4,159.7
US1CACC0050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.4,16.3,154.7
US1CAHM0078,238.5,145.1,99.2,29.3,0.8,8.6,0.5,0.0,27.5,258.4,128.2,271.3
USC00040029,33.2,40.9,15.2,16.3,3.3,4.3,1.5,0.0,30.4,77.4,6.4,95.8
US1CAIN0008,5.1,8.1,0.0,0.0,0.5,1.3,5.1,0.0,0.0,8.2,3.0,76.7
US1CATH0012,136.3,37.8,79.7,5.3,1.0,0.3,0.3,0.0,6.7,130.9,44.4,150.1
US1CATH0005,104.6,26.7,68.1,0.0,0.0,0.6,0.0,0.0,9.1,121.4,42.7,129.8
US1CASH0051,152.1,54.2,91.6,2.0,0.0,0.0,0.0,0.0,13.0,229.6,76.1,179.5
US1CASH0057,117.7,48.3,74.8,14.5,0.0,0.0,0.0,0.0,11.9,119.0,48.5,140.3
US1CATY0038,92.1,145.0,54.5,10.2,0.5,9.4,25.4,0.0,15.2,183.1,86.6,123.4
US1CASH0068,109.1,93.0,98.7,12.2,1.6,0.5,1.0,0.0,13.0,179.6,70.8,152.9
USC00049621,105.4,29.2,77.8,0.0,0.0,0.8,0.8,0.0,18.8,260.1,137.4,258.7
US1CASH0010,188.9,71.2,133.7,11.2,1.1,0.0,1.0,0.0,16.5,280.9,115.3,236.3
USC00043800,113.7,55.5,87.9,8.9,7.5,0.0,0.3,0.0,8.3,113.3,40.4,271.6
US1CAPC0035,97.1,40.3,51.7,0.5,0.0,0.0,0.0,0.0,2.1,203.3,25.7,213.1
USC00043800,113.7,55.5,87.9,8.9,7.5,0.0,0.3,0.0,8.3,113.3,40.4,271.6
US1CABT0032,87.8,93.3,70.7,12.7,0.0,0.0,0.0,0.0,8.2,254.6,49.1,239.6
USC00043800,113.7,55.5,87.9,8.9,7.5,0.0,0.3,0.0,8.3,113.3,40.4,271.6
US1CAPC0047,61.6,33.1,51.2,0.8,0.0,0.0,0.0,0.0,1.6,187.5,17.4,168.2
US1CAYB0001,180.4,114.0,156.3,15.5,0.0,0.8,0.0,0.0,16.5,401.1,97.5,452.9
US1CAPC0011,187.8,91.7,72.3,15.0,0.6,0.0,0.0,0.0,10.2,340.8,49.3,332.6
US1CAYB0004,77.7,46.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,207.9,28.7,200.4
USC00041916,108.6,95.3,100.8,6.9,0.0,0.8,0.0,0.0,17.8,275.3,50.8,285.3
USC00043800,113.7,55.5,87.9,8.9,7.5,0.0,0.3,0.0,8.3,113.3,40.4,271.6
USC00043800,113.7,55.5,87.9,8.9,7.5,0.0,0.3,0.0,8.3,113.3,40.4,271.6
US1CAPC0007,76.3,34.7,46.5,0.0,0.0,0.0,0.0,0.0,1.0,4.3,15.7,188.1
US1CAED0023,129.1,60.7,56.7,0.8,0.0,0.0,0.0,0.0,7.8,233.7,34.6,215.4
US1CAAM0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,263.2,29.9,275.5
USC00041428,119.6,51.5,54.1,2.3,0.8,0.0,0.0,0.0,0.6,214.0,12.9,150.6
US1CAED0033,154.9,75.1,72.5,2.3,0.0,0.0,0.3,0.0,9.0,246.4,41.8,268.7
US1CAED0003,172.9,74.8,79.3,2.5,0.8,0.0,0.0,0.0,11.5,224.3,36.6,256.6
US1CAAM0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,263.2,29.9,275.5
US1CAED0033,154.9,75.1,72.5,2.3,0.0,0.0,0.3,0.0,9.0,246.4,41.8,268.7
US1CASH0051,152.1,54.2,91.6,2.0,0.0,0.0,0.0,0.0,13.0,229.6,76.1,179.5
USC00049621,105.4,29.2,77.8,0.0,0.0,0.8,0.8,0.0,18.8,260.1,137.4,258.7
