station,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
USC00049582,12.2,167.2,21.8,72.4,36.6,1.3,0.5,0.0,0.0,48.0,191.5,274.5
US1CASA0035,0.0,60.2,5.3,60.2,4.5,0.0,0.0,0.0,0.0,8.1,44.3,58.9
US1CASR0044,19.1,35.1,8.9,20.1,31.0,1.6,37.1,0.0,27.4,22.7,13.7,38.6
US1CAIN0005,0.3,0.0,0.0,1.0,25.8,4.1,9.0,2.0,0.0,13.7,0.3,2.6
US1CAMT0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,77.8
US1CAMT0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8,71.8
US1CAST0005,1.2,32.4,7.8,17.8,21.1,0.0,0.0,2.0,0.0,10.6,90.0,43.0
USW00093209,6.1,52.5,0.5,10.9,3.8,4.6,55.1,0.0,1.3,1.6,31.4,19.5
US1CAST0002,0.0,33.6,12.6,30.5,10.1,0.0,0.0,2.5,0.0,15.2,80.1,102.7
USC00044863,28.7,1.3,15.3,14.0,29.0,3.3,83.3,0.0,0.0,0.0,14.5,40.2
USC00044863,28.7,1.3,15.3,14.0,29.0,3.3,83.3,0.0,0.0,0.0,14.5,40.2
USC00040503,19.1,40.3,3.0,29.4,21.6,6.6,18.3,0.0,0.0,15.0,117.4,148.5
USC00048122,10.4,17.1,15.2,2.3,20.0,5.9,1.3,0.0,0.0,7.4,19.8,20.7
US1CALA0008,47.9,15.7,52.6,5.8,27.5,2.3,23.6,0.0,18.5,0.0,5.1,11.7
US1CALA0060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.1,1.0
USC00042941,42.2,19.9,7.6,5.5,10.2,0.6,31.8,0.0,11.2,53.4,10.4,11.0
USC00042941,42.2,19.9,7.6,5.5,10.2,0.6,31.8,0.0,11.2,53.4,10.4,11.0
USC00046940,40.2,27.7,16.3,5.6,17.0,1.0,35.6,0.0,20.3,0.5,0.8,8.6
US1CALA0060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.1,1.0
USC00046940,40.2,27.7,16.3,5.6,17.0,1.0,35.6,0.0,20.3,0.5,0.8,8.6
USC00042941,42.2,19.9,7.6,5.5,10.2,0.6,31.8,0.0,11.2,53.4,10.4,11.0
USC00046940,40.2,27.7,16.3,5.6,17.0,1.0,35.6,0.0,20.3,0.5,0.8,8.6
US1CALA0060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.1,1.0
US1CALA0060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.1,1.0
USC00046940,40.2,27.7,16.3,5.6,17.0,1.0,35.6,0.0,20.3,0.5,0.8,8.6
USC00048014,21.2,26.3,10.2,10.2,31.2,0.5,38.6,0.0,25.4,26.8,8.6,41.3
US1CALA0060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.1,1.0
USC00048014,21.2,26.3,10.2,10.2,31.2,0.5,38.6,0.0,25.4,26.8,8.6,41.3
USC00042941,42.2,19.9,7.6,5.5,10.2,0.6,31.8,0.0,11.2,53.4,10.4,11.0
US1CALA0010,23.9,12.2,9.4,5.1,37.0,0.0,10.9,0.0,27.9,13.2,2.1,27.2
US1CALK0008,2.8,210.4,5.6,33.5,16.0,1.3,4.8,0.0,9.9,0.5,47.8,141.7
USC00040212,1.3,149.3,5.5,40.8,0.0,0.5,1.3,0.0,19.3,3.0,45.9,210.9
USC00045360,0.0,95.3,0.5,37.2,25.7,0.8,0.8,0.0,0.5,35.3,41.2,68.0
USC00041806,0.0,126.8,1.0,3.3,0.5,0.0,0.0,0.0,0.0,0.0,2.6,13.7
US1CALK0008,2.8,210.4,5.6,33.5,16.0,1.3,4.8,0.0,9.9,0.5,47.8,141.7
US1CASN0089,7.1,200.0,13.7,55.4,21.8,5.8,5.4,0.0,11.7,5.1,34.9,212.9
US1CALK0009,12.1,139.4,14.0,55.7,22.2,5.1,23.6,1.1,15.0,1.6,72.8,298.4
US1CAYB0004,0.8,70.6,10.6,51.5,0.0,1.3,0.0,0.0,3.0,4.1,80.8,86.1
US1CAPC0014,0.0,58.0,6.1,53.1,14.4,5.1,0.0,0.0,0.0,8.9,55.7,64.0
USC00043800,1.3,84.1,6.8,85.6,5.1,0.5,0.0,0.0,3.1,9.2,94.2,171.1
US1CANV0014,0.0,114.3,7.3,58.1,2.8,17.5,4.1,0.0,0.0,8.3,86.6,206.3
US1CAPC0007,0.0,57.1,5.6,40.9,4.3,3.6,0.0,0.0,0.3,9.4,52.6,43.1
US1CAYB0002,0.0,64.6,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US1CAPC0032,0.3,83.2,8.6,70.6,3.3,22.8,0.8,0.0,2.0,10.2,92.4,152.6
