Year,Alarm Date,Containment Date,Cause #,GIS Calculated Acres,Cause
2019,8/12/2019,8/12/2019,2,195.8783,Equipment Use
2019,7/16/2017,7/21/2017,10,890.5153,Vehicle
2019,6/5/2019,6/5/2019,11,1110.843,Powerline
2019,8/27/2019,8/27/2019,5,15.82898,Debris
2019,7/15/2019,7/19/2019,2,76.82652,Equipment Use
2019,9/5/2019,11/30/2019,1,8.921084,Lightning
2019,9/13/2019,9/15/2019,14,26.37641,Unknown / Unidentified
2019,9/15/2019,9/16/2019,14,15.84562,Unknown / Unidentified
2019,10/24/2019,10/24/2019,10,1.322732,Vehicle
2019,11/3/2019,11/4/2019,14,2.147755,Unknown / Unidentified
2019,5/15/2019,5/15/2019,11,4.472729,Powerline
2019,7/4/2019,7/4/2019,14,2.085021,Unknown / Unidentified
2019,9/13/2019,9/13/2019,14,3.046854,Unknown / Unidentified
2019,9/21/2019,9/24/2019,4,205.1924,Campfire
2019,11/16/2019,11/16/2019,14,3.962995,Unknown / Unidentified
2019,4/18/2019,4/18/2019,10,1.908545,Vehicle
2019,6/8/2019,6/8/2019,2,0.7589745,Equipment Use
2019,6/8/2019,6/8/2019,14,3.804113,Unknown / Unidentified
2019,6/8/2019,6/8/2019,2,15.5361,Equipment Use
2019,6/8/2019,6/8/2019,2,11.99847,Equipment Use
2019,7/24/2019,7/24/2019,4,89.01712,Campfire
2019,6/7/2019,6/7/2019,2,0.8129824,Equipment Use
2019,6/10/2019,6/10/2019,10,73.93117,Vehicle
2019,6/12/2019,6/12/2019,2,1763.821,Equipment Use
2019,6/17/2019,6/17/2019,15,4.286545,Structure
2019,6/28/2019,6/28/2019,8,1.671938,Playing with fire
2019,6/25/2019,6/25/2019,10,10.87737,Vehicle
2019,6/23/2019,6/23/2019,2,47.8895,Equipment Use
2019,6/14/2019,6/14/2019,14,15.18174,Unknown / Unidentified
2019,7/9/2019,7/9/2019,2,5.21805,Equipment Use
2019,7/8/2019,7/8/2019,2,977.1411,Equipment Use
2019,5/29/2019,5/29/2019,1,832.636,Lightning
2019,8/21/2019,8/21/2019,10,22.36234,Vehicle
2019,9/2/2019,9/2/2019,10,4.678437,Vehicle
2019,9/26/2019,9/26/2019,2,5.911667,Equipment Use
2019,10/31/2019,10/31/2019,2,0.3136398,Equipment Use
2019,7/23/2019,7/24/2019,1,12.44425,Lightning
2019,8/8/2019,8/12/2019,1,1020.325,Lightning
2019,6/12/2019,6/12/2019,14,30.28638,Unknown / Unidentified
2019,6/2/2019,6/2/2019,10,14.69958,Vehicle
2019,3/13/2019,3/16/2019,14,30.28639,Unknown / Unidentified
2019,8/22/2019,8/25/2019,14,22.70014,Unknown / Unidentified
2019,6/8/2019,6/11/2019,14,18.74578,Unknown / Unidentified
2019,7/31/2019,8/1/2019,4,16.13497,Campfire
2019,10/13/2019,10/16/2019,1,54.57251,Lightning
2019,8/24/2019,8/26/2019,1,123.0513,Lightning
2019,8/7/2019,8/11/2019,1,130.1407,Lightning
2019,8/7/2019,8/13/2019,1,10.84658,Lightning
2019,8/28/2019,9/4/2019,1,3379.286,Lightning
2019,8/10/2019,8/13/2019,1,24.10597,Lightning
2019,7/26/2019,7/28/2019,1,14.14846,Lightning
2019,9/6/2019,9/13/2019,1,66.47962,Lightning
2019,6/13/2019,6/19/2019,1,23.71169,Lightning
2019,7/5/2019,7/21/2019,1,264.2747,Lightning
2019,7/15/2019,7/16/2019,14,21.48666,Unknown / Unidentified
2019,8/24/2019,8/26/2019,14,2438.542,Unknown / Unidentified
2019,8/2/2019,8/2/2019,14,1.006445,Unknown / Unidentified
2019,6/19/2019,6/29/2019,1,8.951272,Lightning
2019,9/4/2019,11/23/2019,1,10267.63,Lightning
2019,7/25/2019,11/21/2019,1,1875.988,Lightning
2019,7/26/2019,12/18/2019,1,6614.634,Lightning
2019,6/9/2019,8/16/2019,1,590.9153,Lightning
2019,9/22/2019,9/27/2019,7,10.50961,Arson
2019,8/3/2019,8/9/2019,2,156.3954,Equipment Use
2019,7/27/2019,8/7/2019,2,12.06,Equipment Use
2019,9/5/2019,11/12/2019,1,226.8735,Lightning
2019,9/5/2019,12/3/2019,1,1873.937,Lightning
2019,6/17/2019,7/17/2019,2,186.4314,Equipment Use
2019,7/27/2019,8/6/2019,2,100.2009,Equipment Use
2019,9/5/2019,10/24/2019,1,12.07238,Lightning
2019,9/17/2019,10/30/2019,9,91.71294,Miscellaneous
2019,7/30/2019,9/2/2019,9,321.5388,Miscellaneous
2019,10/1/2019,10/10/2019,2,55.30642,Equipment Use
2019,7/29/2019,8/5/2019,9,99.08305,Miscellaneous
