Year,Alarm Date,Containment Date,Cause #,GIS Calculated Acres,Cause
2023,8/17/2023,10/25/2023,1,12152.45,Lightning
2023,8/17/2023,9/28/2023,1,95.91678,Lightning
2023,8/19/2023,9/2/2023,1,20.01698,Lightning
2023,8/15/2023,9/15/2023,1,1684.73,Lightning
2023,8/15/2023,10/25/2023,1,34188.45,Lightning
2023,8/15/2023,10/3/2023,1,1997.206,Lightning
2023,8/21/2023,9/25/2023,1,1728.136,Lightning
2023,7/9/2023,7/10/2023,14,391.3749,Unknown / Unidentified
2023,7/15/2023,7/17/2023,10,40.41796,Vehicle
2023,7/19/2023,7/19/2023,14,296.6445,Unknown / Unidentified
2023,7/24/2023,7/28/2023,6,161.8137,Railroad
2023,6/15/2023,6/15/2023,2,11.91801,Equipment Use
2023,7/29/2023,7/29/2023,2,20.67,Equipment Use
2023,7/26/2023,7/31/2023,7,52.17383,Arson
2023,6/21/2023,6/21/2023,4,10.07201,Campfire
2023,7/14/2023,7/23/2023,10,8354.776,Vehicle
2023,7/14/2023,7/23/2023,14,104.0207,Unknown / Unidentified
2023,7/14/2023,7/23/2023,7,435.684,Arson
2023,7/15/2023,7/23/2023,14,334.5828,Unknown / Unidentified
2023,5/22/2023,5/26/2023,2,337.9316,Equipment Use
2023,8/9/2023,8/9/2023,14,74.10231,Unknown / Unidentified
2023,8/15/2023,8/18/2023,1,56.87772,Lightning
2023,9/16/2023,9/16/2023,11,19.28816,Powerline
2023,10/14/2023,10/14/2023,2,11.7,Equipment Use
2023,10/30/2023,11/8/2023,9,2487,Miscellaneous
2023,11/2/2023,11/2/2023,5,11.1,Debris
2023,11/12/2023,11/12/2023,7,11.12262,Arson
2023,5/1/2023,5/1/2023,11,83.71268,Powerline
2023,5/3/2023,5/3/2023,14,5.948729,Unknown / Unidentified
2023,5/10/2023,5/10/2023,14,3.267727,Unknown / Unidentified
2023,5/12/2023,5/12/2023,14,225.6406,Unknown / Unidentified
2023,5/14/2023,5/14/2023,2,14.74279,Equipment Use
2023,5/18/2023,5/18/2023,14,6.763345,Unknown / Unidentified
2023,5/21/2023,5/21/2023,14,9.687215,Unknown / Unidentified
2023,5/22/2023,5/22/2023,14,6.860587,Unknown / Unidentified
2023,6/4/2023,6/4/2023,2,4.915308,Equipment Use
