Year,Alarm Date,Containment Date,Cause #,GIS Calculated Acres,Cause
2020,6/30/2020,6/30/2020,14,59.73152,Unknown / Unidentified
2020,11/6/2020,11/6/2020,7,128.1708,Arson
2020,6/18/2020,6/23/2020,11,109.6023,Powerline
2020,6/1/2020,6/4/2020,2,685.585,Equipment Use
2020,8/10/2020,8/11/2020,14,27.30048,Unknown / Unidentified
2020,3/31/2020,4/1/2020,9,12.93155,Miscellaneous
2020,4/14/2020,4/19/2020,18,10.31596,Escaped Prescribed Burn
2020,7/5/2020,7/5/2020,14,36.70193,Unknown / Unidentified
2020,7/15/2020,7/16/2020,14,376.9104,Unknown / Unidentified
2020,7/9/2020,7/12/2020,9,10.10221,Miscellaneous
2020,3/10/2020,3/11/2020,5,33.97389,Debris
2020,9/9/2020,10/13/2020,7,1309.09,Arson
2020,7/6/2020,7/6/2020,8,194.6603,Playing with fire
2020,7/24/2020,7/31/2020,8,22.6343,Playing with fire
2020,10/6/2020,10/9/2020,5,55.32843,Debris
2020,8/17/2020,9/28/2020,1,705.546,Lightning
2020,8/2/2020,8/2/2020,11,532.7733,Powerline
2020,6/15/2020,6/15/2020,11,13.69472,Powerline
2020,6/17/2020,6/25/2020,14,103.3316,Unknown / Unidentified
2020,8/17/2020,9/10/2020,1,925.4019,Lightning
2020,8/17/2020,9/10/2020,1,260.1756,Lightning
2020,6/18/2020,6/23/2020,14,13.27956,Unknown / Unidentified
2020,6/29/2020,6/29/2020,7,20.2083,Arson
2020,7/16/2020,7/16/2020,14,1.410283,Unknown / Unidentified
2020,8/16/2020,9/24/2020,1,86553.46,Lightning
2020,9/7/2020,9/28/2020,9,1146.466,Miscellaneous
2020,8/18/2020,8/26/2020,10,834.2442,Vehicle
2020,8/18/2020,10/21/2020,1,65.00854,Lightning
2020,6/9/2020,6/18/2020,2,150.4945,Equipment Use
2020,8/10/2020,8/15/2020,4,158.8692,Campfire
2020,2/15/2020,2/15/2020,5,10.47374,Debris
2020,10/23/2020,10/23/2020,2,101.4003,Equipment Use
2020,3/2/2020,3/6/2020,14,155.273,Unknown / Unidentified
2020,2/22/2020,2/23/2020,18,181.4404,Escaped Prescribed Burn
2020,8/17/2020,8/18/2020,1,278.01,Lightning
2020,8/16/2020,8/17/2020,1,730.4814,Lightning
2020,4/23/2020,4/24/2020,5,26.40666,Debris
2020,12/24/2020,12/24/2020,5,11.07413,Debris
2020,6/30/2020,7/11/2020,14,137.5814,Unknown / Unidentified
2020,6/20/2020,6/22/2020,14,88.18584,Unknown / Unidentified
2020,10/15/2020,10/20/2020,14,31.06108,Unknown / Unidentified
2020,7/5/2020,7/7/2020,14,24.09784,Unknown / Unidentified
2020,10/26/2020,11/2/2020,14,12469.21,Unknown / Unidentified
2020,10/26/2020,11/2/2020,14,13694.53,Unknown / Unidentified
2020,12/3/2020,12/7/2020,14,6681.099,Unknown / Unidentified
2020,8/14/2020,8/14/2020,14,106.785,Unknown / Unidentified
2020,8/10/2020,8/12/2020,10,71.94994,Vehicle
2020,6/5/2020,6/6/2020,2,30.02494,Equipment Use
