acq_date,frp,bright_ti5,bright_ti4,latitude,longitude
2014-01-01,2.54,274.17,305.52,36.35645,-114.91187
2014-01-01,1.76,274.67,305.93,36.35843,-114.91093
2014-01-01,1.21,265.12,298.79,37.75815,-117.61692
2014-01-01,0.74,280.84,295.06,38.06995,-122.14069
2014-01-01,0.54,278.54,301.69,33.71624,-117.71215
2014-01-01,0.86,281.42,298.4,33.77512,-118.23146
2014-01-01,0.76,282.98,296.03,33.85607,-118.33203
2014-01-01,0.61,276.34,304.39,33.87941,-117.59389
2014-01-01,0.95,279.07,297.38,34.62191,-117.10143
2014-01-01,1.11,268.14,297.33,39.62033,-119.26385
2014-01-01,0.67,281.26,298.47,34.33487,-118.51707
2014-01-01,1.36,276.91,299.59,34.61979,-117.09969
2014-01-01,1.03,279.92,296.51,37.94288,-122.39299
2014-01-01,1.61,283.18,296.58,37.94963,-122.4005
2014-01-01,1.91,281.57,296.36,38.01688,-122.11472
2014-01-01,2.02,292.13,326.15,36.3572,-114.91008
2014-01-02,1.16,282.24,295.62,33.77839,-118.23074
2014-01-02,1.24,285.15,299.38,33.85411,-118.33423
2014-01-02,1.63,279.13,300.37,34.05875,-117.32924
2014-01-02,1.19,279.48,296.34,34.06127,-117.32933
2014-01-02,0.92,267.12,298.16,39.62029,-119.26234
2014-01-02,0.87,283.26,295.88,37.94883,-122.40106
2014-01-02,0.6,276.16,298.63,38.00268,-121.93438
2014-01-02,1.96,284.73,303.79,38.01542,-122.11234
2014-01-02,1.08,283.66,298.0,38.07176,-122.14098
2014-01-02,1.28,281.87,301.65,33.7142,-117.70956
2014-01-02,0.85,281.75,296.42,33.77529,-118.22926
2014-01-02,1.33,281.98,296.78,33.77719,-118.22798
2014-01-02,1.16,284.48,295.05,33.79613,-118.23464
2014-01-02,1.11,284.12,295.45,33.8033,-118.24461
2014-01-02,1.07,284.89,295.83,33.80534,-118.24329
2014-01-02,1.51,284.29,298.0,33.82031,-118.24442
2014-01-02,1.57,284.6,295.33,33.85505,-118.33061
2014-01-02,1.87,284.44,298.7,33.90603,-118.40432
2014-01-02,0.45,284.38,298.41,34.31915,-118.50864
2014-01-02,0.7,284.79,296.59,34.32321,-118.52629
2014-01-02,2.33,284.28,325.22,38.77757,-119.34399
2014-01-03,1.19,269.09,298.82,39.61869,-119.26413
2014-01-03,17.55,280.29,355.09,40.06155,-121.7448
2014-01-03,29.85,288.64,357.19,40.06223,-121.74949
2014-01-03,17.55,280.71,320.57,40.06423,-121.73952
2014-01-03,17.55,303.59,354.78,40.0649,-121.74413
2014-01-03,29.85,302.38,355.62,40.06558,-121.7488
