acq_date,frp,bright_ti5,bright_ti4,latitude,longitude
2016-01-01,1.56,271.36,313.09,39.08822,-121.48266
2016-01-01,0.82,271.5,306.62,39.09031,-121.48022
2016-01-01,0.45,279.44,299.71,33.71758,-117.70982
2016-01-01,1.01,279.94,296.04,33.77719,-118.23194
2016-01-01,0.99,282.92,296.88,33.7777,-118.23795
2016-01-01,1.3,268.7,301.71,34.60651,-117.33595
2016-01-01,0.78,268.57,295.06,34.6073,-117.33959
2016-01-01,0.81,270.13,299.23,35.72107,-120.66823
2016-01-01,1.0,272.09,311.74,36.35858,-114.91024
2016-01-01,0.45,277.81,295.48,32.52069,-116.95213
2016-01-01,0.95,271.86,309.67,32.71898,-114.96155
2016-01-01,0.75,276.96,299.55,32.93815,-115.81078
2016-01-01,0.77,270.11,308.06,33.10015,-116.1283
2016-01-01,0.82,270.05,306.36,33.10187,-116.12919
2016-01-01,0.77,269.84,315.72,39.74493,-121.82114
2016-01-01,0.82,270.03,297.48,36.03136,-119.00253
2016-01-01,1.06,278.23,297.74,38.06958,-122.13721
2016-01-01,0.86,271.5,306.84,38.1713,-121.44939
2016-01-01,2.01,281.69,326.77,35.55553,-115.47021
2016-01-01,5.95,270.86,338.7,39.06653,-120.43053
2016-01-02,0.65,269.07,296.36,40.41897,-123.8118
2016-01-02,1.29,269.34,308.25,40.42253,-123.81066
2016-01-02,1.82,264.16,315.69,39.06746,-120.44181
2016-01-02,0.44,276.02,300.04,33.71482,-117.71004
2016-01-02,0.73,279.97,304.13,33.77505,-118.22843
2016-01-02,1.25,281.84,295.27,33.77726,-118.23704
2016-01-02,0.42,278.32,295.48,33.77907,-118.22773
2016-01-02,16.78,285.9,339.18,32.65136,-115.00186
2016-01-02,3.44,280.02,326.98,36.15757,-121.18022
2016-01-03,2.82,275.52,326.71,32.54091,-115.47501
2016-01-03,3.65,276.6,333.2,32.54132,-115.47472
2016-01-03,2.38,281.67,326.37,37.48258,-120.93658
2016-01-05,0.55,276.65,300.15,34.60701,-117.33524
2016-01-05,1.13,277.16,302.71,34.62175,-117.10059
2016-01-06,0.51,275.74,296.21,34.33298,-118.52114
2016-01-06,1.17,276.19,299.18,34.60651,-117.33472
2016-01-06,1.57,283.48,295.37,33.81453,-118.2365
2016-01-06,0.77,283.1,295.07,33.81979,-118.24564
2016-01-06,2.09,279.54,322.91,34.09293,-117.52908
2016-01-06,2.31,279.64,314.35,34.0934,-117.53361
2016-01-06,0.61,277.54,295.75,34.15139,-118.19402
2016-01-07,1.02,282.13,295.33,33.81942,-118.24318
2016-01-07,1.76,285.01,326.94,36.65141,-119.59593
2016-01-07,1.77,285.1,327.32,36.65264,-119.59715
2016-01-07,1.91,280.16,332.9,36.687,-120.58848
2016-01-07,4.93,284.53,338.84,35.48988,-119.19348
2016-01-07,6.38,284.33,341.42,35.48995,-119.19198
2016-01-07,4.93,283.23,350.91,35.49636,-119.19385
2016-01-07,6.38,283.56,352.01,35.49644,-119.19229
2016-01-07,14.8,284.04,356.63,36.8065,-119.91715
2016-01-07,19.74,283.36,355.46,36.80673,-119.91103
2016-01-07,11.28,282.89,346.01,36.80906,-119.91418
2016-01-08,3.78,275.58,311.76,34.09253,-117.52989
2016-01-08,1.53,275.26,306.58,34.09672,-117.53198
2016-01-08,3.26,274.95,328.32,37.72739,-120.88194
2016-01-08,3.26,274.77,305.67,37.73108,-120.88078
2016-01-08,0.67,276.08,297.97,38.00413,-121.93557
2016-01-08,0.59,274.25,296.0,38.21456,-121.98541
2016-01-08,1.15,276.72,301.14,33.71468,-117.71234
2016-01-08,0.58,280.02,296.0,33.77549,-118.22821
2016-01-08,1.91,278.58,295.17,33.84881,-118.33319
2016-01-08,2.34,276.51,315.75,34.09318,-117.52863
2016-01-08,3.3,277.05,317.67,34.09465,-117.53484
2016-01-08,0.64,274.87,295.94,35.71209,-119.17777
2016-01-08,0.88,275.76,305.23,37.4543,-121.93204
2016-01-08,3.31,287.49,327.89,34.09347,-117.53328
2016-01-08,4.85,281.12,342.94,35.5353,-115.4546
2016-01-08,3.72,278.93,328.59,35.57471,-115.47775
2016-01-08,2.72,283.78,325.52,37.19858,-120.29247
2016-01-09,2.4,264.5,303.75,40.82116,-114.25816
2016-01-09,1.46,275.76,295.92,34.08151,-117.49995
2016-01-09,1.47,274.8,297.36,34.09154,-117.53098
2016-01-09,1.47,275.66,311.59,34.09523,-117.52995
2016-01-09,0.7,275.12,297.51,34.29155,-118.80083
2016-01-09,0.86,274.36,311.37,34.3336,-118.51718
2016-01-09,1.1,269.25,303.17,36.35704,-114.91164
2016-01-09,0.51,277.37,296.77,33.61229,-117.82275
2016-01-09,1.49,277.43,307.01,33.7151,-117.70982
2016-01-09,0.84,279.71,299.57,33.77721,-118.22812
2016-01-09,0.89,280.93,295.71,33.81797,-118.24342
2016-01-09,1.24,279.9,307.92,33.92576,-118.43059
2016-01-11,1.92,275.21,312.01,36.35661,-114.91001
2016-01-11,3.8,281.05,336.45,34.09404,-117.53134
2016-01-11,1.48,290.01,327.53,32.78261,-115.50098
2016-01-11,1.82,290.08,330.05,33.01965,-115.46674
2016-01-11,2.96,279.68,328.9,36.28193,-119.11854
2016-01-11,4.97,280.4,329.84,36.53761,-119.61256
2016-01-11,3.26,279.33,329.47,36.54025,-119.61098
2016-01-11,7.48,270.96,332.26,37.05767,-120.21853
2016-01-11,14.66,269.24,329.4,37.67237,-118.93658
2016-01-12,1.1,271.42,301.67,36.3592,-114.91142
2016-01-12,0.3,279.03,298.45,33.61427,-117.82334
2016-01-12,0.48,280.69,296.36,33.71659,-117.71117
2016-01-12,0.69,283.32,298.53,33.77696,-118.23887
2016-01-12,0.52,283.51,296.94,33.80353,-118.24339
2016-01-12,0.68,283.56,295.49,33.80383,-118.24523
2016-01-12,1.1,284.58,298.25,33.81366,-118.23859
2016-01-12,0.73,282.45,295.29,33.81373,-118.23668
2016-01-12,0.83,284.56,302.18,33.81945,-118.24358
2016-01-12,0.44,280.28,298.25,33.92717,-118.43014
2016-01-12,1.76,274.65,312.05,34.09461,-117.5287
2016-01-12,2.59,275.68,311.99,34.09513,-117.53558
2016-01-12,1.77,271.94,306.43,34.0908,-117.53059
2016-01-12,2.73,272.16,311.92,34.09333,-117.52861
2016-01-12,3.18,296.0,337.79,34.09501,-117.5325
2016-01-12,6.12,292.27,337.48,34.26876,-119.13068
2016-01-12,2.11,283.48,327.49,35.55689,-115.47247
2016-01-12,3.48,283.65,329.94,35.57491,-115.48379
2016-01-12,8.97,291.62,340.31,36.36106,-120.29858
2016-01-12,30.16,294.4,348.05,36.36203,-120.30013
2016-01-12,2.65,287.74,329.83,36.68513,-119.34985
2016-01-12,11.89,283.68,353.21,38.19225,-120.90269
2016-01-12,13.8,282.64,347.41,38.19449,-120.90484
2016-01-12,3.29,284.42,325.14,36.15572,-119.14918
2016-01-12,3.22,283.3,325.37,36.16006,-119.14899
2016-01-13,2.22,273.26,315.61,36.35814,-114.91042
2016-01-13,0.91,262.7,304.13,34.09289,-117.53207
2016-01-13,3.76,260.54,295.65,34.064,-117.43011
2016-01-13,3.76,262.77,316.86,34.06498,-117.43394
2016-01-13,15.05,275.57,355.65,34.06595,-117.4378
2016-01-13,15.05,263.35,323.46,34.06693,-117.44162
2016-01-13,1.97,262.68,296.73,34.06789,-117.44543
2016-01-13,0.97,270.73,300.65,34.08141,-117.4987
2016-01-13,1.64,272.73,308.71,34.09519,-117.53111
2016-01-13,1.44,271.96,307.18,34.09615,-117.53489
2016-01-13,0.75,273.21,297.89,34.35406,-116.85191
2016-01-13,1.13,270.83,297.92,36.35522,-114.91271
2016-01-13,0.94,280.85,306.65,33.77477,-118.2282
2016-01-13,0.76,282.38,296.0,33.77648,-118.23523
2016-01-13,0.78,282.64,299.64,33.79484,-118.23376
2016-01-13,0.69,282.13,297.83,33.80242,-118.24255
2016-01-13,0.82,280.98,297.78,33.819,-118.24423
2016-01-13,2.89,284.58,325.03,34.31467,-118.94977
2016-01-13,3.19,286.09,333.91,34.37386,-118.99252
2016-01-13,2.63,285.52,326.21,34.38628,-118.85406
2016-01-13,4.31,285.9,341.32,36.65016,-120.09613
2016-01-13,11.45,285.92,350.17,37.15102,-120.39405
2016-01-13,2.04,287.33,328.32,34.2662,-119.1287
2016-01-13,4.13,287.63,339.48,36.65338,-120.09542
2016-01-13,3.8,290.08,336.74,36.8314,-120.10262
2016-01-13,10.64,290.68,367.0,37.1499,-120.39267
2016-01-14,1.65,271.42,303.36,36.35632,-114.91062
2016-01-14,1.19,275.53,305.65,39.48259,-121.27843
2016-01-14,1.19,274.28,298.07,39.48661,-121.28196
2016-01-14,1.62,275.88,309.83,39.65261,-121.42007
2016-01-14,2.26,271.04,315.04,40.822,-114.25503
2016-01-14,0.94,274.31,295.5,34.35467,-116.85239
2016-01-14,1.14,276.81,303.46,34.62114,-117.10065
2016-01-14,2.42,276.29,316.26,36.1829,-119.1475
2016-01-14,1.67,271.44,298.67,36.356,-114.91335
2016-01-14,0.64,278.03,295.79,36.74732,-121.60623
2016-01-14,4.08,276.02,317.23,37.14663,-120.39198
2016-01-14,4.08,278.59,328.98,37.15002,-120.39104
2016-01-14,0.53,277.33,298.44,37.18491,-121.67769
2016-01-14,0.91,277.44,305.9,37.45526,-121.9333
2016-01-14,0.52,274.43,295.89,37.70043,-120.27029
2016-01-14,0.44,275.86,296.49,37.88347,-121.18676
2016-01-14,0.73,277.31,306.06,38.00334,-121.93319
2016-01-14,1.38,281.63,300.6,38.01492,-122.11135
2016-01-14,1.15,282.59,302.12,38.07051,-122.13786
2016-01-14,0.54,276.67,295.95,38.21588,-121.98608
2016-01-14,0.43,280.81,300.52,33.61258,-117.82323
2016-01-14,1.16,280.56,309.47,33.71624,-117.71051
2016-01-14,1.31,285.1,298.75,33.79453,-118.23222
2016-01-14,1.47,285.55,295.69,33.80467,-118.24178
2016-01-14,0.82,279.96,298.15,34.31846,-118.51142
2016-01-14,0.74,279.54,297.73,34.33587,-118.51866
