acq_date,frp,bright_ti5,bright_ti4,latitude,longitude
2015-01-01,1.17,266.14,303.88,41.18757,-121.76961
2015-01-01,1.74,265.25,297.14,41.18763,-121.76556
2015-01-01,1.2,270.62,302.88,35.51954,-119.72784
2015-01-01,7.31,272.62,324.64,36.29368,-119.11205
2015-01-01,7.31,275.12,344.84,36.29438,-119.11631
2015-01-01,1.24,272.0,308.13,37.05813,-120.09672
2015-01-01,0.57,272.22,296.54,37.18541,-121.67924
2015-01-01,0.34,274.45,295.07,37.21472,-121.89408
2015-01-01,0.73,268.68,295.39,37.23843,-119.77431
2015-01-01,0.38,274.74,299.0,37.45363,-121.9345
2015-01-01,0.38,276.01,299.3,37.45704,-121.93378
2015-01-01,0.82,271.62,299.62,37.82349,-120.96186
2015-01-01,1.1,273.07,304.53,37.92611,-120.60278
2015-01-01,0.92,277.44,297.46,37.94212,-122.39377
2015-01-01,0.73,273.8,302.28,38.0038,-121.93553
2015-01-01,1.35,282.29,299.87,38.02431,-122.06332
2015-01-01,0.51,277.59,299.5,38.55151,-122.24999
2015-01-01,0.5,276.53,296.32,38.55201,-122.24809
2015-01-01,0.5,268.73,295.78,38.83803,-120.94903
2015-01-01,1.11,272.36,303.1,38.91062,-121.17077
2015-01-01,0.53,276.42,302.11,33.6137,-117.82415
2015-01-01,0.96,274.62,316.01,33.71651,-117.70898
2015-01-01,0.81,274.64,308.57,33.71749,-117.71053
2015-01-01,0.82,277.62,298.57,33.77649,-118.22833
2015-01-01,0.8,281.86,298.23,33.77806,-118.23724
2015-01-01,0.65,270.89,295.3,33.79413,-117.47465
2015-01-01,0.38,273.3,295.82,33.79419,-118.3493
2015-01-01,0.72,281.6,296.18,33.82065,-118.24188
2015-01-01,2.01,281.65,296.34,33.85417,-118.33073
2015-01-01,0.52,273.22,301.92,34.0358,-118.1036
2015-01-01,0.73,270.7,303.83,34.24348,-118.38267
2015-01-01,0.81,272.12,305.76,34.29115,-118.80174
2015-01-01,0.75,272.56,301.28,34.31897,-118.51186
2015-01-01,1.22,269.99,301.36,34.62223,-117.10063
2015-01-01,1.21,281.12,327.49,35.55554,-115.47088
2015-01-01,1.97,285.19,327.91,37.61343,-120.65421
2015-01-02,1.89,263.69,320.05,40.8224,-114.25748
2015-01-02,18.84,274.64,318.07,36.29494,-119.11175
2015-01-02,18.84,278.23,342.37,36.29559,-119.11703
2015-01-02,1.6,269.35,310.14,36.35609,-114.91146
2015-01-02,0.87,271.32,299.92,36.51806,-119.27073
2015-01-02,0.69,273.15,300.13,37.45505,-121.93198
2015-01-02,0.56,271.39,296.08,38.0044,-121.93355
2015-01-02,1.21,279.29,295.93,38.0255,-122.06521
2015-01-02,0.71,271.17,307.93,38.49043,-121.49064
2015-01-02,0.18,274.55,296.21,32.85683,-117.14602
2015-01-02,0.58,271.1,298.75,33.55056,-116.00496
2015-01-02,0.67,276.05,305.82,33.61369,-117.82268
2015-01-02,1.1,276.42,310.46,33.71647,-117.70956
2015-01-02,0.54,273.19,296.7,33.79441,-117.47456
2015-01-02,0.97,280.89,298.09,33.81887,-118.24373
2015-01-02,1.43,283.79,301.54,33.85234,-118.33357
2015-01-02,0.6,273.91,299.73,34.31882,-118.51131
2015-01-02,0.61,273.23,299.33,34.32008,-118.51371
2015-01-02,0.77,273.78,298.14,34.33515,-118.5201
2015-01-02,1.11,270.45,295.52,34.62294,-117.09839
2015-01-02,3.95,294.4,338.21,35.06255,-120.478
2015-01-02,2.81,288.0,329.87,35.71512,-120.61346
2015-01-02,2.02,285.35,328.6,37.68659,-121.1636
2015-01-02,2.89,282.59,329.0,38.51747,-120.91832
2015-01-02,2.01,283.45,326.46,38.9203,-122.76078
2015-01-02,4.04,281.63,327.72,39.99008,-122.66667
2015-01-02,5.18,282.5,343.84,40.3751,-121.73741
2015-01-02,4.95,281.31,332.32,40.43615,-123.47652
2015-01-02,2.7,284.0,328.53,40.50097,-123.81574
2015-01-03,2.12,270.45,316.8,36.24794,-119.12272
2015-01-03,2.47,270.51,307.96,36.24846,-119.12872
2015-01-03,6.05,272.11,336.62,36.24989,-119.12251
2015-01-03,6.05,271.77,331.48,36.25036,-119.12851
2015-01-03,1.63,269.37,301.22,36.35592,-114.91038
2015-01-03,0.95,273.11,311.99,37.0378,-121.50327
2015-01-03,1.14,273.09,305.72,37.03959,-121.50388
2015-01-03,0.3,273.01,296.21,37.45539,-121.93256
2015-01-03,0.9,278.27,295.98,38.02328,-122.06373
2015-01-03,0.96,279.63,295.42,38.0253,-122.06293
2015-01-03,1.29,282.87,302.4,38.07218,-122.13931
2015-01-03,0.67,277.36,300.69,33.61386,-117.82417
2015-01-03,0.37,277.26,299.4,33.71746,-117.70906
2015-01-03,0.81,279.46,296.07,33.77847,-118.23061
2015-01-03,1.19,281.94,298.12,33.81915,-118.24447
2015-01-03,1.75,283.3,297.67,33.82038,-118.24295
2015-01-03,1.0,278.89,296.05,38.02477,-122.06172
2015-01-03,0.99,280.58,298.46,38.07046,-122.13741
2015-01-03,2.28,271.2,309.26,36.20992,-119.02472
2015-01-03,3.41,271.21,327.0,36.21031,-119.02613
2015-01-03,2.28,271.2,308.62,36.21211,-119.03166
2015-01-03,3.21,270.96,328.73,36.24823,-119.12466
2015-01-03,2.76,270.09,317.92,36.24835,-119.12289
2015-01-03,2.76,270.22,300.85,36.25065,-119.13023
2015-01-03,2.98,288.26,330.23,36.54932,-114.44324
2015-01-03,5.23,285.39,333.07,37.17672,-119.69841
2015-01-03,2.85,285.39,329.28,37.18321,-119.70728
2015-01-03,2.9,281.26,337.53,41.29647,-122.32675
2015-01-03,4.02,275.06,326.02,41.56902,-120.35159
2015-01-04,0.86,270.62,304.48,36.35595,-114.90948
2015-01-04,1.19,270.97,298.42,36.90303,-120.52701
2015-01-04,0.79,277.94,295.68,33.71535,-117.71353
2015-01-04,0.58,280.63,301.71,33.77496,-118.23007
2015-01-04,0.69,282.84,297.82,33.82159,-118.2443
2015-01-04,1.58,282.49,298.12,33.85152,-118.33327
2015-01-04,0.85,275.19,299.7,34.60843,-117.33778
2015-01-04,1.24,282.96,296.32,33.85396,-118.33241
2015-01-04,1.19,272.09,296.29,34.60676,-117.33736
2015-01-05,1.3,266.84,300.49,36.35944,-114.91264
2015-01-05,1.98,275.79,299.57,34.09573,-117.53761
2015-01-05,0.83,272.57,298.31,34.60657,-117.3346
2015-01-05,0.75,268.52,307.72,36.35685,-114.91034
