station,lat,lon,elev,name
US1CASD0015,32.8254,-117.2397,154.8,CA LA JOLLA 2.5SE                              
US1CASD0018,32.6381,-116.9753,169.2,CA CHULA VISTA 6.3E                            
US1CASD0019,33.2539,-117.3127,18.3,CA OCEANSIDE 5.6NE                             
US1CASD0021,32.9162,-117.188,116.7,CA SAN DIEGO 7.6 NNW                           
US1CASD0022,32.9491,-117.0588,135.3,CA POWAY 1.4SW                                 
US1CASD0023,33.0267,-117.2712,81.1,CA CARDIFF BY THE SEA 0.2 E                    
US1CASD0024,32.6168,-117.0519,81.1,CA CHULA VISTA 2.5SE                           
US1CASD0025,33.2905,-116.9568,345.0,CA PAUMA VALLEY 1.7 SE                         
US1CASD0026,33.4363,-117.1603,419.7,CA FALLBROOK 6.5 NE                            
US1CASD0027,32.7465,-117.1098,104.9,CA SAN DIEGO 3.5NE                             
US1CASD0028,32.8562,-116.9961,143.3,CA SANTEE 1.8NW                                
US1CASD0029,32.8057,-117.0732,73.8,CA SAN DIEGO 7.9NE                             
US1CASD0030,32.8257,-117.2501,149.7,CA LA JOLLA 2.1 SE                             
US1CASD0034,33.1427,-117.3206,6.7,CA CARLSBAD 2.2SE                              
US1CASD0035,33.0184,-117.0666,147.2,CA RANCHO BERNARDO 0.5SE                       
US1CASD0036,32.7921,-116.9585,135.3,CA EL CAJON 0.7 S                              
US1CASD0037,32.8705,-117.2477,113.1,CA LA JOLLA 2.2 NE                             
US1CASD0038,32.7474,-117.0599,142.0,CA LEMON GROVE 1.8 WNW                         
US1CASD0039,33.2192,-117.2536,127.1,CA VISTA 1.5NNW                                
US1CASD0040,32.7698,-116.9593,224.9,CA EL CAJON 2.3 S                              
US1CASD0047,32.6044,-117.0508,61.0,CA CHULA VISTA 3.1SE                           
US1CASD0049,32.8168,-117.0586,89.0,CA SAN DIEGO 9NE                               
US1CASD0051,32.9058,-116.6255,999.1,CA DESCANSO 3.7 NNW                            
US1CASD0052,33.0261,-117.0466,225.2,CA POWAY 4.7NNW                                
US1CASD0053,33.0158,-116.8068,449.3,CA SAN DIEGO COUNTRY ESTATES 1.5               
US1CASD0054,32.8538,-116.6212,1049.1,CA DESCANSO 0.3 WNW                            
US1CASD0055,32.7348,-117.2447,76.5,CA SAN DIEGO 5.2WNW                            
US1CASD0056,33.0946,-117.2214,184.4,CA CARLSBAD 8.7SE                              
US1CASD0057,33.1862,-117.2311,153.9,CA VISTA 1.2SE                                 
US1CASD0059,33.1474,-117.0656,223.7,CA ESCONDIDO 0.8 NNE                           
US1CASD0060,32.8428,-117.2208,86.6,CA SAN DIEGO 9.5 NNW                           
US1CASD0061,32.7724,-116.9197,209.1,CA EL CAJON 2.8SE                              
US1CASD0062,33.1187,-117.3044,51.2,CA CARLSBAD 3.8SE                              
US1CASD0063,33.0563,-116.9925,483.1,CA ESCONDIDO 7.2 SE                            
US1CASD0064,33.0344,-117.0826,157.6,CA RANCHO BERNARDO 1NNW                        
US1CASD0071,33.3516,-117.2248,188.4,CA FALLBROOK 2.3SE                             
US1CASD0072,33.0507,-116.8278,620.0,CA RAMONA 3ENE                                 
US1CASD0073,32.8004,-117.0635,95.1,CA SAN DIEGO 8NE                               
US1CASD0074,33.0139,-117.1062,209.4,CA RANCHO BERNARDO 1.9WSW                      
US1CASD0076,33.2499,-117.2559,57.6,CA OCEANSIDE 8.1ENE                            
US1CASD0077,33.2054,-117.3439,73.5,CA OCEANSIDE 2.2ENE                            
US1CASF0003,37.7834,-122.4701,52.7,CA SAN FRANCISCO 2.8 WNW                       
US1CASF0004,37.765,-122.4348,59.1,CA SAN FRANCISCO 1.1 SW                        
US1CASF0008,37.7776,-122.4741,62.5,CA SAN FRANCISCO 3.0 W                         
US1CASH0002,40.3971,-122.276,137.8,CA COTTONWOOD 0.5 NNE                          
US1CASH0006,40.5239,-121.7957,1208.2,CA SHINGLETOWN 5.3 ENE                         
US1CASH0008,40.6089,-122.3388,198.7,CA REDDING 2.9 NNE                             
US1CASH0009,40.6104,-122.3802,215.8,CA REDDING 2.7 NNW                             
US1CASH0010,40.6721,-122.2913,207.6,CA REDDING 7.9 NNE                             
US1CASH0011,40.6261,-122.3585,188.4,CA REDDING 3.7 N                               
US1CASH0013,40.6273,-122.3564,185.6,CA REDDING 3.8 N                               
US1CASH0018,40.6235,-122.3536,184.1,CA REDDING 3.6 N                               
US1CASH0021,40.5796,-122.3727,144.8,CA REDDING 0.6 NW                              
US1CASH0022,40.6075,-122.3472,179.8,CA REDDING 2.6 NNE                             
US1CASH0024,40.6312,-122.3584,187.8,CA REDDING 4.1 N                               
US1CASH0030,40.4785,-122.2606,124.7,CA ANDERSON 2.6 NE                             
US1CASH0037,40.5032,-122.5413,327.4,CA IGO 0.2 S                                   
US1CASH0049,40.49,-121.9,1054.9,CA SHINGLETOWN 0.6 WSW                         
US1CASH0050,40.5318,-121.7011,1285.3,CA SHINGLETOWN 10.3 ENE                        
US1CASH0051,40.5181,-122.3692,135.3,CA REDDING 3.8 S                               
US1CASH0052,40.619,-122.376,202.7,CA REDDING 3.3 N                               
US1CASH0053,40.53,-121.9089,787.0,CA SHINGLETOWN 2.8 NNW                         
US1CASH0054,40.4593,-122.3189,133.8,CA ANDERSON 1.5 WNW                            
US1CASH0056,40.6024,-122.4007,201.5,CA REDDING 2.8 NW                              
US1CASH0057,40.3777,-122.3392,140.2,CA COTTONWOOD 3.2 WSW                          
US1CASH0059,40.5195,-121.834,1157.0,CA SHINGLETOWN 3.5 ENE                         
US1CASH0060,40.6371,-122.2552,207.9,CA REDDING 7.3 NE                              
US1CASH0061,40.5746,-122.3948,193.5,CA REDDING 1.6 W                               
US1CASJ0001,38.0627,-121.0079,44.5,CA LINDEN 5.8 ENE                              
US1CASJ0003,37.9912,-121.3333,2.1,CA STOCKTON 2.1 NW                             
US1CASJ0004,38.0381,-121.2547,10.7,CA STOCKTON 5.8 NNE                            
US1CASJ0005,38.136,-121.3044,13.1,CA LODI 1.0 NNW                                
US1CASJ0006,37.9417,-121.2585,7.0,CA STOCKTON 3.3 SE                             
US1CASJ0007,37.7353,-121.4699,15.8,CA TRACY 2.1 W                                 
US1CASJ0010,37.9692,-121.2934,4.9,CA STOCKTON 0.7 E                              
US1CASK0002,41.6651,-122.6208,895.2,CA YREKA 4.5 S                                 
US1CASK0003,41.4949,-122.3697,933.9,CA WEED 5.4 N                                  
US1CASK0004,41.5108,-122.9234,904.0,CA ETNA 3.9 NNW                                
US1CASK0005,41.7326,-122.6495,820.5,CA YREKA 0.9 WNW                               
US1CASK0007,41.7178,-122.5014,779.1,CA MONTAGUE 1.6 ESE                            
US1CASK0008,41.3639,-122.3969,1192.1,CA MOUNT SHASTA 5.1 NW                         
US1CASK0009,41.2688,-123.3336,507.2,CA FORKS OF SALMON 1.0 NW                      
US1CASL0001,35.3805,-120.4525,611.1,CA SANTA MARGARITA 8.9 ESE                     
US1CASL0006,35.6218,-120.6932,233.8,CA PASO ROBLES 1.8 WSW                         
US1CASL0008,35.3295,-120.8324,23.5,CA LOS OSOS 0.5 N                              
US1CASL0010,35.5034,-120.7376,427.6,CA ATASCADERO 3.1 WNW                          
US1CASL0011,35.5549,-120.7012,241.4,CA TEMPLETON 0.4 E                             
US1CASL0014,35.535,-120.8037,447.8,CA TEMPLETON 5.5 WSW                           
US1CASM0001,37.6121,-122.4825,69.2,CA PACIFICA 0.3 W                              
US1CASM0005,37.4766,-122.187,7.6,CA MENLO PARK 2.4 W                            
US1CASM0006,37.5488,-122.2587,2.1,CA FOSTER CITY 1.3 SW                          
US1CASM0007,37.463,-122.4408,16.5,CA HALF MOON BAY 0.5 SSW                       
US1CASM0008,37.4931,-122.2399,5.2,CA REDWOOD CITY 2.5 SW                         
US1CASM0009,37.3819,-122.1976,161.8,CA PORTOLA VALLEY 1.3 ENE                      
US1CASM0013,37.5842,-122.3976,136.2,CA BURLINGAME 2.0 WSW                          
US1CASM0014,37.5104,-122.3057,146.9,CA BELMONT 0.7 WSW                             
US1CASM0015,37.5185,-122.3432,178.3,CA SAN MATEO 3.4 SSW                           
US1CASM0016,37.4777,-122.4454,11.0,CA HALF MOON BAY 0.7 NW                        
US1CASM0022,37.3754,-122.2637,485.2,CA WOODSIDE 3.4 S                              
US1CASN0001,38.3522,-122.7274,28.3,CA ROHNERT PARK 1.6 WNW                        
US1CASN0004,38.7367,-123.0982,404.8,CA GEYSERVILLE 10.6 WNW                        
US1CASN0006,38.4514,-122.7577,32.6,CA SANTA ROSA 3.1 W                            
US1CASN0007,38.3852,-122.8928,116.7,CA SEBASTOPOL 3.7 WSW                          
US1CASN0013,38.4323,-122.7455,37.5,CA SANTA ROSA 2.7 WSW                          
US1CASN0015,38.6116,-122.6575,151.5,CA CALISTOGA 4.6 WNW                           
US1CASN0016,38.3753,-122.9035,128.9,CA SEBASTOPOL 4.5 WSW                          
US1CASN0018,38.4011,-122.8302,37.2,CA SEBASTOPOL 0.3 WNW                          
US1CASN0019,38.2561,-122.6229,15.8,CA PETALUMA 1.0 N                              
US1CASN0020,38.4718,-122.8405,21.0,CA GRATON 2.7 NNE                              
US1CASN0021,38.5551,-122.8227,37.5,CA WINDSOR 1.5 WNW                             
US1CASN0023,38.5317,-122.78,42.7,CA WINDSOR 1.4 SE                              
US1CASN0025,38.3781,-122.7253,28.7,CA SANTA ROSA 4.7 S                            
US1CASN0028,38.4789,-122.744,42.7,CA SANTA ROSA 3.1 NW                           
US1CASN0029,38.781,-122.963,242.9,CA CLOVERDALE 3.2 ESE                          
US1CASN0030,38.5258,-122.7772,43.3,CA WINDSOR 1.8 SE                              
US1CASN0031,38.3663,-122.8037,65.2,CA SEBASTOPOL 2.6 SSE                          
US1CASN0033,38.4475,-122.7553,34.7,CA SANTA ROSA 2.9 W                            
US1CASN0036,38.381,-123.078,27.7,CA BODEGA BAY 4.8 NNW                          
US1CASN0042,38.4713,-122.6552,89.0,CA SANTA ROSA 2.9 ENE                          
US1CASN0045,38.4636,-123.0416,6.1,CA MONTE RIO 1.6 W                             
US1CASN0046,38.3717,-122.8694,164.3,CA SEBASTOPOL 3.0 SW                           
US1CASN0048,38.511,-122.7192,119.5,CA SANTA ROSA 4.4 NNW                          
US1CASN0049,38.3842,-122.8191,51.2,CA SEBASTOPOL 1.1 SSE                          
US1CASN0050,38.5617,-122.8055,47.2,CA WINDSOR 1.2 NNW                             
US1CASN0051,38.6934,-122.9627,61.9,CA HEALDSBURG 7.5 NW                           
US1CASN0053,38.4728,-122.664,83.2,CA SANTA ROSA 2.6 NE                           
US1CASN0055,38.29,-122.4249,37.8,CA SONOMA 1.9 E                                
US1CASN0061,38.464,-122.715,52.7,CA SANTA ROSA 1.3 NW                           
US1CASN0062,38.2262,-122.6391,11.0,CA PETALUMA 1.3 SW                             
US1CASN0063,38.5534,-122.7929,47.9,CA WINDSOR 0.6 NNE                             
US1CASN0066,38.4532,-122.7049,55.2,CA SANTA ROSA 0.4 NW                           
US1CASN0067,38.4066,-122.8407,64.9,CA SEBASTOPOL 0.9 WNW                          
US1CASN0070,38.3651,-122.5718,291.4,CA GLEN ELLEN 1.9 WNW                          
US1CASN0071,38.3392,-122.7113,29.3,CA ROHNERT PARK 0.9 SW                         
US1CASN0073,38.4571,-122.7029,53.9,CA SANTA ROSA 0.6 N                            
US1CASN0078,38.799,-123.0277,116.4,CA CLOVERDALE 0.6 W                            
US1CASN0079,38.3451,-122.6812,38.1,CA ROHNERT PARK 0.9 ESE                        
US1CASN0080,38.3778,-122.5343,102.7,CA GLEN ELLEN 1.5 N                            
US1CASN0081,38.47,-122.6589,85.6,CA SANTA ROSA 2.7 ENE                          
US1CASN0084,38.3163,-122.4726,89.9,CA BOYES HOT SPRINGS 0.5 ENE                   
US1CASN0086,38.3843,-122.8847,110.3,CA SEBASTOPOL 3.3 WSW                          
US1CASN0088,38.3653,-122.9738,187.1,CA OCCIDENTAL 2.8 SW                           
US1CASN0089,38.7839,-122.9628,312.7,CA HEALDSBURG 12.6 NNW                         
US1CASN0090,38.4733,-122.8974,61.3,CA FORESTVILLE 0.7 SW                          
US1CASN0093,38.3124,-123.0177,68.9,CA BODEGA BAY 1.0 SE                           
US1CASN0094,38.324,-123.0304,66.4,CA BODEGA BAY 0.1 NNW                          
US1CASN0095,38.3895,-122.9694,296.9,CA OCCIDENTAL 1.8 WSW                          
US1CASN0096,38.5653,-123.2058,196.6,CA CAZADERO 6.9 WNW                            
US1CASN0098,38.5319,-123.1886,369.1,CA CAZADERO 5.6 W                              
US1CASN0100,38.3823,-122.5507,111.3,CA GLEN ELLEN 1.9 NNW                          
US1CASO0001,38.0695,-122.1555,122.8,CA BENICIA 0.2 SSW                             
US1CASO0002,38.0576,-122.168,12.2,CA BENICIA 1.2 SW                              
US1CASO0003,38.0753,-122.1778,92.7,CA BENICIA 1.3 W                               
US1CASO0004,38.4153,-122.0809,434.9,CA VACAVILLE 7.2 WNW                           
US1CASO0006,38.0864,-122.157,75.0,CA BENICIA 1.0 N                               
US1CASR0001,34.4957,-117.2353,878.1,CA APPLE VALLEY 2.6 SSW                        
US1CASR0003,34.3651,-117.6511,1873.9,CA WRIGHTWOOD 1.2 WNW                          
US1CASR0004,34.1151,-117.6498,431.3,CA UPLAND 0.5 ESE                              
US1CASR0005,34.5253,-117.4331,940.3,CA ADELANTO 3.1 S                              
US1CASR0009,34.5043,-117.1808,896.4,CA APPLE VALLEY 2.6 SE                         
US1CASR0014,34.0973,-116.3178,1039.1,CA JOSHUA TREE 2.0 S                           
US1CASR0015,34.2175,-116.407,1050.6,CA LANDERS 3.4 SW                              
US1CASR0017,34.1241,-116.0847,659.0,CA TWENTYNINE PALMS 1.5 SW                     
US1CASR0019,34.2457,-117.2991,1380.7,CA CRESTLINE 0.2 WSW                           
US1CASR0020,34.2828,-116.3751,900.4,CA LANDERS 1.6 NE                              
US1CASR0023,34.8667,-117.0592,795.2,CA BARSTOW 0.8 SSE                             
US1CASR0024,34.0997,-116.4428,1105.8,CA YUCCA VALLEY 1.1 SW                         
US1CASR0025,34.88,-117.118,679.4,CA BARSTOW 3.0 W                               
US1CASR0026,34.3725,-117.3404,1090.6,CA HESPERIA 3.9 SW                             
US1CASR0027,34.4849,-117.6442,1065.3,CA PINON HILLS 3.5 N                           
US1CASR0028,34.556,-117.2111,894.6,CA APPLE VALLEY 1.9 N                          
US1CASR0029,34.1442,-117.381,451.7,CA RIALTO 2.1 N                                
US1CASR0034,34.1223,-117.5977,420.3,CA RANCHO CUCAMONGA 1.6 W                      
US1CASR0035,34.9237,-117.0177,661.4,CA BARSTOW 4.2 NE                              
US1CASR0036,34.2712,-116.9383,2142.7,CA FAWNSKIN 0.3 NE                             
US1CASS0001,37.7892,-120.7518,43.9,CA KNIGHTS FERRY 5.2 WSW                       
US1CASS0002,37.7819,-120.7769,70.7,CA OAKDALE 4.2 ENE                             
US1CAST0002,36.8393,-121.5375,76.8,CA SAN JUAN BAUTISTA 0.5 S                     
US1CAST0004,36.9306,-121.3704,75.3,CA HOLLISTER 5.4 NNE                           
US1CAST0005,36.8422,-121.365,118.6,CA HOLLISTER 2.1 ESE                           
US1CASU0005,39.1596,-121.7511,22.3,CA SUTTER 0.3 W                                
US1CASZ0003,37.0651,-122.2178,150.9,CA DAVENPORT 4.2 NW                            
US1CASZ0006,37.1811,-122.0911,525.5,CA BOULDER CREEK 3.6 NE                        
US1CASZ0007,37.0396,-122.0295,174.7,CA SCOTTS VALLEY 1.7 SW                        
US1CASZ0009,36.9961,-121.8536,116.7,CA APTOS 2.6 E                                 
US1CASZ0012,37.0552,-122.0333,110.3,CA SCOTTS VALLEY 1.4 W                         
US1CASZ0014,37.0417,-122.0712,72.5,CA FELTON 0.1 SE                               
US1CASZ0015,37.0681,-122.1329,573.0,CA BONNY DOON 2.0 NE                           
US1CASZ0016,37.0195,-121.95,46.3,CA SOQUEL 1.8 N                                
US1CASZ0019,36.9707,-121.8832,94.2,CA APTOS 1.7 SSE                               
US1CASZ0021,37.1693,-122.1641,266.7,CA BOULDER CREEK 3.0 NW                        
US1CASZ0024,37.1051,-122.0468,255.4,CA FELTON 4.5 NNE                              
US1CASZ0025,36.961,-121.9912,11.0,CA SANTA CRUZ 2.6 ESE                          
US1CASZ0027,37.0572,-121.9811,121.9,CA SANTA CRUZ 6.3 NNE                          
US1CASZ0028,37.0022,-121.9363,126.2,CA SOQUEL 0.8 NE                               
US1CATH0001,40.1788,-122.322,120.7,CA RED BLUFF 4.3 W                             
US1CATH0005,40.1591,-122.3515,127.4,CA RED BLUFF 6.0 W                             
US1CATH0006,40.287,-122.3333,193.5,CA COTTONWOOD 7.7 SSW                          
US1CATH0007,40.2073,-122.2347,130.5,CA RED BLUFF 2.3 N                             
US1CATH0008,40.2242,-122.3603,169.8,CA RED BLUFF 7.2 WNW                           
US1CATH0009,40.1576,-122.2362,98.5,CA RED BLUFF 1.1 S                             
US1CATH0010,40.369,-122.2009,172.8,CA COTTONWOOD 4.4 ESE                          
US1CATH0011,40.2417,-122.2806,151.5,CA RED BLUFF 5.1 NNW                           
US1CATH0012,40.2821,-122.3784,194.8,CA COTTONWOOD 9.1 SW                           
US1CATH0013,40.2161,-122.2658,112.2,CA RED BLUFF 3.2 NNW                           
US1CATH0014,40.1715,-122.3261,152.7,CA RED BLUFF 4.5 W                             
US1CATH0018,40.341,-122.3018,168.9,CA COTTONWOOD 3.6 SSW                          
US1CATH0019,40.2145,-122.2429,123.7,CA RED BLUFF 2.8 N                             
US1CATH0020,40.3071,-122.3472,178.3,CA COTTONWOOD 6.7 SSW                          
US1CATH0022,40.2283,-122.3345,144.5,CA RED BLUFF 6.2 NW                            
US1CATH0023,39.9442,-122.1017,65.8,CA CORNING 4.4 ENE                             
US1CATH0024,40.0221,-122.1901,82.9,CA GERBER-LAS FLORES 3.5 SW                    
US1CATH0025,40.0229,-122.0921,68.3,CA LOS MOLINOS 0.4 SE                          
US1CATL0002,36.2133,-119.0885,115.2,CA LINDSAY 0.5 N                               
US1CATL0004,35.9499,-119.1495,114.0,CA TERRA BELLA 6.3 W                           
US1CATL0005,36.3153,-119.3176,96.9,CA VISALIA 0.7 SSE                             
US1CATL0011,36.4584,-118.8858,307.8,CA THREE RIVERS 1.7 NE                         
US1CATY0003,40.6326,-122.9777,514.8,CA DOUGLAS CITY 2.4 SW                         
US1CATY0005,40.8768,-123.5302,205.4,CA HAWKINS BAR 0.6 NW                          
US1CATY0006,40.3209,-123.3755,841.9,CA MAD RIVER 7.4 SE                            
US1CATY0007,40.9859,-122.7036,756.2,CA TRINITY CENTER 0.2 ENE                      
US1CATY0010,40.5004,-123.0304,889.1,CA HAYFORK 7.1 SE                              
US1CATY0011,40.9826,-122.6965,739.7,CA TRINITY CENTER 0.6 ESE                      
US1CATY0018,40.8873,-123.5593,212.1,CA SALYER 1.4 ESE                              
US1CAVT0001,34.1772,-118.8984,210.9,CA THOUSAND OAKS 2.1 WSW                       
US1CAVT0002,34.746,-119.1103,1607.5,CA FRAZIER PARK 10.7 WSW                       
US1CAVT0003,34.2306,-118.8047,329.5,CA SIMI VALLEY 3.8 SW                          
US1CAVT0005,34.2726,-119.2761,17.1,CA VENTURA 0.5 WNW                             
US1CAVT0006,34.4513,-119.2511,242.9,CA OJAI 0.3 WNW                                
US1CAVT0008,34.2724,-118.7638,258.5,CA SIMI VALLEY 1.0 NW                          
US1CAVT0009,34.1787,-118.9086,214.3,CA THOUSAND OAKS 2.5 WSW                       
US1CAVT0010,34.428,-118.9331,162.8,CA FILLMORE 2.1 NNW                            
US1CAVT0012,34.2275,-119.0715,34.7,CA CAMARILLO 2.4 W                             
US1CAVT0013,34.4084,-118.9172,154.2,CA FILLMORE 0.6 N                              
US1CAYB0001,39.4518,-121.2801,624.5,CA CHALLENGE-BROWNSVILLE 1.3 WSW               
US1CAYB0002,39.1727,-121.291,261.8,CA SMARTSVILLE 2.4 S                           
US1CAYB0003,39.2241,-121.594,22.3,CA MARYSVILLE 5.0 N                            
US1CAYB0004,39.0135,-121.4243,25.9,CA WHEATLAND 0.1 ENE                           
US1CAYL0001,38.5425,-121.721,11.0,CA DAVIS 1.2 SE                                
US1CAYL0002,38.5618,-121.7241,12.5,CA DAVIS 0.8 NE                                
US1CAYL0006,38.5381,-121.7225,1.2,CA DAVIS 1.4 SSE                               
US1CAYL0007,38.578,-121.8453,25.3,CA DAVIS 6.1 WNW                               
US1CAYL0009,38.5523,-121.7855,17.4,CA DAVIS 2.7 W                                 
US1CAYL0010,38.6471,-121.7322,11.6,CA WOODLAND 2.8 SE                             
US1CAYL0011,38.5592,-121.7802,16.2,CA DAVIS 2.4 W                                 
USC00026250,34.1547,-114.2908,128.0,AZ PARKER                             HCN      
USC00040010,38.2178,-121.2014,26.5,CA ACAMPO 5NE                                  
USC00040014,34.4939,-118.2714,863.5,CA ACTON ESCONDIDO FC261                       
USC00040029,41.1933,-120.9444,1280.8,CA ADIN RS                                     
USC00040136,32.8358,-116.7775,516.6,CA ALPINE                                      
USC00040144,34.1822,-118.1383,343.5,CA ALTADENA                                    
USC00040161,41.4903,-120.5439,1332.9,CA ALTURAS                                     
USC00040176,34.5592,-115.7442,197.5,CA AMBOY                                       
USC00040192,33.8647,-117.8425,71.6,CA ANAHEIM                                     
USC00040212,38.5731,-122.4406,522.7,CA ANGWIN PACIFIC UNION COLLEGE                
USC00040232,37.9833,-121.7525,18.3,CA ANTIOCH PUMPING PLT #3                      
USC00040332,35.2111,-118.8336,137.2,CA ARVIN                                       
USC00040343,36.4914,-118.8253,520.6,CA ASH MTN                                     
USC00040379,37.0919,-119.5128,637.0,CA AUBERRY 2 NW                                
USC00040383,38.9072,-121.0839,393.8,CA AUBURN                                      
USC00040436,35.2761,-116.0628,293.2,CA BAKER                                       
USC00040444,35.4186,-119.0508,143.3,CA BAKERSFIELD 5 NW                            
USC00040449,36.9092,-119.0883,528.8,CA BALCH PWR HOUSE                             
USC00040503,35.1658,-118.6439,1249.7,CA BEAR VALLEY FD                              
USC00040521,34.8928,-117.0219,676.7,CA BARSTOW                                     
USC00040673,37.0856,-122.0797,128.0,CA BEN LOMOND #4                               
USC00040693,37.8744,-122.2606,94.5,CA BERKELEY                           HCN      
USC00040738,40.7406,-123.2078,381.9,CA BIG BAR 4 E                                 
USC00040741,34.2431,-116.9169,2058.3,CA BIG BEAR LAKE                               
USC00040790,36.2472,-121.7803,61.0,CA BIG SUR STN                                 
USC00040798,34.2947,-118.1886,709.0,CA BIG TUJUNGA DAM FC46                        
USC00040820,37.2322,-118.5994,2581.7,CA ASPENDELL                                   
USC00040924,33.6139,-114.5978,81.7,CA BLYTHE                             HCN      
USC00040931,39.3886,-120.0936,1699.3,CA BOCA                                        
USC00040943,38.2119,-119.0142,2551.2,CA BODIE CALIFORNIA ST HISTORIC P              
USC00040983,33.2558,-116.4036,246.9,CA BORREGO DESERT PARK                         
USC00041018,39.4539,-120.6556,1641.3,CA BOWMAN DAM                                  
USC00041072,38.2575,-119.2286,1972.1,CA BRIDGEPORT                                  
USC00041149,40.8797,-121.9317,1127.8,CA BUCKHORN                                    
USC00041159,39.9372,-121.3147,576.4,CA BUCKS CREEK                                 
USC00041194,34.1867,-118.3481,199.6,CA BURBANK VALLEY PUMP PLT                     
USC00041214,40.8803,-121.6547,974.8,CA BURNEY                                      
USC00041244,35.4028,-119.47,68.6,CA BUTTONWILLOW                                
USC00041253,34.5822,-119.9817,240.5,CA CACHUMA LAKE                                
USC00041277,38.2769,-120.3114,1431.0,CA CALAVERAS BIG TREES                         
USC00041312,38.5769,-122.5781,106.7,CA CALISTOGA                                   
USC00041316,41.3378,-122.8247,940.3,CA CALLAHAN                                    
USC00041424,32.6264,-116.47,801.6,CA CAMPO                                       
USC00041428,38.2486,-120.8433,200.6,CA CAMP PARDEE                                 
USC00041497,40.1706,-121.0886,1389.9,CA CANYON DAM                                  
USC00041534,36.4806,-121.7244,146.3,CA CARMEL VALLEY                               
USC00041614,41.53,-120.1792,1428.9,CA CEDARVILLE                         HCN      
USC00041697,37.9747,-119.9161,1452.4,CA CHERRY VALLEY DAM                           
USC00041700,40.3033,-121.2422,1380.7,CA CHESTER                                     
USC00041715,39.6911,-121.8211,56.4,CA CHICO UNIV FARM                    HCN      
USC00041738,33.6617,-115.7206,520.0,CA CHIRIACO SUMMIT                             
USC00041758,32.64,-117.0858,17.1,CA CHULA VISTA                        HCN      
USC00041806,38.9239,-122.5672,411.2,CA CLEARLAKE 4 SE                              
USC00041838,38.7931,-123.0264,121.9,CA CLOVERDALE                                  
USC00041864,36.1356,-120.3606,204.2,CA COALINGA                                    
USC00041879,37.2119,-119.69,676.0,CA COARSEGOLD 4SE                              
USC00041907,40.4,-122.1433,128.0,CA COLEMAN FISHERIES STN                       
USC00041912,39.09,-120.9469,723.3,CA COLFAX                             HCN      
USC00041916,39.3308,-121.1922,181.4,CA COLGATE POWERHOUSE                          
USC00041948,39.1875,-122.0269,15.2,CA COLUSA 2 SSW                                
USC00041967,37.9833,-122.0692,12.2,CA CONCORD WWTP                                
USC00041990,41.9797,-122.3381,812.3,CA COPCO #1 DAM                                
USC00042012,36.0975,-119.5817,61.0,CA CORCORAN IRRIG DIST                         
USC00042081,39.8158,-123.2444,430.7,CA COVELO                                      
USC00042090,34.0917,-117.88,185.0,CA COVINA CITY YARD FC387B                     
USC00042147,41.7958,-124.2147,13.1,CA CRESCENT CITY 3 NNW                         
USC00042198,34.3175,-117.8419,1629.2,CA CRYSTAL LAKE FC238C                         
USC00042214,34.005,-118.4139,28.0,CA CULVER CITY                                 
USC00042239,32.9897,-116.5872,1414.3,CA CUYAMACA                           HCN      
USC00042294,38.535,-121.7761,18.3,CA DAVIS 2 WSW EXP FARM               HCN      
USC00042319,36.4625,-116.8672,-59.1,CA DEATH VALLEY NP                    HCN      
USC00042327,33.6514,-116.3764,365.8,CA DEEP CANYON LAB                             
USC00042346,35.7683,-119.26,92.0,CA DELANO                                      
USC00042402,39.8717,-121.6108,826.0,CA DE SABLA                                    
USC00042410,33.7378,-115.3925,227.7,CA DESERT CTR 2 NNE                            
USC00042467,39.3239,-120.2331,1809.6,CA DONNER MEM SP                               
USC00042494,33.9297,-118.1456,33.5,CA DOWNEY FIRE DEPT. FC107C                    
USC00042500,39.5633,-120.8239,888.5,CA DOWNIEVILLE                                 
USC00042504,40.0267,-120.1056,1308.5,CA DOYLE                                       
USC00042506,39.9717,-120.0828,1338.1,CA DOYLE 4 SSE                                 
USC00042574,41.1831,-122.2817,661.1,CA DUNSMUIR TRTMT PL                           
USC00042598,33.8081,-115.4514,296.6,CA EAGLE MTN                                   
USC00042706,32.8006,-116.9281,150.9,CA EL CAJON                                    
USC00042709,32.8856,-116.815,182.9,CA EL CAPITAN DAM                              
USC00042713,32.7669,-115.5617,-9.1,CA EL CENTRO 2 SSW                             
USC00042805,33.6861,-117.3458,386.5,CA ELSINORE                                    
USC00042863,33.1211,-117.09,182.9,CA ESCONDIDO #2                                
USC00042920,37.585,-120.2672,134.7,CA EXCHEQUER DAM                               
USC00042934,38.2736,-122.0678,12.2,CA FAIRFIELD                                   
USC00042941,34.705,-118.4297,932.7,CA FAIRMONT                           HCN      
USC00042964,41.0081,-121.435,1005.8,CA FALL RVR MILLS                              
USC00043038,38.525,-120.6981,661.4,CA FIDDLETOWN DEXTER RCH                       
USC00043083,36.3642,-120.1561,86.9,CA FIVE POINTS 5 SSW                           
USC00043134,39.01,-120.8456,919.0,CA FORESTHILL RS                               
USC00043157,41.8714,-120.1575,1444.4,CA FT BIDWELL                                  
USC00043161,39.51,-123.7564,37.5,CA FT BRAGG 5 N                       HCN      
USC00043182,41.6011,-122.8478,831.8,CA FT JONES RS                                 
USC00043191,38.515,-123.2447,34.1,CA FT ROSS                                     
