station,2016-04-09
US1CAAL0001,11.7
US1CAAL0003,11.4
US1CAAL0006,10.9
US1CAAL0007,14.7
US1CAAL0012,14.2
US1CAAL0018,15.7
US1CAAL0025,14.5
US1CAAL0030,8.6
US1CAAL0031,15.2
US1CAAL0032,0.0
US1CAAL0033,10.4
US1CAAM0002,12.2
US1CAAM0003,12.2
US1CAAM0004,7.4
US1CAAM0009,12.4
US1CAAM0010,11.7
US1CABT0002,0.0
US1CABT0008,0.0
US1CABT0009,0.0
US1CABT0016,0.8
US1CABT0017,0.0
US1CABT0018,0.0
US1CABT0026,0.0
US1CABT0032,0.0
US1CACC0001,11.2
US1CACC0004,9.9
US1CACC0006,9.9
US1CACC0010,10.2
US1CACC0011,12.4
US1CACC0012,13.5
US1CACC0016,11.9
US1CACC0018,9.9
US1CACC0025,10.9
US1CACC0027,15.2
US1CACC0028,13.7
US1CACC0031,8.4
US1CACC0033,8.9
US1CACC0035,14.5
US1CACV0006,25.4
US1CACV0008,13.0
US1CADN0006,0.3
US1CADN0007,1.8
US1CADN0008,0.3
US1CADN0011,0.0
US1CAED0003,3.0
US1CAED0011,0.0
US1CAED0012,4.8
US1CAED0017,5.1
US1CAED0020,1.0
US1CAED0021,1.3
US1CAED0023,2.0
US1CAFR0002,40.9
US1CAFR0005,45.7
US1CAFR0006,20.8
US1CAFR0008,19.6
US1CAFR0009,46.0
US1CAFR0013,36.3
US1CAFR0014,23.1
US1CAFR0020,24.6
US1CAFR0021,25.4
US1CAFR0022,27.9
US1CAHM0001,5.6
US1CAHM0004,3.0
US1CAHM0005,3.3
US1CAHM0006,0.5
US1CAHM0007,0.0
US1CAHM0009,1.0
US1CAHM0014,0.0
US1CAHM0016,0.0
US1CAHM0021,4.3
US1CAHM0022,1.8
US1CAHM0026,0.0
US1CAHM0029,0.0
US1CAHM0030,0.0
US1CAHM0035,0.0
US1CAHM0037,3.3
US1CAHM0038,0.5
US1CAHM0039,2.3
US1CAHM0041,0.0
US1CAHM0044,0.0
US1CAHM0046,0.8
US1CAHM0047,0.0
US1CAHM0048,6.6
US1CAHM0051,1.0
US1CAHM0052,0.0
US1CAHM0056,0.0
US1CAHM0060,0.5
US1CAHM0063,4.1
US1CAHM0065,0.0
US1CAIN0002,16.0
US1CAIN0004,10.7
US1CAIN0005,13.5
US1CAIN0007,11.2
US1CAIN0009,13.5
US1CAIN0010,12.2
US1CAIN0011,11.2
US1CAIN0012,10.4
US1CAKG0001,7.4
US1CAKG0003,6.6
US1CAKG0004,10.7
US1CAKG0005,10.4
US1CAKN0001,7.1
US1CAKN0003,8.9
US1CAKN0005,4.1
US1CAKN0013,4.1
US1CAKN0017,14.0
US1CAKN0021,8.9
US1CAKN0022,4.8
US1CAKN0026,24.1
US1CALA0001,2.3
US1CALA0003,3.6
US1CALA0005,11.9
US1CALA0008,3.8
US1CALA0009,1.8
US1CALA0010,2.8
US1CALA0011,1.5
US1CALA0014,4.1
US1CALA0015,3.8
US1CALA0021,8.9
US1CALA0023,1.8
US1CALA0031,1.0
US1CALA0036,6.4
US1CALA0038,1.5
US1CALA0043,6.4
US1CALA0044,5.1
US1CALA0046,7.1
US1CALA0048,1.0
US1CALA0049,5.3
US1CALA0051,0.0
US1CALA0057,2.3
US1CALA0059,1.5
US1CALA0060,0.8
US1CALA0063,11.7
US1CALA0064,4.3
US1CALA0066,0.0
US1CALA0067,0.3
US1CALK0008,0.0
US1CALK0009,0.0
US1CALK0013,0.0
US1CALS0001,0.0
US1CALS0002,0.0
US1CALS0006,0.0
US1CAMA0001,23.1
US1CAMA0002,47.0
US1CAMA0003,28.2
US1CAMA0004,60.2
US1CAMA0005,48.5
US1CAMA0006,31.8
US1CAMA0007,56.4
US1CAMA0008,15.2
US1CAMD0001,0.0
US1CAMD0003,0.0
US1CAMD0009,0.0
US1CAMD0014,0.0
US1CAMD0016,0.0
US1CAMD0017,0.0
US1CAMD0021,0.0
US1CAMD0022,0.0
US1CAMD0026,0.0
US1CAMD0029,0.0
US1CAME0004,40.4
US1CAMN0001,6.6
US1CAMP0001,27.4
US1CAMP0002,44.7
