station,2018-01-01_x,2018-01-02_x,2018-01-03_x,2018-01-04_x,2018-01-05_x,2018-01-06_x,2018-01-07_x,2018-01-08_x,2018-01-09_x,2018-01-10_x,2018-01-11_x,2018-01-12_x,2018-01-13_x,2018-01-14_x,2018-01-15_x,2018-01-16_x,2018-01-17_x,2018-01-18_x,2018-01-19_x,2018-01-20_x,2018-01-21_x,2018-01-22_x,2018-01-23_x,2018-01-24_x,2018-01-25_x,2018-01-26_x,2018-01-27_x,2018-01-28_x,2018-01-29_x,2018-01-30_x,2018-01-31_x,2018-02-01_x,2018-02-02_x,2018-02-03_x,2018-02-04_x,2018-02-05_x,2018-02-06_x,2018-02-07_x,2018-02-08_x,2018-02-09_x,2018-02-10_x,2018-02-11_x,2018-02-12_x,2018-02-13_x,2018-02-14_x,2018-02-15_x,2018-02-16_x,2018-02-17_x,2018-02-18_x,2018-02-19_x,2018-02-20_x,2018-02-21_x,2018-02-22_x,2018-02-23_x,2018-02-24_x,2018-02-25_x,2018-02-26_x,2018-02-27_x,2018-02-28_x,2018-03-01_x,2018-03-02_x,2018-03-03_x,2018-03-04_x,2018-03-05_x,2018-03-06_x,2018-03-07_x,2018-03-08_x,2018-03-09_x,2018-03-10_x,2018-03-11_x,2018-03-12_x,2018-03-13_x,2018-03-14_x,2018-03-15_x,2018-03-16_x,2018-03-17_x,2018-03-18_x,2018-03-19_x,2018-03-20_x,2018-03-21_x,2018-03-22_x,2018-03-23_x,2018-03-24_x,2018-03-25_x,2018-03-26_x,2018-03-27_x,2018-03-28_x,2018-03-29_x,2018-03-30_x,2018-03-31_x,2018-04-01_x,2018-04-02_x,2018-04-03_x,2018-04-04_x,2018-04-05_x,2018-04-06_x,2018-04-07_x,2018-04-08_x,2018-04-09_x,2018-04-10_x,2018-04-11_x,2018-04-12_x,2018-04-13_x,2018-04-14_x,2018-04-15_x,2018-04-16_x,2018-04-17_x,2018-04-18_x,2018-04-19_x,2018-04-20_x,2018-04-21_x,2018-04-22_x,2018-04-23_x,2018-04-24_x,2018-04-25_x,2018-04-26_x,2018-04-27_x,2018-04-28_x,2018-04-29_x,2018-04-30_x,2018-05-01_x,2018-05-02_x,2018-05-03_x,2018-05-04_x,2018-05-05_x,2018-05-06_x,2018-05-07_x,2018-05-08_x,2018-05-09_x,2018-05-10_x,2018-05-11_x,2018-05-12_x,2018-05-13_x,2018-05-14_x,2018-05-15_x,2018-05-16_x,2018-05-17_x,2018-05-18_x,2018-05-19_x,2018-05-20_x,2018-05-21_x,2018-05-22_x,2018-05-23_x,2018-05-24_x,2018-05-25_x,2018-05-26_x,2018-05-27_x,2018-05-28_x,2018-05-29_x,2018-05-30_x,2018-05-31_x,2018-06-01_x,2018-06-02_x,2018-06-03_x,2018-06-04_x,2018-06-05_x,2018-06-06_x,2018-06-07_x,2018-06-08_x,2018-06-09_x,2018-06-10_x,2018-06-11_x,2018-06-12_x,2018-06-13_x,2018-06-14_x,2018-06-15_x,2018-06-16_x,2018-06-17_x,2018-06-18_x,2018-06-19_x,2018-06-20_x,2018-06-21_x,2018-06-22_x,2018-06-23_x,2018-06-24_x,2018-06-25_x,2018-06-26_x,2018-06-27_x,2018-06-28_x,2018-06-29_x,2018-06-30_x,2018-07-01_x,2018-07-02_x,2018-07-03_x,2018-07-04_x,2018-07-05_x,2018-07-06_x,2018-07-07_x,2018-07-08_x,2018-07-09_x,2018-07-10_x,2018-07-11_x,2018-07-12_x,2018-07-13_x,2018-07-14_x,2018-07-15_x,2018-07-16_x,2018-07-17_x,2018-07-18_x,2018-07-19_x,2018-07-20_x,2018-07-21_x,2018-07-22_x,2018-07-23_x,2018-07-24_x,2018-07-25_x,2018-07-26_x,2018-07-27_x,2018-07-28_x,2018-07-29_x,2018-07-30_x,2018-07-31_x,2018-08-01_x,2018-08-02_x,2018-08-03_x,2018-08-04_x,2018-08-05_x,2018-08-06_x,2018-08-07_x,2018-08-08_x,2018-08-09_x,2018-08-10_x,2018-08-11_x,2018-08-12_x,2018-08-13_x,2018-08-14_x,2018-08-15_x,2018-08-16_x,2018-08-17_x,2018-08-18_x,2018-08-19_x,2018-08-20_x,2018-08-21_x,2018-08-22_x,2018-08-23_x,2018-08-24_x,2018-08-25_x,2018-08-26_x,2018-08-27_x,2018-08-28_x,2018-08-29_x,2018-08-30_x,2018-08-31_x,2018-09-01_x,2018-09-02_x,2018-09-03_x,2018-09-04_x,2018-09-05_x,2018-09-06_x,2018-09-07_x,2018-09-08_x,2018-09-09_x,2018-09-10_x,2018-09-11_x,2018-09-12_x,2018-09-13_x,2018-09-14_x,2018-09-15_x,2018-09-16_x,2018-09-17_x,2018-09-18_x,2018-09-19_x,2018-09-20_x,2018-09-21_x,2018-09-22_x,2018-09-23_x,2018-09-24_x,2018-09-25_x,2018-09-26_x,2018-09-27_x,2018-09-28_x,2018-09-29_x,2018-09-30_x,2018-10-01_x,2018-10-02_x,2018-10-03_x,2018-10-04_x,2018-10-05_x,2018-10-06_x,2018-10-07_x,2018-10-08_x,2018-10-09_x,2018-10-10_x,2018-10-11_x,2018-10-12_x,2018-10-13_x,2018-10-14_x,2018-10-15_x,2018-10-16_x,2018-10-17_x,2018-10-18_x,2018-10-19_x,2018-10-20_x,2018-10-21_x,2018-10-22_x,2018-10-23_x,2018-10-24_x,2018-10-25_x,2018-10-26_x,2018-10-27_x,2018-10-28_x,2018-10-29_x,2018-10-30_x,2018-10-31_x,2018-11-01_x,2018-11-02_x,2018-11-03_x,2018-11-04_x,2018-11-05_x,2018-11-06_x,2018-11-07_x,2018-11-08_x,2018-11-09_x,2018-11-10_x,2018-11-11_x,2018-11-12_x,2018-11-13_x,2018-11-14_x,2018-11-15_x,2018-11-16_x,2018-11-17_x,2018-11-18_x,2018-11-19_x,2018-11-20_x,2018-11-21_x,2018-11-22_x,2018-11-23_x,2018-11-24_x,2018-11-25_x,2018-11-26_x,2018-11-27_x,2018-11-28_x,2018-11-29_x,2018-11-30_x,2018-12-01_x,2018-12-02_x,2018-12-03_x,2018-12-04_x,2018-12-05_x,2018-12-06_x,2018-12-07_x,2018-12-08_x,2018-12-09_x,2018-12-10_x,2018-12-11_x,2018-12-12_x,2018-12-13_x,2018-12-14_x,2018-12-15_x,2018-12-16_x,2018-12-17_x,2018-12-18_x,2018-12-19_x,2018-12-20_x,2018-12-21_x,2018-12-22_x,2018-12-23_x,2018-12-24_x,2018-12-25_x,2018-12-26_x,2018-12-27_x,2018-12-28_x,2018-12-29_x,2018-12-30_x,2018-12-31_x,2018-01-01_y,2018-01-02_y,2018-01-03_y,2018-01-04_y,2018-01-05_y,2018-01-06_y,2018-01-07_y,2018-01-08_y,2018-01-09_y,2018-01-10_y,2018-01-11_y,2018-01-12_y,2018-01-13_y,2018-01-14_y,2018-01-15_y,2018-01-16_y,2018-01-17_y,2018-01-18_y,2018-01-19_y,2018-01-20_y,2018-01-21_y,2018-01-22_y,2018-01-23_y,2018-01-24_y,2018-01-25_y,2018-01-26_y,2018-01-27_y,2018-01-28_y,2018-01-29_y,2018-01-30_y,2018-01-31_y,2018-02-01_y,2018-02-02_y,2018-02-03_y,2018-02-04_y,2018-02-05_y,2018-02-06_y,2018-02-07_y,2018-02-08_y,2018-02-09_y,2018-02-10_y,2018-02-11_y,2018-02-12_y,2018-02-13_y,2018-02-14_y,2018-02-15_y,2018-02-16_y,2018-02-17_y,2018-02-18_y,2018-02-19_y,2018-02-20_y,2018-02-21_y,2018-02-22_y,2018-02-23_y,2018-02-24_y,2018-02-25_y,2018-02-26_y,2018-02-27_y,2018-02-28_y,2018-03-01_y,2018-03-02_y,2018-03-03_y,2018-03-04_y,2018-03-05_y,2018-03-06_y,2018-03-07_y,2018-03-08_y,2018-03-09_y,2018-03-10_y,2018-03-11_y,2018-03-12_y,2018-03-13_y,2018-03-14_y,2018-03-15_y,2018-03-16_y,2018-03-17_y,2018-03-18_y,2018-03-19_y,2018-03-20_y,2018-03-21_y,2018-03-22_y,2018-03-23_y,2018-03-24_y,2018-03-25_y,2018-03-26_y,2018-03-27_y,2018-03-28_y,2018-03-29_y,2018-03-30_y,2018-03-31_y,2018-04-01_y,2018-04-02_y,2018-04-03_y,2018-04-04_y,2018-04-05_y,2018-04-06_y,2018-04-07_y,2018-04-08_y,2018-04-09_y,2018-04-10_y,2018-04-11_y,2018-04-12_y,2018-04-13_y,2018-04-14_y,2018-04-15_y,2018-04-16_y,2018-04-17_y,2018-04-18_y,2018-04-19_y,2018-04-20_y,2018-04-21_y,2018-04-22_y,2018-04-23_y,2018-04-24_y,2018-04-25_y,2018-04-26_y,2018-04-27_y,2018-04-28_y,2018-04-29_y,2018-04-30_y,2018-05-01_y,2018-05-02_y,2018-05-03_y,2018-05-04_y,2018-05-05_y,2018-05-06_y,2018-05-07_y,2018-05-08_y,2018-05-09_y,2018-05-10_y,2018-05-11_y,2018-05-12_y,2018-05-13_y,2018-05-14_y,2018-05-15_y,2018-05-16_y,2018-05-17_y,2018-05-18_y,2018-05-19_y,2018-05-20_y,2018-05-21_y,2018-05-22_y,2018-05-23_y,2018-05-24_y,2018-05-25_y,2018-05-26_y,2018-05-27_y,2018-05-28_y,2018-05-29_y,2018-05-30_y,2018-05-31_y,2018-06-01_y,2018-06-02_y,2018-06-03_y,2018-06-04_y,2018-06-05_y,2018-06-06_y,2018-06-07_y,2018-06-08_y,2018-06-09_y,2018-06-10_y,2018-06-11_y,2018-06-12_y,2018-06-13_y,2018-06-14_y,2018-06-15_y,2018-06-16_y,2018-06-17_y,2018-06-18_y,2018-06-19_y,2018-06-20_y,2018-06-21_y,2018-06-22_y,2018-06-23_y,2018-06-24_y,2018-06-25_y,2018-06-26_y,2018-06-27_y,2018-06-28_y,2018-06-29_y,2018-06-30_y,2018-07-01_y,2018-07-02_y,2018-07-03_y,2018-07-04_y,2018-07-05_y,2018-07-06_y,2018-07-07_y,2018-07-08_y,2018-07-09_y,2018-07-10_y,2018-07-11_y,2018-07-12_y,2018-07-13_y,2018-07-14_y,2018-07-15_y,2018-07-16_y,2018-07-17_y,2018-07-18_y,2018-07-19_y,2018-07-20_y,2018-07-21_y,2018-07-22_y,2018-07-23_y,2018-07-24_y,2018-07-25_y,2018-07-26_y,2018-07-27_y,2018-07-28_y,2018-07-29_y,2018-07-30_y,2018-07-31_y,2018-08-01_y,2018-08-02_y,2018-08-03_y,2018-08-04_y,2018-08-05_y,2018-08-06_y,2018-08-07_y,2018-08-08_y,2018-08-09_y,2018-08-10_y,2018-08-11_y,2018-08-12_y,2018-08-13_y,2018-08-14_y,2018-08-15_y,2018-08-16_y,2018-08-17_y,2018-08-18_y,2018-08-19_y,2018-08-20_y,2018-08-21_y,2018-08-22_y,2018-08-23_y,2018-08-24_y,2018-08-25_y,2018-08-26_y,2018-08-27_y,2018-08-28_y,2018-08-29_y,2018-08-30_y,2018-08-31_y,2018-09-01_y,2018-09-02_y,2018-09-03_y,2018-09-04_y,2018-09-05_y,2018-09-06_y,2018-09-07_y,2018-09-08_y,2018-09-09_y,2018-09-10_y,2018-09-11_y,2018-09-12_y,2018-09-13_y,2018-09-14_y,2018-09-15_y,2018-09-16_y,2018-09-17_y,2018-09-18_y,2018-09-19_y,2018-09-20_y,2018-09-21_y,2018-09-22_y,2018-09-23_y,2018-09-24_y,2018-09-25_y,2018-09-26_y,2018-09-27_y,2018-09-28_y,2018-09-29_y,2018-09-30_y,2018-10-01_y,2018-10-02_y,2018-10-03_y,2018-10-04_y,2018-10-05_y,2018-10-06_y,2018-10-07_y,2018-10-08_y,2018-10-09_y,2018-10-10_y,2018-10-11_y,2018-10-12_y,2018-10-13_y,2018-10-14_y,2018-10-15_y,2018-10-16_y,2018-10-17_y,2018-10-18_y,2018-10-19_y,2018-10-20_y,2018-10-21_y,2018-10-22_y,2018-10-23_y,2018-10-24_y,2018-10-25_y,2018-10-26_y,2018-10-27_y,2018-10-28_y,2018-10-29_y,2018-10-30_y,2018-10-31_y,2018-11-01_y,2018-11-02_y,2018-11-03_y,2018-11-04_y,2018-11-05_y,2018-11-06_y,2018-11-07_y,2018-11-08_y,2018-11-09_y,2018-11-10_y,2018-11-11_y,2018-11-12_y,2018-11-13_y,2018-11-14_y,2018-11-15_y,2018-11-16_y,2018-11-17_y,2018-11-18_y,2018-11-19_y,2018-11-20_y,2018-11-21_y,2018-11-22_y,2018-11-23_y,2018-11-24_y,2018-11-25_y,2018-11-26_y,2018-11-27_y,2018-11-28_y,2018-11-29_y,2018-11-30_y,2018-12-01_y,2018-12-02_y,2018-12-03_y,2018-12-04_y,2018-12-05_y,2018-12-06_y,2018-12-07_y,2018-12-08_y,2018-12-09_y,2018-12-10_y,2018-12-11_y,2018-12-12_y,2018-12-13_y,2018-12-14_y,2018-12-15_y,2018-12-16_y,2018-12-17_y,2018-12-18_y,2018-12-19_y,2018-12-20_y,2018-12-21_y,2018-12-22_y,2018-12-23_y,2018-12-24_y,2018-12-25_y,2018-12-26_y,2018-12-27_y,2018-12-28_y,2018-12-29_y,2018-12-30_y,2018-12-31_y,lat,lon,elev,name
US1CAAL0001,0.0,0.0,0.0,14.7,1.3,12.4,0.0,11.7,67.1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.8,0.0,0.0,11.7,5.6,0.0,11.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.4,0.0,26.4,23.9,6.9,3.0,0.0,0.0,0.0,5.6,0.0,0.0,0.3,0.0,3.3,16.5,9.1,14.7,0.0,0.0,0.0,0.0,24.4,19.3,5.6,2.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,90.7,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,23.4,31.8,18.0,0.0,0.0,0.0,5.3,39.9,10.4,6.4,2.3,0.0,0.0,7.6,1.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,3.3,0.0,0.3,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.3,12.4,0.0,11.7,67.1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.8,0.0,0.0,11.7,5.6,0.0,11.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.4,0.0,26.4,23.9,6.9,3.0,0.0,0.0,0.0,5.6,0.0,0.0,0.3,0.0,3.3,16.5,9.1,14.7,0.0,0.0,0.0,0.0,24.4,19.3,5.6,2.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,90.7,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,23.4,31.8,18.0,0.0,0.0,0.0,5.3,39.9,10.4,6.4,2.3,0.0,0.0,7.6,1.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,3.3,0.0,0.3,15.7,0.0,0.0,0.0,0.0,0.0,0.0,37.8123,-122.216,113.4,CA PIEDMONT 1.0 SE                             
US1CAAL0003,0.0,0.0,0.0,14.2,0.5,9.7,0.0,20.6,43.4,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.5,0.0,9.7,1.3,0.0,11.7,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,9.1,0.0,8.4,22.1,9.9,5.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.9,7.6,3.8,14.5,5.3,4.8,0.0,0.5,11.2,22.6,5.1,1.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,54.6,0.3,0.0,0.0,0.0,5.8,0.0,0.0,0.0,4.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,26.2,18.8,34.0,0.0,0.0,0.0,3.8,10.7,12.7,7.6,7.1,0.0,0.0,5.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,18.5,0.0,0.0,0.0,0.8,1.3,0.0,0.5,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.5,9.7,0.0,20.6,43.4,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.5,0.0,9.7,1.3,0.0,11.7,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,9.1,0.0,8.4,22.1,9.9,5.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.9,7.6,3.8,14.5,5.3,4.8,0.0,0.5,11.2,22.6,5.1,1.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,54.6,0.3,0.0,0.0,0.0,5.8,0.0,0.0,0.0,4.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,26.2,18.8,34.0,0.0,0.0,0.0,3.8,10.7,12.7,7.6,7.1,0.0,0.0,5.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,18.5,0.0,0.0,0.0,0.8,1.3,0.0,0.5,23.4,0.0,0.0,0.0,0.0,0.0,0.0,37.7169,-122.0585,163.4,CA CASTRO VALLEY 0.4 NNE                       
