Year,Fire Name,Alarm Date,Containment Date,Duration (Days),Cause,Acres,Area,Perimeter
2022,BORDER 27,2022-07-17,2022-07-18,1.0,Unknown / Unidentified,98.14726,561288.5234375,5446.46718821948
2022,BORDER 26,2022-07-17,2022-07-17,0.0,Arson,4.541373,25957.8359375,630.589312172271
2022,BORDER 21,2022-07-03,2022-07-03,0.0,Unknown / Unidentified,8.020247,45829.234375,1325.69853040465
2022,CASNER,2022-09-27,2022-09-29,2.0,Equipment Use,178.2691,1030379.66015625,5348.0797555212
2022,BORDER 31,2022-08-19,2022-08-20,1.0,Unknown / Unidentified,14.64988,83814.53125,1972.87184671667
2022,BORDER 32,2022-08-31,2022-09-05,5.0,Unknown / Unidentified,4456.34,25487012.3867188,47412.1951916043
2022,CAESAR,2022-09-05,2022-09-05,0.0,Vehicle,47.70462,275637.65625,3112.51459813348
2022,ALPINE,2022-03-01,2022-03-01,0.0,Arson,18.43938,121889.828125,1543.84471952045
2022,JIM,2022-03-02,2022-03-27,25.0,Unknown / Unidentified,552.538,3239249.24609375,9079.28066547885
2022,BARNEY,2022-03-11,2022-04-14,34.0,Miscellaneous,31.46449,222635.18359375,2544.92211518185
2022,GOLDEN,2022-05-20,2022-05-31,11.0,Miscellaneous,19.4423,132051.171875,3044.2500591894
2022,BOUQUET,2022-05-30,2022-06-05,6.0,Unknown / Unidentified,48.40139,289601.88671875,3688.36881724839
2022,GRAHAM,2022-06-10,2022-06-17,7.0,Unknown / Unidentified,177.4989,1227295.2265625,10425.4043692424
2022,SHEEP,2022-06-12,2022-06-19,7.0,Unknown / Unidentified,865.1371,5151012.94921875,15607.5096815576
2022,WAGON TRAIN,2022-05-22,2022-05-26,4.0,Miscellaneous,10.86248,64487.75,1724.50028500664
2022,SIERRA,2022-06-15,2022-06-16,1.0,Unknown / Unidentified,10.23126,61185.80859375,2138.47842377465
2022,CASUSE ,2022-07-03,2022-07-04,1.0,Unknown / Unidentified,29.26842,213615.55078125,2567.56456156403
2022,MCKINNEY,2022-07-29,2022-11-11,105.0,Unknown / Unidentified,60102.26,438181343.507813,227045.438395449
2022,YETI,2022-07-30,2022-09-03,35.0,Unknown / Unidentified,7886.011,57542116.0078125,50192.0137125042
2022,KELSEY,2022-07-31,2022-08-24,24.0,Unknown / Unidentified,84.64411,613775.14453125,6689.77218010559
2022,MCGINTY,2022-08-04,2022-08-07,3.0,Lightning,48.1479,351251.48046875,2750.55966283076
2022,AMMON,2022-08-05,2022-09-06,32.0,Unknown / Unidentified,11464.9,81126625.4179688,64551.6567668991
2022,CAMPBELL,2022-08-05,2022-09-09,35.0,Unknown / Unidentified,30132.85,213957954.304688,118434.522970768
2022,WISHON,2022-08-15,2022-08-29,14.0,Unknown / Unidentified,317.8171,1977380.82421875,8514.47292483156
2022,BRONCO,2022-08-17,2022-08-22,5.0,Miscellaneous,89.57446,531916.18359375,3281.96494666824
2022,EAST,2022-08-25,2022-09-11,17.0,Unknown / Unidentified,147.6624,876444.6484375,5256.76370804369
2022,GULCH,2022-08-29,2022-09-11,13.0,Unknown / Unidentified,113.4179,672409.1328125,6612.41810657681
2022,VALLEY,2022-08-22,2022-09-10,19.0,Unknown / Unidentified,188.4808,1084171.2109375,7241.36529321779
2022,PLUM,2022-08-11,2022-08-22,11.0,Miscellaneous,12.28059,83405.36328125,3387.9325583904
2022,RADFORD ,2022-09-05,2022-11-09,65.0,Miscellaneous,1079.279,6402730.73828125,21766.9964271617
2022,MOSQUITO,2022-09-07,2022-10-22,45.0,Miscellaneous,76771.45,515461760.589844,273643.950755875
2022,BARNES,2022-09-07,2022-11-01,55.0,Lightning,5840.575,42656929.6679688,64728.5560528281
2022,BIG BAR,2022-10-12,2022-10-23,11.0,Unknown / Unidentified,11.87628,85110.08203125,1256.73268485189
2022,NAVAJO,2022-05-08,2022-05-18,10.0,Miscellaneous,31.54411,192452.015625,2313.23018601416
2022,PAYMASTER,2022-03-08,2022-03-11,3.0,Miscellaneous,15.13918,101535.41015625,2051.83948679762
2022,GEORGE,2022-08-11,2022-08-24,13.0,Unknown / Unidentified,13.57013,98586.47265625,1411.99564781505
2022,WILLOW,2022-08-04,2022-08-07,3.0,Lightning,35.42039,258266.18359375,2371.88002151587
2022,CACTUS ,2022-04-30,2022-05-08,8.0,Miscellaneous,26.48567,157403.82421875,3050.36526489031
2022,CHERRY,2022-06-13,2022-06-14,1.0,Unknown / Unidentified,14.31055,85623.08984375,1853.3293598586
2022,MANZANITA,2022-09-23,2022-09-30,7.0,Miscellaneous,26.86633,159238.71875,2297.42128144616
2022,SMOKEY,2022-08-04,2022-08-09,5.0,Unknown / Unidentified,33.67451,246744.8671875,2102.00106620263
2022,ELIZA,2022-09-09,2022-09-16,7.0,Unknown / Unidentified,19.21475,139965.5,2655.26348641279
2022,CASTILE,2022-05-10,2022-05-11,1.0,Miscellaneous,9.858478,57912.73046875,984.837124005183
2022,POWER,2022-10-23,2022-10-26,3.0,Powerline,21.0131,138458.44140625,2004.5852457232
2022,BRANSTETTER,2022-08-31,2022-08-31,0.0,Campfire,33.77932,236878.12109375,2275.39158562303
2022,PETER,2022-07-14,2022-07-20,6.0,Structure,303.67,2124521.296875,10686.4402314811
2022,HOBBY,2022-10-06,2022-10-06,0.0,Unknown / Unidentified,12.32455,86329.5078125,1422.4337992941
2022,FLANAGAN,2022-03-04,2022-03-04,0.0,Debris,88.68606,624491.6015625,3514.1562313306
2022,WINEMAN,2022-06-19,2022-06-19,0.0,Arson,56.78185,343231.58203125,3863.33375409006
2022,CAMINO,2022-06-28,2022-07-04,6.0,Miscellaneous,386.9821,2347357.546875,12143.276958352
2022,TEFT,2022-07-15,2022-07-17,2.0,Vehicle,25.53244,154433.94140625,3046.94206548245
2022,PRICE,2022-01-01,2022-01-01,0.0,Campfire,0.06728618,408.3359375,80.8627515888373
2022,MEADOW,2022-07-19,2022-07-19,0.0,Equipment Use,16.55005,111257.640625,2095.72368104482
2022,ESTRELLA,2022-03-23,2022-03-23,0.0,Powerline,1.968684,12101.2421875,534.185980023827
2022,WILSON,2022-04-28,2022-04-28,0.0,Debris,1.261111,7700.94140625,500.546723504276
2022,BENITO,2022-09-14,2022-09-15,1.0,Unknown / Unidentified,89.9549,570010.44140625,3390.52282329522
2022,EAGLE,2022-06-06,2022-06-06,0.0,Unknown / Unidentified,49.81456,306423.265625,2713.00592428413
2022,LOPEZ,2022-06-06,2022-06-10,4.0,Miscellaneous,16.42301,99875.1328125,2598.68563160767
2022,TOPAZ,2022-06-10,2022-06-10,0.0,Miscellaneous,3.162654,19293.359375,595.120315485072
2022,MARIA,2022-06-21,2022-06-21,0.0,Miscellaneous,1.397867,8447.97265625,468.498888306004
2022,CANYON,2022-04-06,2022-04-06,0.0,Miscellaneous,2.593182,15407.35546875,645.217796364835
2022,BARREL,2022-06-29,2022-06-30,1.0,Miscellaneous,7.608925,45513.296875,1584.63298497674
2022,CUT OFF,2022-07-10,2022-07-10,0.0,Unknown / Unidentified,2.501228,14755.64453125,901.81659764373
2022,HUGHES,2022-08-06,2022-08-06,0.0,Vehicle,7.944128,47749.11328125,1204.86300003396
2022,SYCAMORE,2022-02-10,2022-02-11,1.0,Unknown / Unidentified,3.735543,22052.17578125,1130.49981314723
2022,SAM,2022-08-10,2022-08-11,1.0,Unknown / Unidentified,125.3294,753342.03515625,6504.56126241821
2022,QUAIL,2022-08-17,2022-08-18,1.0,Unknown / Unidentified,60.45229,360946.04296875,4126.2223006563
2022,RIDGE,2022-08-18,2022-08-19,1.0,Unknown / Unidentified,4.834825,28648.2421875,978.568954557221
2022,TIERRA,2022-08-17,2022-08-17,0.0,Unknown / Unidentified,2.101613,12569.51171875,718.012932041454
2022,ROUTE,2022-08-31,2022-09-07,7.0,Unknown / Unidentified,5227.923,31259236.4570313,32350.6960298258
2022,MUNZ,2022-09-13,2022-09-14,1.0,Unknown / Unidentified,1.847821,11081.2265625,461.619076099197
2022,CHESEBORO,2022-09-07,2022-09-08,1.0,Unknown / Unidentified,1.093091,6529.66015625,350.443293916413
2022,LOBO,2022-09-24,2022-09-25,1.0,Unknown / Unidentified,10.79503,63953.0078125,1397.11626360272
2022,OAKWILDE,2022-10-01,2022-10-02,1.0,Vehicle,2.106468,12509.70703125,621.934847321627
2022,PYRAMID,2022-10-21,2022-10-22,1.0,Vehicle,6.758175,40658.81640625,946.095224887192
2022,CANYON,2022-06-17,2022-06-17,0.0,Arson,17.27645,104430.32421875,1692.94305155742
2022,WINDWOOD,2022-07-29,2022-07-29,0.0,Vehicle,6.372824,39090.9296875,1166.86809574122
2022,ROSA,2022-09-06,2022-09-06,0.0,Miscellaneous,16.23023,99537.95703125,1724.07338664972
2022,BULL,2022-05-24,2022-05-25,1.0,Equipment Use,50.92991,307818.24609375,2364.37483948829
2022,SUEY,2022-05-22,2022-05-24,2.0,Equipment Use,15.09703,91316.41796875,1537.39289774296
2022,FAIRVIEW,2022-07-08,2022-07-10,2.0,Powerline,11.73994,75324.45703125,1483.4894677381
2022,HARBISON 2,2022-07-12,2022-07-13,1.0,Equipment Use,26.85744,154247.984375,2151.5229099189
2022,WATT,2022-10-15,2022-10-21,6.0,Powerline,42.42685,282640.80859375,2502.24992540372
2022,OLD,2022-05-31,2022-06-03,3.0,Unknown / Unidentified,375.9125,2479537.953125,9589.11507875574
2022,ROBLAR,2022-06-27,2022-06-27,0.0,Equipment Use,63.26585,416540.93359375,2972.31854291146
2022,FAIRVIEW,2022-09-06,2022-09-30,24.0,Unknown / Unidentified,28097.87,164597174.542969,150836.612228821
2022,ESTATES,2022-07-17,2022-07-17,0.0,Aircraft,0.7762036,5163.34375,291.061197519163
2022,SNOW,2022-06-17,2022-07-02,15.0,Campfire,24.0517,156038.6953125,4109.08073506149
2022,ELK TRAIL,2022-05-26,2022-05-31,5.0,Arson,414.1108,2448922.37890625,13620.1671373628
2022,WASHBURN,2022-07-07,2022-09-30,85.0,Arson,4886.124,31490865.8828125,50856.3016670919
2022,RED,2022-08-04,2022-11-06,94.0,Lightning,8432.419,54552181.0117188,125075.917279378
2022,RODGERS,2022-08-08,2022-11-06,90.0,Lightning,2839.684,18516447.2578125,68655.6861481746
2022,AVALANCHE,2022-07-18,2022-11-10,115.0,Lightning,28.92503,182801.78515625,1769.03953330865
2022,SUMMIT,2022-08-03,2022-10-19,77.0,Lightning,1394.44,8711427.30859375,19421.3534160103
2022,ASPEN,2022-09-04,2022-09-30,26.0,Arson,25.89259,168280.921875,2220.34768578986
2022,ALL AMERICAN,2022-07-05,2022-07-09,4.0,Unknown / Unidentified,25.00471,143667.234375,5321.61110022304
2022,LONESTAR,2022-07-13,2022-07-13,0.0,Unknown / Unidentified,18.62858,106465.87109375,1370.49551169863
2022,BECKWITH,2022-06-27,2022-07-02,5.0,Unknown / Unidentified,274.1842,1775047.1171875,9225.81095173146
2022,CA-WSF-22000274 GRAYSON,2022-04-10,2022-04-10,0.0,Campfire,182.0349,1174468.08984375,7407.26305840323
2022,SIXTY,2022-07-30,2022-07-30,0.0,Escaped Prescribed Burn,21.09291,143312.8515625,2580.42885994331
2022,WILLOW 9,2022-11-16,2022-11-17,1.0,Structure,8.228877,47217.6171875,1167.50221572922
2022,WILLOW 8,2022-10-20,2022-10-20,0.0,Unknown / Unidentified,1.318015,7560.44140625,532.615906243617
2022,FURY,2022-09-08,2022-09-08,0.0,Unknown / Unidentified,1.715104,9838.046875,573.35982855852
2022,WOLFSEN,2022-07-08,2022-07-08,0.0,Vehicle,25.11741,160568.88671875,2880.66658878488
2022,POINT,2022-07-27,2022-07-27,0.0,Vehicle,58.67502,384496.4296875,3468.32858444699
2022,SANDY,2022-09-09,2022-09-09,0.0,Vehicle,27.54214,175909.30859375,4353.80985101064
2022,FIVE,2022-03-23,2022-03-23,0.0,Unknown / Unidentified,0.6094487,3484.375,288.321904204348
2022,HOWARD 2,2022-10-08,2022-10-10,2.0,Miscellaneous,74.61489,446285.13671875,3865.43863760535
2022,LYNN,2022-11-17,2022-11-17,0.0,Unknown / Unidentified,5.761822,34135.40625,955.768274115015
2022,ANA,2022-08-25,2022-08-25,0.0,Unknown / Unidentified,1.841502,10971.171875,475.320945563942
2022,CHAMBERS,2022-03-16,2022-03-17,1.0,Unknown / Unidentified,1.547286,9217.69140625,537.691346785829
2022,MOON,2022-08-14,2022-08-14,0.0,Unknown / Unidentified,1.424808,8444.23828125,452.799309274793
2022,TEXAS,2022-09-09,2022-09-10,1.0,Unknown / Unidentified,12.91249,89850.2578125,2061.55087958257
2022,ALEX,2022-07-31,2022-08-03,3.0,Unknown / Unidentified,150.4035,1100802.3671875,6500.41462508344
2022,TULARE,2022-07-25,2022-07-25,0.0,Vehicle,134.4698,929037.63671875,5645.7384679906
2022,RIVER,2022-10-25,2022-10-25,0.0,Campfire,98.25912,634321.265625,6145.23827956111
2022,LOST LAKE,2022-05-26,2022-06-05,10.0,Unknown / Unidentified,5856.573,34585556.4335938,41912.4240991908
2021,CALVERT,2021-03-01,2021-03-01,0.0,Escaped Prescribed Burn,257.8323,1638694.50390625,10145.6694378656
2021,MEISS,2021-04-05,2021-04-05,0.0,Debris,21.86377,159533.55859375,2282.70245243055
2021,REFUGE,2021-03-27,2021-03-29,2.0,Escaped Prescribed Burn,873.3917,6392786.796875,12370.0851729225
2021,BONNY COMPLEX,2021-01-19,2021-01-22,3.0,Miscellaneous,20.30736,129374.5859375,2331.54648284773
2021,FREEDOM,2021-01-19,2021-01-22,3.0,Powerline,33.25922,211295.828125,4130.55440998935
2021,PANTHER RIDGE,2021-01-19,2021-01-22,3.0,Powerline,19.72582,126036.86328125,2212.69514597106
2021,CHINA,2021-01-19,2021-01-21,2.0,Miscellaneous,21.93688,140121.828125,2424.06993897226
2021,BUTANO,2021-01-19,2021-01-21,2.0,Lightning,169.8688,1086456.98046875,5329.48883138192
2021,BLOOM,2021-01-19,2021-01-21,2.0,Miscellaneous,8.611075,54969.96484375,1321.45404079025
2021,GUNNISON,2021-05-08,2021-05-12,4.0,Equipment Use,548.9937,3775210.875,10415.3817753177
2021,FARMINGTON,2021-06-09,2021-06-11,2.0,Unknown / Unidentified,248.6175,1481024.2421875,9309.88025273752
2021,TURNOUT,2021-04-18,2021-04-25,7.0,Escaped Prescribed Burn,191.6513,1287947.625,11247.1127669004
2021,KIRK,2021-06-21,2021-06-22,1.0,Miscellaneous,23.05541,155760.015625,2163.52317024439
2021,TOMKI,2021-05-21,2021-05-24,3.0,Unknown / Unidentified,18.17299,123207.02734375,2539.83368808179
2021,ROUND,2021-06-08,2021-06-08,0.0,Unknown / Unidentified,1.699813,11905.72265625,611.304570087919
2021,1-4 BIZZ,2021-06-23,2021-06-25,2.0,Lightning,13.89517,97056.5390625,1569.62766427365
2021,4-3 PUMA,2021-06-24,2021-06-25,1.0,Lightning,132.4866,958271.46484375,6023.27570533782
2021,BESWICK,2021-06-28,2021-07-03,5.0,Unknown / Unidentified,118.0034,862439.53515625,7735.89314747984
2021,BROWNELL,2021-04-13,2021-04-13,0.0,Debris,4.151186,30385.9765625,1084.37911362191
2021,HOVEY,2021-05-05,2021-05-05,0.0,Debris,4.767107,34677.00390625,909.090361278243
2021,MARY,2021-04-22,2021-04-22,0.0,Escaped Prescribed Burn,4.059574,29278.5078125,994.964289023491
2021,MEAMBER,2021-05-30,2021-05-30,0.0,Debris,2.300643,16686,586.98360723836
2021,RANCH,2021-05-05,2021-05-05,0.0,Debris,1.678553,12076.01171875,594.355545335507
2021,STUHR,2021-06-05,2021-06-05,0.0,Miscellaneous,21.63566,138728.31640625,1600.12990133228
2021,PASEO,2021-06-25,2021-06-25,0.0,Equipment Use,37.56758,239502.04296875,3190.0512244466
2021,DIABLO,2021-07-11,2021-07-11,0.0,Unknown / Unidentified,127.659,828774.70703125,5690.56147149824
2021,PIERCY,2021-06-14,2021-06-14,0.0,Unknown / Unidentified,39.47499,252569.80078125,2560.51203476803
2021,KIRKER,2021-07-04,2021-07-04,0.0,Vehicle,83.55169,545069.58203125,4400.70592723132
2021,HARRIS,2021-07-06,2021-07-06,0.0,Unknown / Unidentified,16.39773,113554.92578125,1504.0781384675
2021,GULCH,2021-08-12,2021-08-13,1.0,Lightning,52.51308,377430.83984375,2460.31659999491
2021,ABERDEEN,2021-10-05,2021-10-08,3.0,Unknown / Unidentified,45.5523,289918.10546875,3357.53002905749
2021,CANNON,2021-07-14,2021-07-14,0.0,Arson,43.3417,301282.1875,2611.59010908605
2021,FORK,2021-07-17,2021-07-17,0.0,Miscellaneous,40.82636,281808.6875,3066.32921544234
2021,HIDING,2021-08-01,2021-08-02,1.0,Equipment Use,41.50576,290559.95703125,3147.13163947765
2021,CREEKSIDE,2021-07-12,2021-07-13,1.0,Miscellaneous,23.22825,162162.26953125,2484.7853362389
2021,MAXWELL,2021-10-05,2021-10-10,5.0,Arson,76.48464,538284.56640625,4057.04197218816
2021,COW,2021-06-20,2021-06-26,6.0,Equipment Use,761.1113,5340043.98828125,12304.1919128263
2021,ROCK,2021-06-15,2021-06-19,4.0,Equipment Use,107.1646,753830.9921875,4574.98440353208
2021,FAWN,2021-09-22,2021-09-29,7.0,Arson,8576.493,60482385.6523438,62296.7297385723
2021,BEALE,2021-06-13,2021-06-19,6.0,Powerline,201.303,1356606.36328125,7798.92422115634
2021,FIDDYMENT,2021-05-23,2021-05-23,0.0,Unknown / Unidentified,55.11501,368047.94921875,4411.86091615545
2021,HUTTO,2021-05-31,2021-05-31,0.0,Equipment Use,11.46257,77278.06640625,1489.5628142431
2021,LOMA,2021-08-08,2021-08-10,2.0,Equipment Use,12.10306,81916.9765625,1553.26251106946
2021,SPENCEVILLE,2021-05-31,2021-06-04,4.0,Unknown / Unidentified,21.81921,146961.2265625,1658.17746268687
2021,WISE,2021-05-19,2021-05-20,1.0,Powerline,18.2641,122304.390625,1544.1133844338
2021,GLEN,2021-08-11,2021-08-11,0.0,Vehicle,184.0656,1249403.33203125,6300.9410448101
2021,RIVER,2021-08-04,2021-08-13,9.0,Unknown / Unidentified,2618.794,17629432.4570313,30707.8141138647
2021,INTANKO,2021-06-08,2021-06-16,8.0,Unknown / Unidentified,938.9399,6318144.01953125,16870.9325031946
2021,FRENCHTOWN,2021-07-20,2021-07-22,2.0,Vehicle,54.10636,367060.6640625,3358.42318524242
2021,QUAIL,2021-05-12,2021-05-12,0.0,Miscellaneous,25.35059,171304.91796875,2361.26221961719
2021,SPRING,2021-06-12,2021-06-16,4.0,Equipment Use,18.20975,123101.984375,1789.66076896327
2021,WATT,2021-06-21,2021-06-23,2.0,Unknown / Unidentified,39.57343,263568.0546875,2825.32154609099
2021,SALMON,2021-05-01,2021-05-01,0.0,Unknown / Unidentified,31.73762,211634.4921875,2540.16888748237
2021,BELL,2021-05-20,2021-05-20,0.0,Equipment Use,18.61205,123299.015625,1628.98584384899
2021,GOOSE,2021-06-13,2021-06-13,0.0,Equipment Use,65.68092,432205.46484375,3444.84879245863
2021,BLACKSTONE,2021-06-21,2021-06-21,0.0,Miscellaneous,34.85899,231589.9921875,2143.97914215705
2021,STEINS,2021-06-26,2021-06-26,0.0,Miscellaneous,13.73235,91277.0078125,3142.99743847687
2021,LAWRENCE,2021-09-05,2021-09-05,0.0,Unknown / Unidentified,45.94286,304279.4921875,2553.26510581207
2021,SETTLERS,2021-05-19,2021-05-19,0.0,Equipment Use,45.35123,300596.44140625,3378.57539756287
2021,PINE,2021-06-23,2021-06-23,0.0,Equipment Use,50.93539,356470.75390625,3139.79178940638
2021,HOUSE,2021-08-04,2021-08-09,5.0,Smoking,59.11795,415496.1796875,3304.57106936492
2021,SOUTH,2021-08-25,2021-09-02,8.0,Unknown / Unidentified,810.9695,4808983.95703125,16562.1984727653
2021,ALABAMA,2021-06-18,2021-06-21,3.0,Lightning,566.5927,3566649.2109375,12433.6833166811
2021,HOPKINS,2021-09-12,2021-09-19,7.0,Arson,253.9064,1714855.90234375,7163.09027273403
2021,BALLARD,2021-06-08,2021-06-09,1.0,Debris,37.1573,222814.39453125,4835.32681787755
2021,ONE,2021-06-21,2021-06-22,1.0,Debris,37.05353,221572.7890625,3102.80310347931
2021,CABALLO,2021-09-06,2021-09-07,1.0,Equipment Use,69.51533,416871.44140625,7245.44082193802
2021,SODA,2021-04-17,2021-04-17,0.0,Debris,1.20866,8055.453125,389.780737510151
2021,CERRITO,2021-04-18,2021-04-18,0.0,Miscellaneous,1.056455,7094.75,391.354087458596
2021,MUNIZ,2021-04-20,2021-04-20,0.0,Debris,2.227886,14745.203125,521.159267366658
2021,TULLEY,2021-04-28,2021-04-30,2.0,Debris,62.66148,416141.93359375,2981.4759968897
2021,WILSON,2021-04-29,2021-04-29,0.0,Debris,1.552339,10328.9921875,462.634048430491
2021,COUNTY,2021-05-08,2021-05-08,0.0,Powerline,2.854398,19001.359375,638.558290400238
2021,LOPEZ,2021-05-08,2021-05-11,3.0,Equipment Use,55.25064,361697.53515625,3198.162964173
2021,MOODY,2021-05-16,2021-05-17,1.0,Miscellaneous,20.24225,134086.890625,1689.14647117225
2021,WEST,2021-05-26,2021-05-26,0.0,Vehicle,2.58838,17132.08203125,540.475070484937
2021,GROVE,2021-05-26,2021-05-26,0.0,Unknown / Unidentified,8.765407,57675.9453125,1159.54858140673
2021,ACACIA,2021-05-29,2021-05-29,0.0,Equipment Use,6.082049,40184.5859375,1055.99491629512
2021,DREAM,2021-06-23,2021-06-23,0.0,Arson,4.769748,31392.328125,769.152461693201
2021,GRANGE,2021-07-07,2021-07-07,0.0,Equipment Use,6.612106,43608.453125,1151.74732724435
2021,GIBSON,2021-07-20,2021-07-22,2.0,Arson,29.98372,197580.67578125,2232.54540755351
2021,EASTSIDE,2021-08-03,2021-08-04,1.0,Equipment Use,10.85849,72149.05859375,1196.39581891299
2021,PLYE,2021-08-07,2021-08-07,0.0,Arson,6.29127,42376.3046875,926.671253389571
2021,NEWELL,2021-10-11,2021-10-11,0.0,Vehicle,137.1334,899414.30859375,5250.50164105218
2021,DIMOND,2021-07-30,2021-07-30,0.0,Arson,4.771153,31877.6875,1058.48602867033
2021,STUBBS,2021-08-02,2021-08-02,0.0,Arson,1.37785,9251.7890625,417.925631688694
2021,SCOTTS,2021-04-28,2021-04-28,0.0,Miscellaneous,8.720953,58736.3984375,1454.22631790989
2021,OLD,2021-01-18,2021-01-18,0.0,Powerline,3.873497,25848.5390625,756.577794001759
2021,SPRING,2021-01-19,2021-01-19,0.0,Debris,1.017629,6736.79296875,334.090964204878
2021,GREEN,2021-05-08,2021-05-08,0.0,Debris,8.655844,58145.94140625,1538.64494774089
2021,CREEK WEST,2021-06-09,2021-06-10,1.0,Arson,18.52191,123894.0703125,1364.23527499639
2021,SKY,2021-04-29,2021-04-29,0.0,Debris,58.34655,390167.83203125,2873.10910290913
2021,MUSTANG,2021-06-13,2021-06-13,0.0,Arson,7.733727,51569.26953125,880.133007591212
2021,OAK,2021-06-14,2021-06-14,0.0,Equipment Use,2.842491,18991.3828125,555.329177277388
2021,LEESVILLE,2021-07-03,2021-07-03,0.0,Playing with fire,5.558945,37438.7109375,787.935722957492
2021,SPRING,2021-07-09,2021-07-09,0.0,Miscellaneous,1.90975,12644.34375,467.641158883041
2021,COLEMAN,2021-07-18,2021-07-18,0.0,Arson,2.714847,17912.99609375,595.998096270343
2021,CREEK,2021-08-01,2021-08-01,0.0,Arson,3.695564,24640.68359375,937.817601900293
2021,MIDDLE,2021-08-13,2021-08-13,0.0,Powerline,25.11647,165056.80078125,1627.57632004558
2021,I-80 LYNCH,2021-08-17,2021-08-17,0.0,Vehicle,1.08848,7141.3203125,528.153326474255
2021,CLOVER,2021-08-26,2021-08-26,0.0,Unknown / Unidentified,6.763107,45186.42578125,818.171835047927
2021,CASTLE,2021-03-19,2021-03-21,2.0,Campfire,5.136026,31292.46875,1465.36935441859
2021,CREEK,2021-08-29,2021-08-29,0.0,Arson,1.284499,8543.5234375,362.969167001321
2021,MOUNTAIN,2021-08-22,2021-08-22,0.0,Arson,1.039344,6912.84375,466.035335049479
2021,KIWI,2021-06-07,2021-06-07,0.0,Equipment Use,1.75886,11575.7265625,489.909988820809
2021,CAMPO,2021-04-29,2021-05-04,5.0,Debris,159.9778,1050184.47265625,7467.23554404778
2021,MILE,2021-05-27,2021-05-28,1.0,Arson,507.8524,3304328.93359375,10016.0029514291
2021,LINE,2021-03-28,2021-03-28,0.0,Debris,21.61033,140340.48046875,1938.25384861516
2021,AIROLA,2021-08-25,2021-08-26,1.0,Unknown / Unidentified,644.3386,4213097.046875,12402.3720562302
2021,WASHINGTON,2021-08-26,2021-08-31,5.0,Unknown / Unidentified,135.7753,885531.51953125,5669.03023333255
2021,LITTLE,2021-07-03,2021-07-04,1.0,Miscellaneous,15.33097,107866.765625,1828.98430057905
2021,WOODMAN,2021-04-01,2021-04-01,0.0,Debris,24.85209,175050.3046875,2716.04835943698
2021,HART,2021-08-31,2021-09-04,4.0,Lightning,6.53971,39732.1640625,1483.51330510604
2021,COLD,2021-08-13,2021-10-03,51.0,Lightning,6.576556,42874.734375,3256.49704347236
2021,FORK,2021-07-01,2021-07-12,11.0,Lightning,8.557461,55406.86328125,1718.09850268221
2021,KING,2021-06-29,2021-07-06,7.0,Lightning,11.13475,72126.58203125,1011.51551294722
2021,PORCUPINE,2021-07-02,2021-08-04,33.0,Lightning,11.19756,72742.02734375,1902.72272281316
2021,SENTINEL,2021-07-29,2021-10-25,88.0,Lightning,12.4895,78887.5703125,1434.66902525067
2021,HOOVER,2021-07-19,2021-07-24,5.0,Lightning,58.59269,378834.640625,5137.09532478903
2021,LOST,2021-07-10,2021-07-18,8.0,Lightning,100.7824,639338.8125,7246.82169105311
2021,COUNTY LINE,2021-07-01,2021-08-15,45.0,Lightning,224.9265,1462300.12109375,6674.04139330863
2021,SMITH,2021-06-11,2021-06-11,0.0,Equipment Use,9.446896,65249.25,1322.69947946153
2021,GRAHAM,2021-05-27,2021-05-27,0.0,Equipment Use,14.35726,100359.43359375,1803.09116915186
2021,POND,2021-08-30,2021-09-04,5.0,Lightning,490.7352,2985202.83984375,8340.72670436589
2021,LUKENS,2021-07-01,2021-08-19,49.0,Lightning,918.1719,5970996.61328125,25798.6922711374
2021,TILTILL,2021-07-31,2021-08-15,15.0,Lightning,2348.53,15328712.3789063,29291.627133074
2021,MOJAVE,2021-06-17,2021-06-25,8.0,Lightning,2490.498,15188693.28125,34761.8517719458
2021,KNP Complex,2021-09-10,2021-12-16,97.0,Lightning,88257.13,554850423.507813,490677.28228528
2021,OVERLAND,2021-06-19,2021-06-24,5.0,Campfire,559.1455,3216346.6015625,9142.84899144016
2021,SOUTHERN,2021-05-02,2022-05-06,369.0,Equipment Use,5365.902,30944913.9375,55683.4880261368
2021,BORDER,2021-01-10,2021-01-21,11.0,Miscellaneous,1.850452,10579.1171875,504.822650768738
2021,BORDER 2,2021-01-13,2021-01-21,8.0,Debris,18.64428,106607.16796875,1924.43632122754
2021,BORDER 9,2021-05-28,2021-05-31,3.0,Miscellaneous,15.36915,87824.921875,1571.35698505607
2021,SIERRA,2021-06-09,2021-06-11,2.0,Unknown / Unidentified,968.2691,5627170.53125,17180.7201765225
2021,CLEVENGER,2021-06-20,2021-06-21,1.0,Unknown / Unidentified,53.04443,306656.10546875,2440.77498804468
2021,MESA 3,2021-06-23,2021-06-27,4.0,Unknown / Unidentified,277.8741,1615720.0859375,7219.43007507077
2021,MARRON 4,2021-07-11,2021-07-15,4.0,Vehicle,37.3201,213430.40234375,2583.48572814321
2021,YSABEL 2,2021-07-03,2021-07-06,3.0,Unknown / Unidentified,428.2403,2478876.26171875,6427.6598955918
2021,BORDER 13,2021-07-15,2021-07-16,1.0,Powerline,23.32513,133303.47265625,1963.8163536179
