Year,Fire Name,Alarm Date,Containment Date,Duration (Days),Cause,Acres,Area,Perimeter
2021,QUEEN,2021-08-01,2021-08-09,8.0,Equipment Use,32.81554,189603.671875,2718.153420004
2021,BAMBI,2021-08-11,2021-08-18,7.0,Campfire,7.521858,43252.2265625,1202.47717329712
2021,MARRON 6,2021-08-30,2021-09-04,5.0,Debris,28.44671,162554.1015625,2330.37054766247
2021,ARUBA,2021-09-05,2021-09-09,4.0,Unknown / Unidentified,54.22581,315547.140625,3331.18574698146
2021,OLD HIGHWAY 80  / LA POSTA RD,2021-09-24,2021-09-24,0.0,Lightning,1.378734,7924.0234375,357.627548985297
2021,ESTRADA,2021-10-15,2021-10-16,1.0,Escaped Prescribed Burn,124.7229,793089.27734375,5057.73811179502
2021,CRYSTAL,2021-08-25,2021-08-25,0.0,Campfire,1.731484,10812.875,441.421630182332
2021,AMERICAN,2021-08-27,2021-08-27,0.0,Arson,14.40411,90826.265625,1617.25800825909
2021,BAKER,2021-05-27,2021-05-30,3.0,Arson,24.94695,157418.390625,1811.26753170681
2021,FISH,2021-07-04,2021-07-06,2.0,Smoking,65.27412,412917.7734375,4967.81397003715
2021,GOLD,2021-06-09,2021-06-10,1.0,Unknown / Unidentified,60.24131,383285.328125,3759.14964227514
2021,MARLAR,2021-08-15,2021-08-18,3.0,Vehicle,29.3616,185466.81640625,2898.59437877655
2021,OWENS,2021-06-06,2021-06-08,2.0,Miscellaneous,17.97407,114103,1763.18193789704
2021,RUTH 2,2021-06-06,2021-06-08,2.0,Equipment Use,13.3051,83972.9140625,1702.75225018554
2021,SLOPE,2021-05-31,2021-06-03,3.0,Powerline,23.99675,151983.8203125,2092.67261669996
2021,TIVY,2021-09-07,2022-09-07,365.0,Equipment Use,25.03143,158204.33203125,2381.46088638041
2021,WATTS,2021-05-05,2021-05-05,0.0,Miscellaneous,11.88744,75282.08984375,1546.41663986206
2021,MALLARD,2021-06-11,2021-06-11,0.0,Equipment Use,4.217206,29556.3125,788.774159410896
2021,TOWSLEY,2021-01-19,2021-01-22,3.0,Unknown / Unidentified,183.8866,1094378.0703125,7867.4514331809
2021,KELLOGG,2021-01-19,2021-01-19,0.0,Unknown / Unidentified,12.2616,72488.9609375,1239.72451905119
2021,NEWTON,2021-01-08,2021-01-08,0.0,Unknown / Unidentified,2.265879,13399.23828125,443.870646367217
2021,SPRINGS,2021-01-19,2021-01-19,0.0,Unknown / Unidentified,2.711827,16191.2109375,602.769807076875
2021,RYE,2021-02-02,2021-02-02,0.0,Equipment Use,1.171693,6991.0078125,381.443667019439
2021,KNOLLS,2021-02-28,2021-02-28,0.0,Unknown / Unidentified,5.079092,30009.5234375,1699.60172736577
2021,TURNBULL,2021-04-18,2021-04-18,0.0,Unknown / Unidentified,1.467101,8657.671875,419.574015017645
2021,NORTH,2021-04-28,2021-04-30,2.0,Unknown / Unidentified,552.1964,3295783.60546875,12210.6425154492
2021,VIRGENES,2021-04-29,2021-04-29,0.0,Unknown / Unidentified,6.461127,38272.453125,841.440750299626
2021,PINE,2021-05-12,2021-05-14,2.0,Unknown / Unidentified,441.2523,2631239.4921875,21430.1348462545
2021,PALISADES,2021-05-15,2021-05-21,6.0,Unknown / Unidentified,1202.648,7115175.3671875,19990.114323399
2021,LIMA,2021-07-06,2021-07-06,0.0,Unknown / Unidentified,61.52447,368931.28125,3723.94078217574
2021,DULCE,2021-07-04,2021-07-04,0.0,Unknown / Unidentified,12.19143,72843.36328125,1372.73361260489
2021,TUMBLEWEED,2021-07-04,2021-07-08,4.0,Unknown / Unidentified,856.8701,5150536.13671875,17039.1214432664
2021,FLORES,2021-07-19,2021-07-19,0.0,Unknown / Unidentified,6.922003,40922.27734375,1173.61544978681
2021,SYCAMORE,2021-08-02,2021-08-02,0.0,Vehicle,3.27472,19692.67578125,615.439122138747
2021,VASQUEZ,2021-08-06,2021-08-06,0.0,Unknown / Unidentified,1.501651,8964.01171875,594.401024090168
2021,GOLDEN,2021-08-07,2021-08-07,0.0,Vehicle,19.88849,118472.01171875,3090.81560394961
2021,DALTON,2021-09-24,2021-09-24,0.0,Vehicle,2.21358,13117.1484375,665.076004830206
2021,TONNER,2021-09-30,2021-09-30,0.0,Unknown / Unidentified,1.969455,11616.12109375,442.469459640313
2021,TUNA,2021-07-09,2021-07-09,0.0,Unknown / Unidentified,4.544237,26855.39453125,893.374158362318
2021,MIDDLE,2021-11-11,2021-11-11,0.0,Powerline,17.06123,99265.796875,1238.32352484562
2021,REGIONAL,2021-06-05,2021-06-05,0.0,Miscellaneous,2.635708,16564.72265625,676.553604537879
2021,AROMAS,2021-06-26,2021-06-26,0.0,Vehicle,3.190873,20208.734375,591.461799506236
2021,PINNACLES,2021-07-28,2021-07-30,2.0,Miscellaneous,170.7329,1070524.30859375,7063.94467010881
2021,SARGENT,2021-05-30,2021-05-31,1.0,Debris,1117.899,6927974.18359375,12596.6879755458
2021,FERRIS,2021-02-21,2021-02-21,0.0,Debris,13.79761,85414.65625,1590.7837224257
2021,JOLON,2021-07-25,2021-07-25,0.0,Equipment Use,28.44884,177152.69140625,4084.40347006664
2021,PANOCHE,2021-06-23,2021-06-23,0.0,Vehicle,146.4311,921913.8046875,5324.38788675486
2021,ADOBE,2021-01-18,2021-01-18,0.0,Equipment Use,1.444209,8835.58984375,410.66196928125
2021,TIFFANY,2021-01-13,2021-01-13,0.0,Debris,2.45159,14885.60546875,637.879420842883
2021,COYOTE,2021-01-21,2021-01-21,0.0,Debris,4.889593,29889.125,924.468280623843
2021,TRAIL,2021-04-10,2021-04-10,0.0,Unknown / Unidentified,8.890034,54083.41796875,1846.23265017331
2021,ANTELOPE,2021-05-04,2021-05-04,0.0,Vehicle,10.67426,65701.80859375,2707.34082739216
2021,VISTA,2021-04-27,2021-04-27,0.0,Debris,5.135205,31311.63671875,711.194635865395
2021,IRON,2021-05-06,2021-05-06,0.0,Miscellaneous,1.248572,7645.88671875,327.234329463033
2021,TWITCHELL,2021-05-10,2021-05-10,0.0,Vehicle,8.925045,53981.66796875,2025.30530440822
2021,INDEPENDENCE,2021-05-24,2021-05-24,0.0,Equipment Use,1.923519,11833.21875,434.85278618603
2021,TOWER,2021-06-05,2021-06-05,0.0,Unknown / Unidentified,16.29048,99274.609375,1468.53670514052
2021,CRESTON,2021-06-18,2021-06-18,0.0,Unknown / Unidentified,11.01676,67544.01953125,1942.01927265658
2021,GROVE,2021-07-28,2021-07-28,0.0,Vehicle,24.01903,147569.90234375,2125.58906915634
2021,TOBIN,2021-07-31,2021-07-31,0.0,Vehicle,64.70691,397522.89453125,3789.78455899181
2021,HIGUERA,2021-10-10,2021-10-10,0.0,Unknown / Unidentified,1.038185,6310.46484375,500.861576086283
2021,FRANKLIN,2021-09-10,2021-09-10,0.0,Debris,40.32301,247334.73046875,2804.36586520814
2021,SUCCESS 2,2021-06-18,2021-06-21,3.0,Lightning,423.5609,2626246.7109375,8313.9494959142
2021,BUZZARD,2021-05-11,2021-05-11,0.0,Equipment Use,70.24671,441414.75390625,3900.18339698117
2021,PASO,2021-04-12,2021-04-13,1.0,Escaped Prescribed Burn,26.79597,154438.8671875,1833.83437015865
2021,GRANITE INC,2021-03-01,2021-03-01,0.0,Powerline,2.381455,14589.4609375,711.661713465692
2021,FREEWAY,2021-04-17,2021-04-17,0.0,Vehicle,3.822008,23087.5,906.824142624756
2021,MESA,2021-08-12,2021-08-12,0.0,Unknown / Unidentified,5.923486,35656.578125,963.534079255966
2021,SABODAN,2021-06-01,2021-06-01,0.0,Equipment Use,1.751998,10596.625,626.684784352534
2021,LAND,2021-06-03,2021-06-03,0.0,Unknown / Unidentified,3.060403,18649.18359375,861.603529960097
2021,CRANE,2021-06-18,2021-06-20,2.0,Unknown / Unidentified,46.83553,281977.2734375,3756.31872324104
2021,ROOST,2021-07-17,2021-07-17,0.0,Unknown / Unidentified,12.09895,73388.55078125,1211.34716788421
2021,GRAPEVINE,2021-04-20,2021-04-20,0.0,Vehicle,5.185684,31299.734375,1241.40264961118
2021,CANYON,2021-06-26,2021-06-27,1.0,Unknown / Unidentified,216.5297,1323217.20703125,5812.18902551895
2021,WOLVES,2021-04-22,2021-04-22,0.0,Escaped Prescribed Burn,26.06954,157404.17578125,1527.87009633814
2021,RIDGE,2021-08-28,2021-08-29,1.0,Unknown / Unidentified,8.997741,54170.6875,1332.45859191837
2021,YANKEE,2021-06-15,2021-06-16,1.0,Vehicle,35.21027,216288.03125,5889.27963648211
2021,SHELL,2021-06-27,2021-07-02,5.0,Unknown / Unidentified,1828.035,11024040.7148438,18696.0667112483
2021,MANOR,2021-09-06,2021-09-06,0.0,Unknown / Unidentified,1.198664,7317.83203125,327.385448016786
2021,DOYLE,2021-06-28,2021-06-28,0.0,Unknown / Unidentified,1.020253,6273.125,352.991199316979
2021,BEALE,2021-06-19,2021-06-19,0.0,Vehicle,8.94504,54448.69921875,1454.87276738514
2021,EDMONSON,2021-06-30,2021-06-30,0.0,Vehicle,9.158972,55302.03515625,997.179405838253
2021,LAVAL,2021-05-23,2021-05-23,0.0,Unknown / Unidentified,2.929613,17706.69921875,710.995737396987
2021,BOAT,2021-07-01,2021-07-01,0.0,Vehicle,1.496656,9008.015625,807.78356103229
2021,MOUNTAIN,2021-05-26,2021-05-26,0.0,Unknown / Unidentified,15.71013,95985.24609375,2354.51712339627
2021,HILL NORTH DIVISION,2021-06-21,2021-06-21,0.0,Unknown / Unidentified,6.112738,37065.98828125,1097.09926055265
2021,OAK,2021-06-30,2021-07-03,3.0,Unknown / Unidentified,29.9392,181033.96484375,1597.19611361107
2021,AROSA,2021-07-08,2021-07-08,0.0,Unknown / Unidentified,6.567343,39798.08203125,1171.85796572354
2021,BENNETT,2021-08-25,2021-09-03,9.0,Unknown / Unidentified,50.27335,339428.5234375,3973.49451610896
2021,KIBBIE,2021-09-06,2021-09-12,6.0,Unknown / Unidentified,9.580426,64664.52734375,1105.68157716198
2021,DANTONI,2021-09-11,2021-09-12,1.0,Unknown / Unidentified,24.35467,164267.91796875,1850.80460930434
2021,RIVER,2021-09-12,2021-09-13,1.0,Vehicle,70.8007,475787.01171875,4770.7575659259
2021,MYRNA,2021-08-12,2021-08-12,0.0,Unknown / Unidentified,15.82752,106460.4609375,1192.10287293433
2021,BROADWAY,2021-05-08,2021-05-08,0.0,Unknown / Unidentified,60.39558,405824.34765625,3771.29337732693
2021,DOOLITTLE,2021-09-03,2021-09-04,1.0,Vehicle,13.62084,91843.7421875,1421.60903915088
2021,BRIDGE,2021-09-05,2021-09-16,11.0,Unknown / Unidentified,415.955,2784959.28515625,9337.05670134356
2021,STAR BEND,2021-10-05,2021-10-05,0.0,Unknown / Unidentified,41.59887,279239.47265625,3446.29776293325
2021,BEALE2,2021-10-12,2021-10-12,0.0,Powerline,55.49031,373419.06640625,6790.0781047485
2021,VIRGINIA,2021-03-05,2021-03-06,1.0,Unknown / Unidentified,4.259815,25313.703125,615.986733993259
2021,WESTWOOD,2021-04-04,2021-04-04,0.0,Unknown / Unidentified,22.98317,136646.30078125,1773.00797559522
2021,RANCH,2021-04-15,2021-04-15,0.0,Unknown / Unidentified,1.800984,10723.0234375,373.758427167464
2021,SULPHUR,2021-04-17,2021-04-17,0.0,Unknown / Unidentified,4.328094,25764.0234375,586.888652872314
2021,LAURIE,2021-04-25,2021-04-25,0.0,Unknown / Unidentified,3.041959,18099.140625,860.799009611013
2021,UNNAMED,2021-06-18,2021-06-18,0.0,Equipment Use,1.121165,6691.34375,485.140909508714
2021,CASITAS,2021-06-14,2021-06-15,1.0,Unknown / Unidentified,188.1755,1122120.18359375,5112.76636687088
2021,COYOTE,2021-04-30,2021-05-01,1.0,Unknown / Unidentified,15.35531,91153.19140625,1334.56958845274
2021,PECK,2021-06-24,2021-06-24,0.0,Unknown / Unidentified,2.240738,13332.38671875,468.820139144738
2021,HUNGRY,2021-07-31,2021-08-02,2.0,Vehicle,365.7711,2199828.42578125,8384.85212769028
2021,VICTORIA,2021-12-11,2021-12-12,1.0,Unknown / Unidentified,31.69551,188125.07421875,2486.34772477132
2021,ROCK,2021-08-24,2021-08-27,3.0,Arson,318.4139,1857293.484375,9089.9739382892
2021,CREEK,2021-05-04,2021-05-04,0.0,Unknown / Unidentified,31.87381,186166.9609375,2265.05014434317
2021,KATHRYN,2021-06-15,2021-06-15,0.0,Unknown / Unidentified,18.46991,108179.484375,1782.15857432468
2021,NIGUEL,2021-10-03,2021-10-03,0.0,Unknown / Unidentified,21.61345,127395.8515625,1807.95909905772
2021,LAGUNA,2021-06-16,2021-06-16,0.0,Unknown / Unidentified,10.62967,62165.1015625,2761.00506315349
2021,CECIL,2021-07-15,2021-07-15,0.0,Vehicle,6.260819,36566.9140625,971.190459690897
2021,BONITA,2021-07-24,2021-07-24,0.0,Vehicle,1.013455,5927.4375,449.283641274316
2021,RIDGE,2021-08-06,2021-08-06,0.0,Equipment Use,5.647393,33082.9375,879.335347829174
2021,WINDY RIDGE,2021-05-26,2021-05-26,0.0,Unknown / Unidentified,1.663294,9771.52734375,593.679164675585
2021,PICO,2021-07-06,2021-07-06,0.0,Equipment Use,7.302879,42588.39453125,1087.05733300673
2021,BONITA,2021-01-15,2021-03-10,54.0,Unknown / Unidentified,681.1813,3993626.05859375,21209.4125348169
2021,COLD,2021-01-19,2021-01-20,1.0,Debris,34.51343,229683.80859375,2968.48708519717
2021,SPRINGS,2021-04-05,2021-04-12,7.0,Unknown / Unidentified,62.07942,369774.421875,5370.61891385437
2021,ABERNATHY,2021-01-19,2021-01-26,7.0,Powerline,373.5444,2429981.7421875,9041.85524577712
2021,ONION,2021-04-08,2021-04-12,4.0,Unknown / Unidentified,85.5384,540524.3515625,4859.84627352745
2021,FLAT,2021-02-24,2021-02-25,1.0,Unknown / Unidentified,21.96283,158878.26953125,3837.4313814689
2021,CORRAL,2021-04-05,2021-04-06,1.0,Unknown / Unidentified,17.29091,103841.9921875,1313.5958869641
2021,BLUE,2021-05-11,2021-05-19,8.0,Miscellaneous,10.4138,61909.6640625,1285.11258017282
2021,GIBRALTAR,2021-05-22,2021-05-27,5.0,Unknown / Unidentified,25.36633,151575.2578125,2824.4245645098
2021,FLATS,2021-06-13,2021-06-29,16.0,Miscellaneous,342.571,2002828.49609375,10930.8187546367
2021,WILLOW,2021-06-17,2021-07-12,25.0,Miscellaneous,2877.869,17924778.8867188,24069.3278735985
2021,INYO CREEK,2021-06-19,2021-07-06,17.0,Lightning,601.6085,3783794.53125,17419.1285726889
2021,ANTELOPE,2021-06-22,2021-06-29,7.0,Lightning,111.5138,807067.38671875,5589.72529659881
2021,LAVA,2021-06-25,2021-10-26,123.0,Lightning,26328.9,189991722.742188,159380.002039552
2021,SKY,2021-06-27,2021-07-29,32.0,Unknown / Unidentified,79.92484,552330.25390625,5497.57699745589
2021,PEAK,2021-06-28,2021-06-29,1.0,Miscellaneous,26.09075,154748.68359375,2729.9250392719
2021,TENNANT,2021-06-28,2022-01-03,189.0,Unknown / Unidentified,10591.03,76985666.8789063,95932.7481546149
2021,SALT,2021-06-30,2021-10-26,118.0,Equipment Use,12599.14,89360822.1210938,80335.8713987532
2021,HENRY,2021-06-25,2021-08-18,54.0,Lightning,36.14811,238976.3671875,3555.46217071304
2021,BLUE,2021-06-29,2021-07-03,4.0,Unknown / Unidentified,291.1255,1851909.6328125,7681.80083851024
2021,SUGAR,2021-07-02,2021-10-28,118.0,Unknown / Unidentified,105003.9,723650604.523438,293807.505631719
2021,TANGLE,2021-07-05,2021-07-13,8.0,Miscellaneous,11.05462,79132.99609375,1661.80874456261
2021,CLOUD,2021-06-13,2021-06-13,0.0,Miscellaneous,16.93808,100420.74609375,2241.21322640451
2021,CARY,2021-05-06,2021-05-10,4.0,Unknown / Unidentified,14.00693,81929.6796875,1246.00854806436
2021,JUNIPER,2021-07-05,2021-07-21,16.0,Lightning,882.0248,6432934.984375,14339.8648168318
2021,DEXTER,2021-07-12,2021-11-01,112.0,Lightning,2967.832,19274317.9296875,31681.6815270169
2021,ROAD,2021-07-10,2021-07-18,8.0,Equipment Use,83.56132,480396.6953125,5193.22596882363
2021,COYOTE,2021-07-09,2021-07-19,10.0,Equipment Use,132.2827,962648.80078125,9799.26506619583
2021,SUMMIT,2021-07-20,2021-10-26,98.0,Lightning,22.27062,147890.5,2639.82851684893
2021,FAIRCHILD,2021-06-23,2021-06-26,3.0,Lightning,19.52532,141454.9921875,2130.66355835532
2021,MCFARLAND,2021-07-30,2021-10-26,88.0,Lightning,122447.7,852182962.640625,277221.689592051
2021,ANTONIO,2021-08-03,2021-08-04,1.0,Equipment Use,49.89998,296061.19921875,3424.10679962923
2021,PINE,2021-07-07,2021-07-10,3.0,Unknown / Unidentified,24.69208,158490.37890625,2705.1117402621
2021,ANTELOPE,2021-08-01,2022-01-03,155.0,Lightning,145631.8,1055549372.58594,509731.646882429
2021,COLDWATER,2021-08-10,2021-08-11,1.0,Miscellaneous,25.10539,148820.23828125,1980.5126770554
2021,BRADLEY,2021-07-11,2021-10-25,106.0,Miscellaneous,356.868,2559677.5,8052.70408213661
2021,LAKIN,2021-08-06,2021-08-23,17.0,Lightning,20.79543,149522.5078125,2779.36419656207
2021,MOUNTAIN,2021-06-18,2021-06-19,1.0,Lightning,124.1572,771117.00390625,7246.95755421848
2021,HAMBONE,2021-08-06,2021-08-23,17.0,Lightning,50.69745,364482.50390625,3076.70572248032
2021,CALDOR,2021-08-15,2021-11-18,95.0,Unknown / Unidentified,221786.4,1476039182.3125,472891.28243288
2021,WALKERS,2021-08-15,2021-12-08,115.0,Lightning,8778.784,54817879.1484375,83505.4385287885
2021,SYD,2021-08-19,2021-11-09,82.0,Miscellaneous,204.8307,1419543.87109375,6601.25965033433
2021,KNOB,2021-08-29,2021-10-20,52.0,Unknown / Unidentified,2421.245,17169735.9335938,33269.4951406105
2021,CHAPARRAL,2021-08-28,2021-09-09,12.0,Miscellaneous,1427.293,8326812.98046875,18836.2412756502
2021,RAILROAD,2021-08-29,2021-09-05,7.0,Miscellaneous,61.72803,367256,3968.92165422876
2021,MOSS,2021-08-27,2021-08-31,4.0,Miscellaneous,11.17857,79185.890625,1792.25523516051
2021,LITTLE MARBLE,2021-09-08,2021-09-14,6.0,Campfire,14.00079,101266.3671875,6310.33048705512
2021,ROUTE,2021-09-11,2021-09-16,5.0,Campfire,455.3456,2724727.08984375,11270.7534507011
2021,EMIGRANT,2021-09-17,2021-09-27,10.0,Equipment Use,221.0323,1325705.23828125,6544.65641355445
2021,HOBART,2021-08-09,2021-08-18,9.0,Miscellaneous,25.8245,170393.828125,2138.59900034279
2021,MONUMENT,2021-07-31,2021-11-03,95.0,Lightning,223107.9,1574029698.375,535745.115358223
2021,MCCASH,2021-08-01,2021-10-27,87.0,Lightning,94970.47,687051427.957031,418328.565700515
2021,ALISAL,2021-10-11,2021-12-01,51.0,Lightning,16953.24,101244824.707031,128410.987626065
2021,GRAVEL,2021-10-15,2021-10-17,2.0,Miscellaneous,169.4866,1237623.4609375,5708.03860270788
2021,ELK,2021-04-04,2021-04-13,9.0,Unknown / Unidentified,45.00793,327217.46875,4123.70262824409
2021,DRY,2021-05-09,2021-05-14,5.0,Unknown / Unidentified,31.50628,193104.921875,3923.87659188951
2021,DOW,2021-10-05,2021-10-11,6.0,Miscellaneous,12.49597,88104.6953125,1451.59236233257
2021,ROADSIDE,2021-08-28,2021-09-09,12.0,Equipment Use,66.24019,393369.5,4638.00677240451
2021,HORSE,2021-03-26,2021-04-01,6.0,Miscellaneous,10.61282,77501.0703125,1051.31612174014
2021,CHICKEN,2021-07-18,2021-07-20,2.0,Equipment Use,117.692,833953.2734375,7119.08559589682
2021,DESERT,2021-06-09,2021-06-17,8.0,Miscellaneous,216.6215,1241887.80859375,10830.3598847979
2021,FLATS,2021-09-05,2021-09-05,0.0,Equipment Use,38.58012,230966.15234375,2310.47800993876
2021,FRENCH,2021-08-18,2021-10-19,62.0,Unknown / Unidentified,26535.06,163150301.589844,179208.538093159
2021,GRAPEVINE,2021-03-14,2021-03-20,6.0,Debris,86.20689,530694.5234375,8134.01193761542
2021,HANDLINE,2021-05-18,2021-05-19,1.0,Unknown / Unidentified,19.10735,115522.24609375,3350.8918335464
2021,YUHA,2021-02-20,2021-03-04,12.0,Unknown / Unidentified,106.2004,608553.37890625,3721.15127254019
2021,HIGHLINE,2021-04-18,2021-04-24,6.0,Miscellaneous,40.42638,232397.25390625,9509.94293445907
2021,MINERAL,2021-11-26,2021-11-29,3.0,Unknown / Unidentified,122.8651,715547,10861.5535482175
2021,OLD WOMAN,2021-06-17,2021-06-27,10.0,Lightning,47.4764,283983.640625,3866.99234323039
2021,OLD WOMAN 2,2021-06-20,2021-06-20,0.0,Lightning,25.38194,151781.4609375,1402.70634168335
2021,OWENS,2021-05-01,2021-05-01,0.0,Miscellaneous,1390.015,8548232.640625,30887.3185703978
2021,PEAK,2021-07-20,2021-07-31,11.0,Unknown / Unidentified,2096.645,12804983.9414063,27703.3344561708
2021,POLELINE,2021-07-05,2021-07-05,0.0,Unknown / Unidentified,83.93266,511229.484375,3115.31543785118
2021,R-1 ROCK,2021-05-14,2021-05-18,4.0,Lightning,12.32582,87600.671875,1675.7040502342
2021,R-1 RYE,2021-07-01,2021-07-01,0.0,Lightning,64.69015,455782.8515625,3945.92865192042
2021,SCENIC,2021-06-25,2021-06-28,3.0,Unknown / Unidentified,80.03923,467968.44921875,2540.77758117696
2021,WILLOW,2021-04-17,2021-04-29,12.0,Unknown / Unidentified,31.76766,195872.3515625,4721.14744379041
2021,BACKUS,2021-04-18,2021-04-19,1.0,Unknown / Unidentified,26.61396,160721.03515625,3074.9055033264
2021,WOLF,2021-01-19,2021-01-20,1.0,Unknown / Unidentified,674.1259,4074735.62890625,15512.5877966326
2021,NETTLE ,2021-06-18,2021-07-16,28.0,Unknown / Unidentified,1265.746,7843390.47265625,13774.5305182465
2021,PORT,2021-06-27,,,Unknown / Unidentified,57.02632,372692.0546875,2852.65231659161
2021,PAN,2021-07-03,2021-07-09,6.0,Lightning,38.7627,255887.18359375,3662.13886931974
2021,MAIN,2021-07-03,2021-07-04,1.0,Unknown / Unidentified,378.4724,2351430.65234375,8360.638592527
2021,WINDY,2021-09-10,2021-11-11,62.0,Lightning,97528.27,603989861.054688,326999.085004287
2021,RIVER,2021-07-11,2021-07-19,8.0,Unknown / Unidentified,9655.188,61910651.0195313,70479.3167254018
2021,WILLOW VALLEY,2021-08-12,2021-08-31,19.0,Lightning,823.8505,6041624.453125,13288.3627699951
2021,WESTWARD,2021-08-25,2021-08-26,1.0,Unknown / Unidentified,88.36302,520486.6640625,4046.91438017124
2021,MOUNTAIN,2021-07-23,2021-07-23,0.0,Arson,25.31992,174727.15234375,1928.9531962166
2021,MOUNTAIN,2021-09-25,2021-09-25,0.0,Vehicle,19.0184,131720.2734375,2146.1303890187
2021,PARK,2021-06-12,2021-06-12,0.0,Vehicle,2.092052,12587.01953125,671.972312255431
2021,SCALES,2021-06-27,2021-06-27,0.0,Vehicle,3.222384,19528.5,683.49717634336
2021,PRESERVE,2021-10-03,2021-10-03,0.0,Unknown / Unidentified,10.0517,61757.99609375,1179.08864656128
2021,HERMOSA,2021-09-12,2021-09-12,0.0,Unknown / Unidentified,7.573153,46081.55078125,2815.83304237367
2021,CALIENTE,2021-07-12,2021-07-12,0.0,Railroad,18.59738,113191.6015625,10961.8723434369
2021,YOSEMITE,2021-07-22,2021-07-23,1.0,Unknown / Unidentified,1.366251,8119.89453125,517.299725092275
2021,KETTLE,2021-10-11,2021-10-11,0.0,Unknown / Unidentified,92.35461,571369.98828125,4098.85630041879
2021,TAMARACK,2021-07-04,2021-10-26,114.0,Lightning,67054.51,446412142.464844,345181.660626398
2021,EAST FORK,2021-07-01,2021-07-11,10.0,Lightning,1135.744,7571123.55859375,24604.1449139197
2021,MANZANITA,2021-01-19,2021-01-19,0.0,Debris,22.3779,143206.61328125,2317.68009870289
2021,BROILER,2021-07-07,2021-07-08,1.0,Equipment Use,69.5676,470225.4296875,4839.66641709743
2021,PACIFICO,2021-01-17,2021-01-17,0.0,Structure,2.883715,17045.55859375,769.721101577619
2021,ERBES,2021-01-14,2021-01-15,1.0,Unknown / Unidentified,27.63296,164004.98046875,2622.9066555368
2021,COUNTRY,2021-04-29,2021-04-30,1.0,Playing with fire,26.53975,157269.921875,1911.35589601021
2021,MADERA 2,2021-04-01,2021-04-01,0.0,Equipment Use,14.21907,84508.24609375,1480.03350013294
2021,NEWTON,2021-01-08,2021-01-08,0.0,Unknown / Unidentified,1.865689,11034.1484375,782.094252013949
2021,PEAK,2021-07-20,2021-07-20,0.0,Vehicle,1.283047,7621.8359375,374.381935985392
2021,ROCKY 3,2021-08-18,2021-08-18,0.0,Unknown / Unidentified,2.237706,13293.8984375,486.862066528628
2021,BOYDEN 1,2021-03-03,2021-03-18,15.0,Debris,14.57344,92198.8125,1159.94633551739
2021,GLACIER NORTH,2021-07-15,2021-08-20,36.0,Lightning,37.2558,237742.98046875,2932.28463989156
2021,Backus 2,2021-04-25,2021-04-25,0.0,Unknown / Unidentified,2.897352,17495.64453125,777.921871904913
2021,DIXIE,2021-07-14,2021-10-25,103.0,Powerline,963405.4,6692866164.60156,2010262.4482503
2021,RIVER COMPLEX,2021-07-31,2021-10-25,86.0,Lightning,199354.1,1422803378.64063,1615527.51410939
2021,COYOTE,2021-06-02,2021-06-06,4.0,Miscellaneous,42.75489,251915.83203125,3495.82756903938
2021,DEVORE,2021-05-04,2021-05-04,0.0,Miscellaneous,13.80691,82032.84375,2189.94448096519
2021,LONE,2021-07-04,2021-07-05,1.0,Miscellaneous,8.430901,50106.65234375,1580.07895471457
2021,DOTTA,2021-06-30,2021-07-22,22.0,Unknown / Unidentified,531.91,3664169.33203125,16139.4570402651
2021,GREENHORN,2021-04-13,2021-04-13,0.0,Unknown / Unidentified,9.6,66120.296875,1152.33330691357
2021,HARTMAN,2021-06-29,2021-07-14,15.0,Unknown / Unidentified,53.54,367371.80078125,2276.20732265744
2021,MIGUEL 3,2021-01-07,2021-01-07,0.0,Unknown / Unidentified,21.31999,122097.42578125,1645.44525529025
2021,CAMPO,2021-01-20,2021-01-20,0.0,Unknown / Unidentified,8.976994,51492.5625,1402.73120964831
2021,MILLAR,2021-10-01,2021-10-01,0.0,Powerline,0.4009637,2297.4765625,202.480726898066
2021,TURKEY,2021-06-10,2021-06-11,1.0,Unknown / Unidentified,171.3908,1059602.484375,9241.68367652657
2021,RIVER,2021-06-14,2021-06-14,0.0,Campfire,57.37954,371750.5546875,5596.12715629092
2021,CASJR STRINGER,2021-06-17,2021-06-17,0.0,Powerline,2.734319,17696.94921875,1193.70841285801
2021,68,2021-08-18,2021-08-18,0.0,Miscellaneous,219.7282,1491105.30859375,11603.5143536116
2021,DAIRY,2021-06-15,2021-06-23,8.0,Escaped Prescribed Burn,161.2339,1116694.05078125,6686.92304123656
2021,POINT,2021-08-20,2021-08-20,0.0,Equipment Use,22.15831,162212.796875,1969.70897191226
2021,SUTTER,2021-09-27,2021-09-27,0.0,Equipment Use,141.5167,951334.56640625,3877.47649670075
2021,LONE ROCK,2021-08-06,2021-08-10,4.0,Unknown / Unidentified,78.31017,544566.64453125,3802.74780078718
2021,UNION,2021-01-19,2021-01-20,1.0,Unknown / Unidentified,20.37977,136346.03125,1581.75289226179
2020,NELSON,2020-06-18,2020-06-23,5.0,Powerline,109.6023,733134.73046875,4179.74314204583
2020,AMORUSO,2020-06-01,2020-06-04,3.0,Equipment Use,685.585,4578171.9140625,12399.3753905116
2020,ATHENS,2020-08-10,2020-08-11,1.0,Unknown / Unidentified,27.30048,182387.64453125,2119.19412003875
